model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,range_atr,body_range_ratio,close_location,upper_wick_ratio,lower_wick_ratio,momentum_3_atr,accel_3,atr_ratio_6_72,body_atr_pct,minutes_from_rth_open,day_of_week,volatility_regime_code,trend_aligned,dist_pdh_atr,dist_pdl_atr,dist_onh_atr,dist_onl_atr,model_code,direction_code,win,large_winner,large_loser,mfe_r,mae_r,bars_to_mfe,bars_to_mae,good_entry,strong_entry,bad_entry,very_bad_entry,bars_in_trade
Retest,Long,2023-10-23 08:55:00-05:00,2023-10-23 08:55:00-05:00,2023-10-23 09:00:00-05:00,,2023-10-23 09:00:00-05:00,2023-10-23 10:00:00-05:00,13920.0,13879.501941560136,14000.996116879733,13978.0,1.432167423189478,75.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,75-79,Early third,True,True,False,40.4980584398636,80.99611687973265,,0.29093432787258333,,1.0,1.0,0.0,,,,Win,Research,1.0926449737264552,0.0423728813559322,0.8983050847457628,0.1016949152542373,0.8559322033898306,1.407474881410349,0.0192,1.592954872749313,0.03799985794445628,-30,0,1.0,0,,,,,2,1,1,1,0,1.7408241954286994,0.2469254177913049,12.0,1.0,True,False,False,False,12
Confirm,Long,2023-10-23 08:55:00-05:00,2023-10-23 08:55:00-05:00,2023-10-23 09:00:00-05:00,2023-10-23 09:10:00-05:00,2023-10-23 09:10:00-05:00,2023-10-23 10:10:00-05:00,13939.75,13899.171316957463,14020.907366085075,14007.5,1.6695958301303,75.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,75-79,Early third,True,True,True,40.578683042536795,81.15736608507541,,0.2911005078465309,,3.0,3.0,2.0,,,,Win,Research,1.1459218612702429,0.8548387096774194,0.8870967741935484,0.11290322580645161,0.03225806451612903,0.7670283426244368,1.0533333333333332,1.6654809343850459,0.6397471411321827,-20,0,1.0,0,,,,,3,1,1,1,0,1.6942393110178684,0.5668000604132505,12.0,5.0,False,False,True,False,12
BOS,Short,2023-10-24 19:25:00-05:00,2023-10-24 19:25:00-05:00,,,2023-10-24 19:25:00-05:00,2023-10-24 20:25:00-05:00,14084.5,14099.897749347125,14053.704501305752,14088.5,-0.259778225364285,90.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,False,False,15.397749347124773,30.795498694247726,,0.1093240750266234,,0.0,0.0,,,,,Loss,Research,0.9741683451160688,0.925,0.95,0.025,0.05,-0.2435420862790172,20.927710843373493,0.6397739941567739,0.5880034093330492,595,1,1.0,0,,,,,1,0,0,0,0,0.6169732852401535,0.8767515106044287,1.0,10.0,True,False,False,False,12
Control,Short,2023-10-24 19:25:00-05:00,,,,2023-10-24 19:25:00-05:00,2023-10-24 20:25:00-05:00,14084.5,14099.897749347125,14053.704501305752,14088.5,-0.259778225364285,90.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,False,False,False,15.397749347124773,30.795498694247726,,0.1093240750266234,,0.0,,,,,,Loss,Research,0.9741683451160688,0.925,0.95,0.025,0.05,-0.2435420862790172,0.0,0.6397739941567739,0.5880034093330492,595,1,1.0,0,,,,,0,0,0,0,0,0.6169732852401535,0.8767515106044287,1.0,10.0,True,False,False,False,12
Retest,Short,2023-10-24 19:25:00-05:00,2023-10-24 19:25:00-05:00,2023-10-24 19:30:00-05:00,,2023-10-24 19:30:00-05:00,2023-10-24 20:30:00-05:00,14085.25,14100.806838679471,14054.136322641056,14084.0,0.0803505150213711,90.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,True,False,15.556838679471184,31.113677358944187,,0.11044772850656669,,1.0,1.0,0.0,,,,Win,Research,1.1329422618013334,0.02127659574468085,0.1276595744680851,0.1276595744680851,0.851063829787234,-0.31336700858334754,0.013677811550151976,0.6338187366316751,0.021095248242062648,600,1,1.0,0,,,,,2,0,1,0,0,0.610663914162471,0.8195752532180532,2.0,9.0,True,False,False,False,12
Confirm,Short,2023-10-24 19:25:00-05:00,2023-10-24 19:25:00-05:00,2023-10-24 19:30:00-05:00,2023-10-24 19:35:00-05:00,2023-10-24 19:35:00-05:00,2023-10-24 20:15:00-05:00,14079.25,14094.686707345223,14048.376585309552,14094.686707345223,-1.0,90.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,True,True,15.436707345223112,30.873414690448044,,0.10964154585807563,,2.0,2.0,1.0,,,,Loss,Research,0.8988315765597794,0.6756756756756757,0.8648648648648649,0.1891891891891892,0.13513513513513514,-1.384686482808309,0.12371134020618557,0.6286488712690808,0.39100788408267634,605,1,1.0,0,,,,,3,0,0,0,1,0.2267322895826664,1.214637265621427,1.0,8.0,False,False,True,False,8
BOS,Short,2023-10-25 07:35:00-05:00,2023-10-25 07:35:00-05:00,,,2023-10-25 07:35:00-05:00,2023-10-25 08:30:00-05:00,14041.75,14057.934249697946,14009.381500604106,14009.381500604106,2.0,90.0,-1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,False,False,16.184249697946143,32.368499395894105,,0.11525806753393375,,0.0,0.0,,,,,Win,Research,2.131702157584509,0.9891304347826086,1.0,0.010869565217391304,0.0,-2.571944994476962,16.666666666666668,0.9806056870766083,0.9496768236380425,-115,2,1.0,1,,,,,1,0,1,1,0,5.591856384388636,0.6024375662739139,11.0,3.0,False,False,True,False,11
Control,Short,2023-10-25 07:35:00-05:00,,,,2023-10-25 07:35:00-05:00,2023-10-25 08:30:00-05:00,14041.75,14057.934249697946,14009.381500604106,14009.381500604106,2.0,90.0,-1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,False,False,False,16.184249697946143,32.368499395894105,,0.11525806753393375,,0.0,,,,,,Win,Research,2.131702157584509,0.9891304347826086,1.0,0.010869565217391304,0.0,-2.571944994476962,0.0,0.9806056870766083,0.9496768236380425,-115,2,1.0,1,,,,,0,0,1,1,0,5.591856384388636,0.6024375662739139,11.0,3.0,False,False,True,False,11
Retest,Short,2023-10-25 07:35:00-05:00,2023-10-25 07:35:00-05:00,2023-10-25 07:40:00-05:00,,2023-10-25 07:40:00-05:00,2023-10-25 08:30:00-05:00,14038.75,14055.037160433809,14006.175679132384,14006.175679132384,2.0,90.0,-1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,True,False,16.287160433808822,32.574320867615825,,0.11601574523236628,,1.0,1.0,0.0,,,,Win,Research,1.0821407495572457,0.3404255319148936,0.7872340425531915,0.44680851063829785,0.2127659574468085,-1.7958931588396845,0.20689655172413793,0.9919015515071524,0.24000284111087436,-110,2,1.0,1,,,,,2,0,1,1,0,5.3723299623406335,0.7828252230839209,10.0,2.0,False,False,True,False,10
BOS,Short,2023-10-25 11:40:00-05:00,2023-10-25 11:40:00-05:00,,,2023-10-25 11:40:00-05:00,2023-10-25 12:35:00-05:00,13836.0,13874.110150582432,13759.779698835137,13759.779698835137,2.0,75.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,75-79,Early third,True,False,False,38.11015058243174,76.22030116486349,,0.27544196720462377,,0.0,0.0,,,,,Win,Research,1.2890266569202653,0.48091603053435117,0.549618320610687,0.06870229007633588,0.45038167938931295,-1.033189305165098,15.018518518518519,1.5600799429789085,0.39928261950422617,130,2,1.0,1,,,,,1,0,1,1,0,2.0598186782339147,0.1902380307923042,11.0,4.0,True,False,False,False,11
Control,Short,2023-10-25 11:40:00-05:00,,,,2023-10-25 11:40:00-05:00,2023-10-25 12:35:00-05:00,13836.0,13874.110150582432,13759.779698835137,13759.779698835137,2.0,75.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,75-79,Early third,False,False,False,38.11015058243174,76.22030116486349,,0.27544196720462377,,0.0,,,,,,Win,Research,1.2890266569202653,0.48091603053435117,0.549618320610687,0.06870229007633588,0.45038167938931295,-1.033189305165098,0.0,1.5600799429789085,0.39928261950422617,130,2,1.0,1,,,,,0,0,1,1,0,2.0598186782339147,0.1902380307923042,11.0,4.0,True,False,False,False,11
Retest,Short,2023-10-25 11:40:00-05:00,2023-10-25 11:40:00-05:00,2023-10-25 12:00:00-05:00,,2023-10-25 12:00:00-05:00,2023-10-25 13:00:00-05:00,13804.5,13841.223933667869,13731.052132664265,13764.75,1.0824003866116108,75.0,-1,4,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Midday,75-79,Early third,True,True,False,36.72393366786855,73.44786733573528,,0.26602871286803975,,4.0,4.0,0.0,,,,Win,Research,1.7869817703493576,0.6971428571428572,0.8857142857142857,0.18857142857142858,0.11428571428571428,-1.021132440199633,0.4592952612393682,1.4452651405420425,0.7695148803182044,150,2,1.0,1,,,,,2,0,1,1,0,1.8788836899673211,0.7284078073424035,10.0,3.0,False,False,True,False,12
Confirm,Short,2023-10-25 11:40:00-05:00,2023-10-25 11:40:00-05:00,2023-10-25 12:00:00-05:00,2023-10-25 12:15:00-05:00,2023-10-25 12:15:00-05:00,2023-10-25 12:40:00-05:00,13815.75,13851.622533625476,13744.004932749049,13744.004932749049,2.0,75.0,-1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Midday,75-79,Early third,True,True,True,35.872533625475626,71.74506725095125,,0.25964955666884265,,7.0,7.0,3.0,,,,Win,Research,1.13945115855912,0.22018348623853212,0.5688073394495413,0.3486238532110092,0.43119266055045874,0.4704156159189028,0.144076840981857,1.3897998039492532,0.16663115278073726,165,2,1.0,1,,,,,3,0,1,1,0,2.1255816719298988,0.11150592377337175,5.0,1.0,True,False,False,False,5
BOS,Long,2023-10-25 15:15:00-05:00,2023-10-25 15:15:00-05:00,,,2023-10-25 15:15:00-05:00,2023-10-25 15:30:00-05:00,13798.0,13757.967162277157,13878.065675445689,13757.967162277157,-1.0,100.0,-1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,PM,95+,Early third,True,False,False,40.0328377228434,80.06567544568861,,0.29013507553879836,,0.0,0.0,,,,,Loss,Research,3.128681530575818,0.32934131736526945,0.7754491017964071,0.2245508982035928,0.44610778443113774,0.8711598273759015,1.2456140350877194,1.1362671629540255,0.667412458271184,345,2,1.0,0,,,,,1,1,0,0,1,0.024979493258090558,1.3114233960497543,1.0,3.0,False,False,True,True,3
Control,Long,2023-10-25 15:15:00-05:00,,,,2023-10-25 15:15:00-05:00,2023-10-25 15:30:00-05:00,13798.0,13757.967162277157,13878.065675445689,13757.967162277157,-1.0,100.0,-1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,PM,95+,Early third,False,False,False,40.0328377228434,80.06567544568861,,0.29013507553879836,,0.0,,,,,,Loss,Research,3.128681530575818,0.32934131736526945,0.7754491017964071,0.2245508982035928,0.44610778443113774,0.8711598273759015,0.0,1.1362671629540255,0.667412458271184,345,2,1.0,0,,,,,0,1,0,0,1,0.024979493258090558,1.3114233960497543,1.0,3.0,False,False,True,True,3
Retest,Long,2023-10-25 15:15:00-05:00,2023-10-25 15:15:00-05:00,2023-10-25 15:20:00-05:00,,2023-10-25 15:20:00-05:00,2023-10-25 15:30:00-05:00,13791.0,13751.57665068593,13869.846698628138,13751.57665068593,-1.0,100.0,-1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,PM,95+,Early third,True,True,False,39.42334931406913,78.84669862813826,,0.28586287661568505,,1.0,1.0,0.0,,,,Loss,Research,0.7990188694789176,0.32142857142857145,0.6190476190476191,0.05952380952380952,0.6190476190476191,0.7990188694789176,0.7241379310344828,1.1673505623969473,0.16947226365508913,350,2,1.0,0,,,,,2,1,0,0,1,0.1521940703769368,1.154138367025104,1.0,2.0,False,False,True,True,2
BOS,Long,2023-10-25 22:35:00-05:00,2023-10-25 22:35:00-05:00,,,2023-10-25 22:35:00-05:00,2023-10-25 23:15:00-05:00,13609.0,13597.816494247236,13631.367011505528,13597.816494247236,-1.0,90.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,90-94,Early third,True,False,False,11.183505752764177,22.367011505528353,,0.0821772779246394,,0.0,0.0,,,,,Loss,Research,1.1400718416806617,0.7352941176470589,0.8235294117647058,0.17647058823529413,0.08823529411764706,1.9783599605635012,22.060606060606062,0.5295009831800797,0.5450316073584771,785,2,1.0,0,,,,,1,1,0,0,1,0.11177174918437746,1.0059457426593972,1.0,8.0,False,False,True,False,8
Control,Long,2023-10-25 22:35:00-05:00,,,,2023-10-25 22:35:00-05:00,2023-10-25 23:15:00-05:00,13609.0,13597.816494247236,13631.367011505528,13597.816494247236,-1.0,90.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,90-94,Early third,False,False,False,11.183505752764177,22.367011505528353,,0.0821772779246394,,0.0,,,,,,Loss,Research,1.1400718416806617,0.7352941176470589,0.8235294117647058,0.17647058823529413,0.08823529411764706,1.9783599605635012,0.0,0.5295009831800797,0.5450316073584771,785,2,1.0,0,,,,,0,1,0,0,1,0.11177174918437746,1.0059457426593972,1.0,8.0,False,False,True,False,8
Retest,Long,2023-10-25 22:35:00-05:00,2023-10-25 22:35:00-05:00,2023-10-25 22:50:00-05:00,,2023-10-25 22:50:00-05:00,2023-10-25 23:20:00-05:00,13605.5,13595.130726261365,13626.238547477276,13595.130726261365,-1.0,90.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,90-94,Early third,True,True,False,10.369273738635457,20.73854747727637,,0.0762138380701588,,3.0,3.0,0.0,,,,Loss,Research,0.7232907712768252,0.25,0.3,0.45,0.3,-0.5063035398937776,0.05555555555555555,0.5097632946543734,0.12174160096597769,800,2,1.0,0,,,,,2,1,0,0,1,0.09643876950360025,1.3983621578022036,2.0,6.0,False,False,True,False,6
BOS,Short,2023-10-26 01:00:00-05:00,2023-10-26 01:00:00-05:00,,,2023-10-26 01:00:00-05:00,2023-10-26 01:10:00-05:00,13589.75,13600.82359387329,13567.60281225342,13600.82359387329,-1.0,75.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,True,False,False,11.07359387329052,22.14718774657922,,0.0814848976124691,,0.0,0.0,,,,,Loss,Research,2.0657250267390226,0.3442622950819672,0.5409836065573771,0.19672131147540983,0.45901639344262296,-2.133453716140302,0.25471698113207547,0.5224659768931477,0.460153419987215,-510,3,1.0,1,,,,,1,0,0,0,1,0.13545737880255806,1.1739639496221699,1.0,2.0,False,False,True,True,2
Control,Short,2023-10-26 01:00:00-05:00,,,,2023-10-26 01:00:00-05:00,2023-10-26 01:10:00-05:00,13589.75,13600.82359387329,13567.60281225342,13600.82359387329,-1.0,75.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,False,False,False,11.07359387329052,22.14718774657922,,0.0814848976124691,,0.0,,,,,,Loss,Research,2.0657250267390226,0.3442622950819672,0.5409836065573771,0.19672131147540983,0.45901639344262296,-2.133453716140302,0.0,0.5224659768931477,0.460153419987215,-510,3,1.0,1,,,,,0,0,0,0,1,0.13545737880255806,1.1739639496221699,1.0,2.0,False,False,True,True,2
Retest,Short,2023-10-26 01:00:00-05:00,2023-10-26 01:00:00-05:00,2023-10-26 01:05:00-05:00,,2023-10-26 01:05:00-05:00,2023-10-26 01:10:00-05:00,13591.25,13602.09512288234,13569.559754235315,13602.09512288234,-1.0,75.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,True,True,False,10.845122882339638,21.690245764684732,,0.07979488922902336,,1.0,1.0,0.0,,,,Loss,Research,0.7261328511844419,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.23809523809523808,-2.1092430439167122,0.23376623376623376,0.5350095437751168,0.16080687548831593,-505,3,1.0,1,,,,,2,0,0,0,1,0.0,1.0603844810948868,,1.0,False,False,True,True,1
BOS,Short,2023-10-26 06:00:00-05:00,2023-10-26 06:00:00-05:00,,,2023-10-26 06:00:00-05:00,2023-10-26 06:55:00-05:00,13601.0,13619.037467994913,13564.925064010173,13619.037467994913,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,False,False,18.03746799491273,36.07493598982728,,0.13261868976481678,,0.0,0.0,,,,,Loss,Research,1.8918952488022818,0.7692307692307693,0.8021978021978022,0.03296703296703297,0.1978021978021978,-2.286906344706055,1.6956521739130435,0.9812501607346733,0.8386604162227431,-210,3,1.0,1,,,,,1,0,0,0,1,0.88704246097693,1.0256428455045754,7.0,11.0,False,False,True,False,11
Control,Short,2023-10-26 06:00:00-05:00,,,,2023-10-26 06:00:00-05:00,2023-10-26 06:55:00-05:00,13601.0,13619.037467994913,13564.925064010173,13619.037467994913,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,False,False,False,18.03746799491273,36.07493598982728,,0.13261868976481678,,0.0,,,,,,Loss,Research,1.8918952488022818,0.7692307692307693,0.8021978021978022,0.03296703296703297,0.1978021978021978,-2.286906344706055,0.0,0.9812501607346733,0.8386604162227431,-210,3,1.0,1,,,,,0,0,0,0,1,0.88704246097693,1.0256428455045754,7.0,11.0,False,False,True,False,11
Retest,Short,2023-10-26 06:00:00-05:00,2023-10-26 06:00:00-05:00,2023-10-26 06:05:00-05:00,,2023-10-26 06:05:00-05:00,2023-10-26 07:05:00-05:00,13609.0,13627.275863138137,13572.448273723732,13624.0,-0.8207546689656151,90.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,True,False,18.27586313813663,36.5517262762678,,0.13429247658267784,,1.0,1.0,0.0,,,,Loss,Research,1.1695754032760015,0.5964912280701754,0.15789473684210525,0.15789473684210525,0.24561403508771928,-1.0054244694828784,2.1333333333333333,0.9870512934547521,0.45159457347823,-205,3,1.0,1,,,,,2,0,0,0,1,1.3132074703447902,0.943867869310318,6.0,12.0,True,False,False,False,12
Confirm,Short,2023-10-26 06:00:00-05:00,2023-10-26 06:00:00-05:00,2023-10-26 06:05:00-05:00,2023-10-26 06:10:00-05:00,2023-10-26 06:10:00-05:00,2023-10-26 07:00:00-05:00,13602.25,13620.586515771123,13565.576968457752,13620.586515771123,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,True,True,18.33651577112323,36.67303154224828,,0.13480501954546661,,2.0,2.0,1.0,,,,Loss,Research,1.0430007662697465,0.5294117647058824,0.8235294117647058,0.29411764705882354,0.17647058823529413,-1.3088637066914466,1.1408450704225352,0.9923626200787774,0.35215569287591447,-200,3,1.0,1,,,,,3,0,0,0,1,0.9407457891845352,1.0225497708527556,5.0,10.0,True,False,False,False,10
BOS,Long,2023-10-26 12:45:00-05:00,2023-10-26 12:45:00-05:00,,,2023-10-26 12:45:00-05:00,2023-10-26 13:45:00-05:00,13500.5,13457.253377222489,13586.993245555024,13566.5,1.5261307302432747,85.0,-1,4,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,85-89,Early third,True,False,False,43.24662277751122,86.49324555502426,,0.32033348970416814,,0.0,0.0,,,,,Win,Research,0.9538317064020466,0.5545454545454546,0.5909090909090909,0.4090909090909091,0.03636363636363636,1.2052964289989498,20.694915254237287,1.2769419674284173,0.3362099580936146,195,3,1.0,0,,,,,1,1,1,1,0,1.7920474483917612,0.3699710861195894,12.0,2.0,True,False,False,False,12
Control,Long,2023-10-26 12:45:00-05:00,,,,2023-10-26 12:45:00-05:00,2023-10-26 13:45:00-05:00,13500.5,13457.253377222489,13586.993245555024,13566.5,1.5261307302432747,85.0,-1,4,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,85-89,Early third,False,False,False,43.24662277751122,86.49324555502426,,0.32033348970416814,,0.0,,,,,,Win,Research,0.9538317064020466,0.5545454545454546,0.5909090909090909,0.4090909090909091,0.03636363636363636,1.2052964289989498,0.0,1.2769419674284173,0.3362099580936146,195,3,1.0,0,,,,,0,1,1,1,0,1.7920474483917612,0.3699710861195894,12.0,2.0,True,False,False,False,12
Retest,Long,2023-10-26 12:45:00-05:00,2023-10-26 12:45:00-05:00,2023-10-26 12:50:00-05:00,,2023-10-26 12:50:00-05:00,2023-10-26 13:50:00-05:00,13498.5,13456.06563599231,13583.36872801538,13583.36872801538,2.0,85.0,-1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,85-89,Early third,True,True,False,42.43436400768951,84.86872801538084,,0.3143635515626885,,1.0,1.0,0.0,,,,Win,Research,0.7511600738077213,0.12941176470588237,0.611764705882353,0.25882352941176473,0.611764705882353,1.440459906243042,0.055299539170506916,1.2681493927055694,0.0707436607713616,200,3,1.0,0,,,,,2,1,1,1,0,2.162162722254398,0.3299212873194722,12.0,1.0,True,False,False,False,12
Confirm,Long,2023-10-26 12:45:00-05:00,2023-10-26 12:45:00-05:00,2023-10-26 12:50:00-05:00,2023-10-26 12:55:00-05:00,2023-10-26 12:55:00-05:00,2023-10-26 13:50:00-05:00,13506.25,13464.302019135715,13590.145961728567,13590.145961728567,2.0,85.0,-1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,85-89,Early third,True,True,True,41.947980864284546,83.89596172856727,,0.31058199621867316,,2.0,2.0,1.0,,,,Win,Research,0.8492661450204125,0.3263157894736842,0.9157894736842105,0.08421052631578947,0.5894736842105263,0.7509300650706805,0.22409638554216865,1.2580786065370437,0.18332267916755451,205,3,1.0,0,,,,,3,1,1,1,0,2.0024801735217603,0.2801088337961986,11.0,1.0,True,False,False,False,11
Control,Short,2023-10-30 10:55:00-05:00,,,,2023-10-30 10:55:00-05:00,2023-10-30 11:45:00-05:00,13676.5,13718.20842759882,13593.08314480236,13593.08314480236,2.0,85.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,85-89,Early third,False,False,False,41.70842759881998,83.41685519763996,,0.3049641911221437,,0.0,,,,,,Win,Research,0.8451529350149114,0.48936170212765956,0.14893617021276595,0.14893617021276595,0.3617021276595745,1.3846122552371953,52.38461538461539,1.9107687564907254,0.26670928332978194,85,0,1.0,1,,,,,0,0,1,1,0,2.001993477269385,0.1138858564913722,10.0,1.0,True,False,False,False,10
Control,Short,2023-10-30 12:25:00-05:00,,,,2023-10-30 12:25:00-05:00,2023-10-30 13:25:00-05:00,13680.75,13718.947101165004,13604.355797669992,13688.75,-0.2094399772758058,85.0,-1,4,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Midday,85-89,Early third,False,False,False,38.197101165003915,76.39420233000783,,0.27920326857083066,,0.0,,,,,,Loss,Research,1.5413473327641332,0.7133757961783439,0.17197452229299362,0.17197452229299362,0.11464968152866242,2.4936447294400628,0.07083333333333333,1.4591819472879435,0.7045954968392641,175,0,1.0,1,,,,,0,0,0,0,0,0.48432994745029634,0.857394906972822,2.0,8.0,False,False,True,False,12
BOS,Long,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,,,2023-10-31 14:00:00-05:00,2023-10-31 14:40:00-05:00,13782.0,13753.1383897534,13839.7232204932,13753.1383897534,-1.0,75.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,PM,75-79,Early third,True,False,False,28.86161024660032,57.72322049320064,,0.20941525356697374,,0.0,0.0,,,,,Loss,Research,1.1174012719473638,0.7093023255813954,0.8023255813953488,0.19767441860465115,0.09302325581395349,1.2993038045899579,1.6666666666666667,1.0591098807624821,0.5125008878471482,270,1,1.0,1,,,,,1,1,0,0,1,0.11260632973112875,1.0654291197637566,2.0,8.0,False,False,True,False,8
Control,Long,2023-10-31 14:00:00-05:00,,,,2023-10-31 14:00:00-05:00,2023-10-31 14:40:00-05:00,13782.0,13753.1383897534,13839.7232204932,13753.1383897534,-1.0,75.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,PM,75-79,Early third,False,False,False,28.86161024660032,57.72322049320064,,0.20941525356697374,,0.0,,,,,,Loss,Research,1.1174012719473638,0.7093023255813954,0.8023255813953488,0.19767441860465115,0.09302325581395349,1.2993038045899579,0.0,1.0591098807624821,0.5125008878471482,270,1,1.0,1,,,,,0,1,0,0,1,0.11260632973112875,1.0654291197637566,2.0,8.0,False,False,True,False,8
Retest,Long,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 14:05:00-05:00,,2023-10-31 14:05:00-05:00,2023-10-31 14:40:00-05:00,13779.75,13751.289219056727,13836.671561886544,13751.289219056727,-1.0,75.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,PM,75-79,Early third,True,True,False,28.460780943272766,56.921561886543714,,0.20654061897547318,,1.0,1.0,0.0,,,,Loss,Research,0.8169136344621843,0.1774193548387097,0.7741935483870968,0.04838709677419355,0.7741935483870968,1.2648985307801563,0.06398104265402844,1.0507278597336096,0.10064635272391505,275,1,1.0,1,,,,,2,1,0,0,1,0.19324838664695979,1.001378003534246,1.0,7.0,False,False,True,False,7
Confirm,Long,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 14:05:00-05:00,2023-10-31 14:15:00-05:00,2023-10-31 14:15:00-05:00,2023-10-31 15:00:00-05:00,13777.25,13750.41009194177,13830.92981611646,13750.41009194177,-1.0,75.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,PM,75-79,Early third,True,True,True,26.839908058229412,53.67981611646064,,0.1948132468978164,,3.0,3.0,2.0,,,,Loss,Research,0.6287279361534995,0.15555555555555556,0.6888888888888889,0.3111111111111111,0.5333333333333333,-0.265462906375922,0.07246376811594203,1.0253227379057759,0.07116982740251439,285,1,1.0,1,,,,,3,1,0,0,1,0.16766078297426396,1.0525371375606571,8.0,9.0,False,False,True,False,9
BOS,Long,2023-10-31 21:25:00-05:00,2023-10-31 21:25:00-05:00,,,2023-10-31 21:25:00-05:00,2023-10-31 22:25:00-05:00,13740.75,13731.513193531418,13759.223612937163,13756.75,1.7322004152000212,75.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,True,False,False,9.236806468581563,18.473612937163125,,0.0672219963872537,,0.0,0.0,,,,,Win,Research,0.6901736029312584,0.8823529411764706,0.9411764705882353,0.058823529411764705,0.058823529411764705,0.9743627335500119,23.05263157894737,0.5169484279430252,0.39210881454648766,715,1,1.0,1,,,,,1,1,1,1,0,1.9216598356126167,0.0,11.0,,True,False,False,False,12
