signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R
1575,Short,0.32041599796017733,1.5499192459469042,-0.999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,Long,1.0057385405061463,0.8752228520435166,-0.8291584914096474,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,Long,1.893668806018593,0.0,0.6662061133714338,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,Long,1.652249487847695,0.0,0.05889247549551641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1582,Long,4.354480408813782,0.9908287699687642,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1585,Long,1.5124785183620157,0.6160956789724799,0.9571982929704081,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1586,Long,2.0563997661180524,0.7381947878372496,1.6134828934157026,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1589,Long,2.588879678667359,0.6229924360429474,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1590,Short,0.7093679912389902,0.723248359248557,0.027169729102062973,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1592,Long,2.5298394444896593,0.2153054846374178,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1593,Short,1.9608533315421024,0.4507708808142764,1.3523126424428293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1596,Long,0.5914785948003187,0.9615352638604326,-0.5732817991952448,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,Long,0.42733064131283655,1.2374783154684226,-0.9999999999999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,Long,1.3136473369832116,0.27241222867356185,-0.17911460716433988,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,Long,1.5768757612207127,0.0,1.513828399522231,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Short,1.585164705901754,0.00011436604458549809,0.27235547444619157,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,Long,2.699255916445957,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1605,Short,0.5515343959767731,1.2212547339485689,-0.999999999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,Short,3.3801044239564217,0.4225130529945527,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1609,Long,0.6217911719712435,0.8508721300659121,-0.21817234104254157,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,Short,0.3750732410059698,1.6653251900665058,-1.0000000000000546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,Long,1.7554275775993236,0.0,0.7739182275444052,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,Long,1.8305113393489476,0.0,1.3168942949252802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1617,Short,2.1811310223911486,0.0,1.3091183638414698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1618,Long,2.2121997296026215,0.17888137372550372,2.173633905355394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1619,Short,0.4558376615963371,0.20719893708924414,0.041439787417848824,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,Short,0.2708447664468848,1.8378752008895756,-1.0000000000000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,Short,0.9797056882629368,0.6371601628824268,0.3707562118575401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,Short,2.4800117042866106,1.2562740371030674,-1.000000000000014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1624,Short,0.49267833248080173,1.1984067546830313,-1.0000000000000393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,Long,1.3542484755289081,0.0,0.10142344576042714,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,Long,0.431128775332295,0.46736733658092483,-0.15634945168788722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,Short,0.23207941282010192,1.268640602629524,-1.0000000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,Short,0.28390921083146364,0.851727632494391,-0.4034499311815536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,Long,1.015034126647441,1.153657754016959,-1.0000000000000062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,Long,0.22625526934386858,0.9153054078001955,0.0411373216988852,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,Short,0.44463832384888724,0.0,0.3252477715194181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1634,Short,1.2589576851330562,0.5510173143160514,0.24283136965285543,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,Short,1.9455505647740599,0.7256581727302932,-0.4953815574281938,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,Short,0.3579837683446136,0.33692589961845987,0.15793401544615304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,Short,1.640738548150842,0.2180002266773846,1.090001133386923,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,Short,0.7965712733139948,1.4067466030204563,-0.9999999999999879,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,Long,0.1651181847825997,0.8522280339548658,-0.3359627886254057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Long,1.5502771672129156,0.1801994565959213,1.0703970950642465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1650,Short,9.063760704950694,0.02724467810204849,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1651,Short,0.37262875467915885,0.20823371585011818,0.06575801553161627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1652,Long,2.714522242604294,0.2109526523552716,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1653,Long,2.319426022465913,0.0,1.440882547565411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1655,Short,0.6278989225459307,0.30844157598747474,0.5397727579780809,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1656,Long,0.25976368172384307,1.3895036573362154,-0.9999999999999948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,Short,0.18612387066813654,1.405235223544431,-1.000000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,Long,0.6316669616870805,1.1054171829523907,-1.0000000000000264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,Long,0.5569198573539808,0.06652364993398048,0.2814448192499979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,Short,0.8201973729234376,0.5331282924002344,-0.19479687606931642,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,Long,0.259424233956619,1.1139981811078346,-0.9999999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,Long,1.0697917654819527,0.31158983460639395,0.17656757294362324,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1668,Long,0.0,1.1190676819981835,-1.0000000000000653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,Short,0.2872558790452962,0.7089280106771666,-0.2413314910115208,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,Short,1.9732424968666937,0.18596002588272506,1.033111254904028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1673,Long,0.9783426362085876,0.502392164539545,-0.3966253930575355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Long,0.23817935302700016,2.084926213619478,-0.9999999999999727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,Short,0.4161782502396491,0.6829591798804497,-0.5122193849103374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,Long,1.1353146929107782,1.0091686159206916,-1.0000000000000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,Long,0.32632409910123256,2.936916891911093,-0.9999999999999934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,Short,0.3538116992857001,0.7174515013293363,-0.0786248220634889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,Long,0.4535803803039067,0.6842144719838592,0.06919022750398576,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1688,Long,1.624778968306558,0.10387977457516681,1.2340547319017845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1689,Long,2.1563255678518725,0.0,1.730897036018931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1691,Short,0.150343535738698,1.3230231145005424,-1.0000000000000342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,Short,0.7425220735125002,0.7425220735125002,-0.7203572354972017,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1693,Short,2.708872449987981,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1694,Short,1.7697062480487467,0.0,1.3686844737395196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1695,Short,0.36975137251876394,1.5333806919160506,-0.9999999999999771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,Short,0.5769410043343391,1.2486768304289944,-1.0000000000000313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,Long,0.03957687213305478,1.494026923022818,-0.999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,Short,2.736667881149059,0.267426828776781,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1705,Long,1.3671468522589096,0.8383447678946143,1.2575171518419215,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1707,Short,0.5739707347069634,0.09370950770725932,0.49197491546311145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Long,1.0932361963447148,1.0686690908088785,-0.9999999999999994,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,Short,0.581847967813003,0.032964605059465135,0.11405579280134245,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,Long,0.1517308329247603,1.2138466633980824,-1.0000000000000335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Long,0.35592809471641473,1.2151360741498138,-1.0000000000000087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,Short,1.9119410045856136,0.0472377752902421,1.526900088309434,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,Short,0.7244438303672834,0.22877173590545793,0.4003505378345514,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,Long,0.20362644789418022,1.605055530460009,-1.0000000000000382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Long,0.7119302937156353,0.13560577023154957,0.06780288511577479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1719,Short,0.7216785239172189,2.7586743575545305,-0.9999999999999635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,Long,1.0597484887692865,0.9421885343235372,-0.8986681642563019,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,Long,1.3033030796464393,0.5752510144646352,-0.26066061592928785,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,Short,1.6836226315388012,0.0640508609824544,0.4849565188671547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1725,Short,1.7214526973924176,0.05976061363704976,1.6404884559819872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1726,Short,1.8684529580067772,0.020420250907177893,1.5927795707598755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1729,Long,0.4238445408239354,0.6717536118718976,0.35187093955194637,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,Short,0.45759113020077125,1.356994386112632,-1.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,Short,1.8728147531163248,0.5977068361009547,1.27510791701537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1734,Long,0.37499947154934415,0.40604045211670353,-0.2280819884965914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,Short,1.6029056934523322,0.04303102532757939,0.634707623581796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1740,Short,0.9103706246983552,0.6570501030431607,0.18999039124139586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,Short,2.199949700689628,0.0,1.8521280706616563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1742,Short,2.569675870186284,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1744,Long,1.9718353901967247,0.20606746577371501,1.1121368944189196,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,Short,2.289697316627714,0.7350688802457975,1.8672439371761063,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1751,Long,0.4043719276355826,1.2458985937883673,-1.0000000000000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,Long,1.0596738488907849,1.448220926817406,-0.9999999999999769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,Long,1.3172022227532356,0.11742882449291767,1.2159341488299777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1759,Long,1.9485294965392317,0.3542780902798603,1.7359626423713155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1762,Long,0.5846567422813159,0.3971224130337001,-0.3971224130337001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,Short,0.6103285421756408,1.4425947360515148,-0.9999999999999908,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,Long,0.4329516309345597,1.2653220081977778,-0.9999999999999476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,Short,2.6642760913859953,0.3868915776270092,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1770,Short,0.3164922380157944,0.3369270397217205,-0.24575225678160215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,Long,0.0819363062043678,1.1119927270592773,-1.0000000000000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,Long,0.15233549774229152,1.0386511209701694,-1.0000000000000326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,Long,0.5564435592702973,1.2386357168704987,-1.0000000000000369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,Long,1.5152287267629396,0.0,1.4563848927138934,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,Long,1.7093740230526469,0.0064860690767778945,1.6922743863956868,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,Short,1.54479486236756,0.001071657899665321,1.537293257069903,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,Long,0.03004494747187059,1.6496376819461023,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,Short,1.6673348709146196,0.030077858461019343,1.6622273100438805,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,Long,0.0,1.643833018251952,-1.0000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,Short,0.0039271133215784005,0.02187963136307966,-0.013464388531125944,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,Long,1.8875682176295363,0.05715967073344776,-0.04027158619856547,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,Long,0.013972189137910094,2.018282720971113,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,Long,1.6732658638601066,0.05435337944079284,-0.014026678565365895,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,Long,0.002109338176281785,1.5113408033058986,-0.9999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,Short,1.6301939748974394,0.2621990309275602,-0.22115918260846382,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,Long,0.0,1.6008709748955907,-0.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,Short,0.017923354142982954,1.6554844208105952,-0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,Long,0.008246586580919138,2.157606925444116,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,Short,1.6660000094387102,0.012641163524037005,0.08322099319991028,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,Short,1.5747334122288663,0.042116871393408375,-0.03828806490309852,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,Long,0.027159515742650714,1.5714495808697704,-1.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,Short,0.0006076289290790804,1.7621238943293331,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,Long,0.0042952182033196085,1.8015372349923386,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,Long,1.7123151275452397,0.0302068735748209,-0.006515208025941763,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,Long,1.648413761276709,0.018347561864645107,-0.01605411663156447,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,Long,1.463456189524256,0.052968941709771414,-0.035817093918035905,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,Short,1.4140826357451517,0.02540853388346506,1.3784129631779796,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,Long,0.04515948921062036,1.7674922304934468,-0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,Short,0.0,1.7194150026772013,-1.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,Short,0.0,1.597340114828012,-1.0000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,Long,1.779510912376482,0.0,1.745527197035959,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,Long,1.7252205120382926,0.022187403178803206,-0.02038842454268403,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,Long,0.006188840627186082,1.773721723751531,-1.0000000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,Long,1.8097227221646446,0.008180248744137822,1.8034302231306922,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,Short,1.5365546350764259,0.031167436816966043,1.5053871982594598,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,Long,0.06873575470305056,1.799741687362443,-0.9999999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,Long,0.0,1.8985170272818197,-0.9999999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,Long,3.5600525671546537,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2560,Short,1.1106366598283866,0.6597392152377262,-0.21168112340000628,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,Long,0.9129387516003761,0.0,0.582917836763803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2564,Short,0.5813749408517106,1.373752608423733,-1.000000000000054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,Short,2.571036108319959,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2567,Short,0.6012792751941566,1.0351636139765332,-1.0000000000000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,Long,1.2365037544847712,0.6907020612904354,0.2621941476206389,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,Short,0.17364690000308486,2.2331261255378583,-1.0000000000000608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,Short,0.9937822396723525,0.31685810540277903,-0.08641584692803064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,Short,2.143281448200257,0.9995295597776162,-0.7733424039004207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2576,Long,1.578208825221539,0.22939081761940971,1.5231550289928806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,Short,1.3938704164241356,0.9469806645934966,-0.46817021620352645,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2580,Long,2.7035725135560105,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2581,Short,2.184835050638632,0.5257357976042589,-0.18506295875405948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2583,Long,2.9124506812123734,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2585,Long,1.1334895058569052,0.8718258082905344,0.20922894954203589,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2586,Short,1.4726970978794098,0.3584342142986923,-0.007792048136928094,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,Long,1.941512296291235,0.8212692440668853,-0.7657917030958387,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,Short,0.28044606917134063,1.1626077438898106,-0.9999999999999659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,Short,0.8868913278279262,0.9537691693321906,0.3786492502538641,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2598,Short,0.2766461539203063,2.028738462082246,-1.0000000000000466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,Short,0.30998700329408646,1.6289000578539108,-0.9999999999999752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,Short,1.2901025263175714,0.2642861030547773,1.1141340022376829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2603,Long,0.29989172447870815,1.1601074604834238,-0.9999999999999607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
