event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R_x,MAE_R_x,atr_at_extreme,MFE_R_y,MAE_R_y,bars_to_0.5R,bars_to_1R,bars_to_2R,primary_hit,hit_1.5R_before_0.5R_60m,hit_2R_before_0.75R_90m,hit_2R_before_1R_90m,hit_2R_before_1R_120m,hit_2.5R_before_1R_120m,hit_3R_before_1R_120m,cluster_size
MR00323,2018-09-06 15:00:00+00:00,Long,7345.25,MISSED,,,2.093415275373072,1.3369711002382645,18.94830286819111,2.093415275373072,1.3369711002382645,1,1,3,True,False,True,True,True,False,False,1
MR00324,2018-09-06 16:00:00+00:00,Short,7386.5,MISSED,,,2.5985494943395056,0.4242529786676743,18.856673735381257,2.5985494943395056,0.4242529786676743,1,2,4,True,True,True,True,True,True,False,1
MR00327,2018-09-07 18:45:00+00:00,Short,7391.75,MISSED,,,2.8083453094009427,0.1355752907986662,17.21060909836742,2.8083453094009427,0.1355752907986662,1,3,3,True,True,True,True,True,True,False,2
MR00328,2018-09-10 15:45:00+00:00,Short,7388.75,MISSED,,,2.1547991638362953,0.0,13.30363736341441,2.1547991638362953,0.0,1,1,2,True,True,True,True,True,False,False,1
MR00331,2018-09-11 17:15:00+00:00,Long,7417.25,MISSED,,,2.498429167439651,0.1414205189116783,14.142219356789834,2.498429167439651,0.1414205189116783,1,3,4,True,True,True,True,True,False,False,1
MR00332,2018-09-12 15:30:00+00:00,Short,7427.5,MISSED,,,2.1111905193661795,1.657383211465038,16.8941013799998,2.1111905193661795,1.657383211465038,1,1,1,True,True,True,True,True,False,False,1
MR00333,2018-09-12 18:45:00+00:00,Long,7388.5,MISSED,,,2.2920757045843168,0.042445846381191,15.706287505250112,2.2920757045843168,0.042445846381191,1,1,2,True,True,True,True,True,False,False,1
MR00336,2018-09-14 19:45:00+00:00,Short,7486.5,MISSED,,,2.718411954919476,0.6487119437876022,10.790613718516491,2.718411954919476,0.6487119437876022,4,4,5,True,False,True,True,True,True,False,1
MR00338,2018-09-17 16:15:00+00:00,Short,7424.0,MISSED,,,2.736785067345982,0.4877438733883928,12.301538424906406,2.736785067345982,0.4877438733883928,1,2,5,True,True,True,True,True,True,False,1
MR00339,2018-09-18 16:00:00+00:00,Short,7465.5,MISSED,,,2.9393138401375,0.1373511140251168,12.134351282814425,2.9393138401375,0.1373511140251168,1,2,3,True,True,True,True,True,True,False,1
MR00342,2018-09-20 19:00:00+00:00,Short,7514.75,MISSED,,,2.2501539587104835,0.6639798566686673,9.036418710205032,2.2501539587104835,0.6639798566686673,1,1,4,True,True,True,True,True,False,False,1
MR00343,2018-09-20 20:45:00+00:00,Short,7518.0,MISSED,,,2.2427928978413494,0.0,8.47158024188822,2.2427928978413494,0.0,1,1,1,True,True,True,True,True,False,False,1
MR00349,2018-09-26 17:45:00+00:00,Long,7526.75,MISSED,,,6.443690006803316,8.235974644457219,7.811259275382718,6.443690006803316,8.235974644457219,1,1,1,True,True,True,True,True,True,True,2
MR00355,2018-10-01 19:30:00+00:00,Long,7553.25,MISSED,,,2.8695949673522776,0.0326090337199122,10.222116245345475,2.8695949673522776,0.0326090337199122,1,1,1,True,True,True,True,True,True,False,1
MR00356,2018-10-02 16:00:00+00:00,Short,7614.0,MISSED,,,2.332647950775493,0.5967238943844284,12.289324095021016,2.332647950775493,0.5967238943844284,3,3,3,True,False,True,True,True,False,False,1
MR00358,2018-10-03 17:15:00+00:00,Short,7599.25,MISSED,,,4.819913739599639,0.3484274992481667,11.480150127734348,4.819913739599639,0.3484274992481667,1,2,5,True,False,True,True,True,True,True,1
MR00359,2018-10-04 18:15:00+00:00,Long,7357.75,MISSED,,,3.6951840364899606,0.41057600405444,17.049218490303783,3.6951840364899606,0.41057600405444,1,1,1,True,True,True,True,True,True,True,1
MR00363,2018-10-10 17:15:00+00:00,Short,7163.75,MISSED,,,5.805867946070668,0.6090977532708067,25.72110401415521,5.805867946070668,0.6090977532708067,1,1,3,True,False,True,True,True,True,True,1
MR00366,2018-10-11 18:45:00+00:00,Long,6809.0,MISSED,,,3.1563016997281896,0.428096092606812,45.93984155966045,3.1563016997281896,0.428096092606812,1,1,2,True,True,True,True,True,True,True,1
MR00369,2018-10-12 18:00:00+00:00,Long,6962.75,MISSED,,,5.700169685096249,0.0853958005257865,31.22714056485047,5.700169685096249,0.0853958005257865,1,1,3,True,True,True,True,True,True,True,1
MR00371,2018-10-15 15:30:00+00:00,Short,7059.0,MISSED,,,3.092768822883171,0.8956434600204658,23.81900196406934,3.092768822883171,0.8956434600204658,1,1,1,True,True,True,True,True,True,True,1
MR00376,2018-10-17 17:00:00+00:00,Short,7224.5,MISSED,,,3.816315257518211,0.1872154654631575,23.14623592988421,3.816315257518211,0.1872154654631575,1,1,4,True,True,True,True,True,True,True,1
MR00379,2018-10-18 17:30:00+00:00,Long,6995.75,MISSED,,,3.1240410735180455,0.0518513041247808,25.71455734506984,3.1240410735180455,0.0518513041247808,1,1,2,True,True,True,True,True,True,True,1
MR00381,2018-10-19 16:30:00+00:00,Long,7002.25,MISSED,,,2.555627328453597,1.4788180608467445,23.216739261133107,2.555627328453597,1.4788180608467445,1,1,3,True,True,True,True,True,True,False,1
MR00382,2018-10-19 17:30:00+00:00,Short,7064.25,MISSED,,,2.6928693938067028,0.3728588391424665,24.1378212212938,2.6928693938067028,0.3728588391424665,1,2,2,True,True,True,True,True,True,False,1
MR00383,2018-10-22 14:45:00+00:00,Short,7111.75,MISSED,,,3.197623238529848,0.7565804984021516,23.350676767346645,3.197623238529848,0.7565804984021516,1,1,3,True,False,False,True,True,True,True,1
MR00384,2018-10-22 17:00:00+00:00,Short,7089.25,MISSED,,,2.0457093846592276,0.4710515030465326,24.767284662531218,2.0457093846592276,0.4710515030465326,1,1,6,True,True,True,True,True,False,False,1
MR00385,2018-10-22 18:30:00+00:00,Long,7047.75,MISSED,,,2.315599331579973,0.3743783350458639,24.039852623676634,2.315599331579973,0.3743783350458639,1,1,2,True,True,True,True,True,False,False,1
MR00388,2018-10-24 19:45:00+00:00,Long,6687.0,MISSED,,,3.138347956315323,0.1779958542387795,35.58135306251142,3.138347956315323,0.1779958542387795,1,1,1,True,True,True,True,True,True,True,1
MR00391,2018-10-26 17:00:00+00:00,Short,6887.75,MISSED,,,5.611149632767836,0.1745690996861104,40.0987346133226,5.611149632767836,0.1745690996861104,1,1,2,True,True,True,True,True,True,True,1
MR00397,2018-10-30 15:45:00+00:00,Short,6713.75,MISSED,,,2.965161267868329,0.7636305730948572,41.0320571717617,2.965161267868329,0.7636305730948572,1,4,5,True,False,False,True,True,True,False,1
MR00402,2018-11-01 20:00:00+00:00,Short,6981.0,MISSED,,,7.469642159432205,0.0708022953500683,18.831781183659707,7.469642159432205,0.0708022953500683,1,1,1,True,True,True,True,True,True,True,1
MR00410,2018-11-09 19:15:00+00:00,Long,6890.25,MISSED,,,5.8905389206218475,0.0394015981312498,16.919787477806043,5.8905389206218475,0.0394015981312498,1,1,1,True,True,True,True,True,True,True,1
MR00413,2018-11-12 17:00:00+00:00,Short,6799.0,MISSED,,,2.6379188771336866,0.7063280053527358,23.12428957871573,2.6379188771336866,0.7063280053527358,1,2,4,True,False,True,True,True,True,False,1
MR00415,2018-11-13 20:30:00+00:00,Long,6719.5,MISSED,,,2.4515748265559267,0.8586160682868683,29.504844212709664,2.4515748265559267,0.8586160682868683,1,5,6,True,False,False,True,True,False,False,1
MR00417,2018-11-14 19:00:00+00:00,Long,6647.25,MISSED,,,3.5615427649726428,0.6794327736255503,30.41752984093832,3.5615427649726428,0.6794327736255503,1,1,3,True,True,True,True,True,True,True,1
MR00421,2018-11-15 19:30:00+00:00,Short,6821.75,MISSED,,,2.6008305772090683,0.5653979515671888,29.477762734140526,2.6008305772090683,0.5653979515671888,1,2,2,True,True,True,True,True,True,False,2
MR00422,2018-11-16 17:45:00+00:00,Short,6816.25,MISSED,,,2.273745546582327,0.8945884117700958,26.827979978537737,2.273745546582327,0.8945884117700958,1,1,3,True,True,True,True,True,False,False,1
MR00426,2018-11-19 20:00:00+00:00,Short,6607.25,MISSED,,,3.171621509552242,0.0946752689418579,28.16645462400874,3.171621509552242,0.0946752689418579,1,1,2,True,True,True,True,True,True,True,1
MR00434,2018-11-27 18:15:00+00:00,Long,6562.75,MISSED,,,2.3326369712000616,0.0150492707819358,22.14946745017333,2.3326369712000616,0.0150492707819358,1,1,3,True,True,True,True,True,False,False,1
MR00436,2018-11-28 20:00:00+00:00,Long,6762.5,MISSED,,,2.817552329209848,0.2636306272944886,20.230325239774707,2.817552329209848,0.2636306272944886,1,2,3,True,True,True,True,True,True,False,1
MR00438,2018-11-29 20:00:00+00:00,Short,6845.0,MISSED,,,3.1696659139669747,0.0391316779502095,17.036495790313953,3.1696659139669747,0.0391316779502095,1,2,3,True,True,True,True,True,True,True,1
MR00443,2018-12-03 18:00:00+00:00,Short,6967.5,MISSED,,,2.993937918281763,0.4960370515496412,18.81579874764515,2.993937918281763,0.4960370515496412,1,2,3,True,True,True,True,True,True,False,1
MR00444,2018-12-03 19:00:00+00:00,Long,6916.5,MISSED,,,2.747601217015654,0.0515175228190435,19.41087120032,2.747601217015654,0.0515175228190435,1,1,5,True,True,True,True,True,True,False,1
MR00445,2018-12-04 18:30:00+00:00,Long,6711.0,MISSED,,,2.873535753020507,2.152094861836635,27.26026055217637,2.873535753020507,2.152094861836635,1,1,2,True,True,True,True,True,True,False,1
MR00447,2018-12-06 16:15:00+00:00,Long,6534.75,MISSED,,,6.831740019257857,0.1639617604621885,30.49491531382439,6.831740019257857,0.1639617604621885,1,1,2,True,True,True,True,True,True,True,1
MR00451,2018-12-07 20:00:00+00:00,Long,6496.0,MISSED,,,2.029507984428258,1.554306114903593,33.6699012064167,2.029507984428258,1.554306114903593,1,2,2,True,True,True,True,True,False,False,1
MR00455,2018-12-11 20:30:00+00:00,Short,6665.5,MISSED,,,2.628964341676128,0.1699761427807841,29.41589283178658,2.628964341676128,0.1699761427807841,1,1,4,True,True,True,True,True,True,False,1
MR00456,2018-12-11 21:45:00+00:00,Long,6573.0,MISSED,,,2.833550844946227,0.0,27.762574582690977,2.833550844946227,0.0,1,1,1,True,True,True,True,True,True,False,1
MR00459,2018-12-13 18:30:00+00:00,Short,6683.5,MISSED,,,2.6185923202825334,0.2966877998349668,25.840855845542904,2.6185923202825334,0.2966877998349668,1,1,2,True,True,True,True,True,True,False,1
MR00464,2018-12-18 20:00:00+00:00,Long,6335.75,MISSED,,,4.234523937924115,0.9035449166908144,24.717457782982155,4.234523937924115,0.9035449166908144,1,1,2,True,True,True,True,True,True,True,1
MR00466,2018-12-20 19:00:00+00:00,Long,6058.75,MISSED,,,4.247647570209434,0.7107958635632722,38.923505446376154,4.247647570209434,0.7107958635632722,1,1,2,True,False,True,True,True,True,True,1
MR00467,2018-12-20 20:45:00+00:00,Long,6113.75,MISSED,,,2.203245019722882,0.2637687699668239,42.96692642862462,2.203245019722882,0.2637687699668239,1,1,1,True,True,True,True,True,False,False,1
MR00468,2018-12-24 15:30:00+00:00,Short,5976.75,MISSED,,,4.880864320174029,0.1455526139216907,34.35183927847608,4.880864320174029,0.1455526139216907,1,1,2,True,True,True,True,True,True,True,1
MR00472,2018-12-28 19:45:00+00:00,Short,6281.25,MISSED,,,5.5659110018236255,0.2375693720290572,29.465077674843656,5.5659110018236255,0.2375693720290572,1,1,1,True,True,True,True,True,True,True,1
MR00473,2018-12-28 20:45:00+00:00,Long,6152.75,MISSED,,,2.1959849562215257,0.6720471202229669,35.21578465928805,2.1959849562215257,0.6720471202229669,4,4,4,True,False,True,True,True,False,False,1
MR00474,2018-12-31 15:30:00+00:00,Short,6214.5,MISSED,,,2.913281110202385,2.6581032027394023,15.675338197450577,2.913281110202385,2.6581032027394023,1,1,3,True,False,False,True,True,True,False,1
MR00478,2019-01-02 18:45:00+00:00,Short,6288.0,MISSED,,,4.2606592020877025,0.0419081232992233,23.861722293313314,4.2606592020877025,0.0419081232992233,1,1,1,True,True,True,True,True,True,True,1
MR00479,2019-01-03 15:30:00+00:00,Long,6048.5,MISSED,,,5.5929115708035475,0.1437430543898108,25.50847887733891,5.5929115708035475,0.1437430543898108,1,1,2,True,True,True,True,True,True,True,1
MR00483,2019-01-07 18:00:00+00:00,Short,6414.5,MISSED,,,3.4461106466967175,0.2706369617824647,18.474933974535784,3.4461106466967175,0.2706369617824647,1,3,4,True,True,True,True,True,True,True,1
MR00486,2019-01-08 15:45:00+00:00,Long,6346.0,MISSED,,,4.595620847912607,0.2232690290483857,17.91560619513036,4.595620847912607,0.2232690290483857,1,1,1,True,True,True,True,True,True,True,1
MR00487,2019-01-08 17:15:00+00:00,Short,6424.5,MISSED,,,2.0092099911174364,1.9742672086632205,19.078808836707992,2.0092099911174364,1.9742672086632205,1,2,2,True,True,True,True,True,False,False,1
MR00488,2019-01-08 21:45:00+00:00,Long,6429.75,MISSED,,,2.2248907786010443,0.4120168108520453,16.180569557052998,2.2248907786010443,0.4120168108520453,1,4,5,True,True,True,True,True,False,False,1
MR00489,2019-01-09 19:00:00+00:00,Short,6523.75,MISSED,,,3.094992318005885,0.3917711794944158,17.016735828475333,3.094992318005885,0.3917711794944158,1,1,1,True,True,True,True,True,True,True,1
MR00490,2019-01-09 19:15:00+00:00,Long,6470.75,MISSED,,,2.313600406154253,0.8186586052545819,18.729826126441385,2.313600406154253,0.8186586052545819,1,1,3,True,False,True,True,True,False,False,1
MR00493,2019-01-10 18:30:00+00:00,Long,6443.25,MISSED,,,4.414762366851333,0.0692511743819817,19.253584437121837,4.414762366851333,0.0692511743819817,1,1,2,True,True,True,True,True,True,True,1
MR00495,2019-01-11 20:45:00+00:00,Short,6495.25,MISSED,,,3.9465976666842257,0.2721791494264983,12.24683573432026,3.9465976666842257,0.2721791494264983,4,4,4,True,True,True,True,True,True,True,1
MR00499,2019-01-16 16:30:00+00:00,Short,6594.0,MISSED,,,2.833969843021589,0.1428892357826011,13.99685559969612,2.833969843021589,0.1428892357826011,1,1,1,True,True,True,True,True,True,False,1
MR00502,2019-01-18 19:30:00+00:00,Long,6648.75,MISSED,,,3.011716062038583,0.1882322538774114,14.166895480109192,3.011716062038583,0.1882322538774114,1,1,5,True,True,True,True,True,True,True,1
MR00503,2019-01-18 21:45:00+00:00,Short,6686.75,MISSED,,,3.016335400264229,0.0,13.924180976797482,3.016335400264229,0.0,1,1,1,True,True,True,True,True,True,True,1
MR00504,2019-01-21 16:15:00+00:00,Long,6629.25,MISSED,,,2.417432955004387,0.5143474372349759,6.480703687866387,2.417432955004387,0.5143474372349759,1,1,6,True,True,True,True,True,False,False,1
MR00505,2019-01-22 20:00:00+00:00,Long,6490.25,MISSED,,,4.484051455939256,0.1459923729840688,15.982570086643872,4.484051455939256,0.1459923729840688,1,1,2,True,True,True,True,True,True,True,1
MR00507,2019-01-23 17:15:00+00:00,Long,6471.0,MISSED,,,3.2114549907016485,0.2784498546851141,17.956554531710086,3.2114549907016485,0.2784498546851141,1,2,4,True,True,True,True,True,True,True,1
MR00512,2019-01-24 16:45:00+00:00,Short,6588.75,MISSED,,,3.382808005931413,0.0764476385521223,17.441131715589368,3.382808005931413,0.0764476385521223,1,1,4,True,True,True,True,True,True,True,1
MR00513,2019-01-25 21:45:00+00:00,Short,6676.0,MISSED,,,3.0096914463767797,0.0,11.850605718936412,3.0096914463767797,0.0,1,1,4,True,True,True,True,True,True,True,1
MR00514,2019-01-28 17:00:00+00:00,Long,6527.0,MISSED,,,2.7816867010843462,0.0,17.37554891228125,2.7816867010843462,0.0,1,1,6,True,False,True,True,True,True,False,1
MR00515,2019-01-28 21:00:00+00:00,Short,6586.25,MISSED,,,2.890288654951952,0.0473817812287205,14.07010562664465,2.890288654951952,0.0473817812287205,1,3,5,True,True,True,True,True,True,False,1
MR00517,2019-01-29 18:45:00+00:00,Short,6538.5,MISSED,,,3.1006230474264287,0.0492162388480385,13.545664647903823,3.1006230474264287,0.0492162388480385,1,2,3,True,True,True,True,True,True,True,1
MR00521,2019-01-30 21:00:00+00:00,Long,6666.75,MISSED,,,2.168248043217952,0.450995592989334,19.216743581065614,2.168248043217952,0.450995592989334,2,3,6,True,True,True,True,True,False,False,1
MR00523,2019-01-31 20:15:00+00:00,Long,6761.75,MISSED,,,3.749682773674576,0.6286893273226835,14.84570029696539,3.749682773674576,0.6286893273226835,1,2,2,True,True,True,True,True,True,True,1
MR00524,2019-02-01 16:45:00+00:00,Short,6800.25,MISSED,,,3.779522683701166,0.0596766739531763,16.756966059881673,3.779522683701166,0.0596766739531763,1,2,2,True,True,True,True,True,True,True,1
MR00525,2019-02-04 19:00:00+00:00,Short,6836.5,MISSED,,,3.1913616010164336,3.687795627841212,9.4003763128707,3.1913616010164336,3.687795627841212,1,2,6,True,True,True,True,True,False,False,1
MR00528,2019-02-05 20:15:00+00:00,Short,6912.5,MISSED,,,3.1261792173605714,0.2104159088608076,11.089148847945989,3.1261792173605714,0.2104159088608076,1,2,3,True,True,True,True,True,True,True,1
MR00529,2019-02-06 18:30:00+00:00,Short,6892.75,MISSED,,,2.899950014195494,0.0537027780406573,12.414007077286518,2.899950014195494,0.0537027780406573,1,1,2,True,True,True,True,True,True,False,1
MR00530,2019-02-07 21:00:00+00:00,Short,6793.25,MISSED,,,2.200447293720809,0.0,16.511794414260248,2.200447293720809,0.0,3,3,6,True,False,True,True,True,False,False,1
MR00532,2019-02-12 17:15:00+00:00,Long,6882.75,MISSED,,,2.6686491883305967,0.2702429557803136,9.86766392843356,2.6686491883305967,0.2702429557803136,1,1,6,True,False,True,True,True,True,False,1
MR00542,2019-02-19 19:45:00+00:00,Short,6973.5,MISSED,,,5.629130856905133,0.0429704645565277,7.757266223985843,5.629130856905133,0.0429704645565277,1,2,2,True,True,True,True,True,True,True,1
MR00545,2019-02-20 19:00:00+00:00,Short,6968.5,MISSED,,,2.8866717577435916,1.334176022486534,13.741315257011651,2.8866717577435916,1.334176022486534,1,1,1,True,True,True,True,True,True,False,1
MR00546,2019-02-20 19:15:00+00:00,Long,6911.0,MISSED,,,2.1711908155543824,0.0443100166439669,15.045507024367964,2.1711908155543824,0.0443100166439669,1,1,5,True,True,True,True,True,False,False,1
MR00550,2019-02-22 19:30:00+00:00,Long,6936.75,MISSED,,,4.994368545700699,0.5993242254840839,10.01127560821307,4.994368545700699,0.5993242254840839,1,1,3,True,False,True,True,True,True,True,1
MR00555,2019-03-01 16:45:00+00:00,Long,6982.5,MISSED,,,3.8967660769093913,0.2555256443875011,10.436004077237367,3.8967660769093913,0.2555256443875011,1,1,2,True,True,True,True,True,True,True,1
MR00558,2019-03-06 18:15:00+00:00,Long,6986.25,MISSED,,,2.424222934889428,0.5103627231346164,13.062605014959578,2.424222934889428,0.5103627231346164,1,1,3,True,True,True,True,True,False,False,1
MR00560,2019-03-07 15:30:00+00:00,Long,6904.75,MISSED,,,4.559981483220717,0.0,13.304147591366483,4.559981483220717,0.0,1,1,1,True,True,True,True,True,True,True,1
MR00563,2019-03-08 20:30:00+00:00,Long,6861.75,MISSED,,,2.516132323991679,0.0667999732033189,14.97006588545032,2.516132323991679,0.0667999732033189,1,1,2,True,True,True,True,True,True,False,1
MR00566,2019-03-14 14:45:00+00:00,Long,7122.0,MISSED,,,2.043381120592119,0.6907203787917022,11.582110859382256,2.043381120592119,0.6907203787917022,1,2,5,True,False,True,True,True,False,False,1
MR00567,2019-03-14 19:30:00+00:00,Short,7135.75,MISSED,,,2.792531180578031,0.0387851552858059,8.594353455001421,2.792531180578031,0.0387851552858059,1,1,1,True,True,True,True,True,True,False,1
MR00568,2019-03-15 17:45:00+00:00,Short,7212.5,MISSED,,,4.220751459077891,0.0,9.792884924421358,4.220751459077891,0.0,1,1,6,True,False,True,True,True,True,True,1
MR00570,2019-03-18 16:15:00+00:00,Long,7173.25,MISSED,,,2.7234628922721593,0.7737110489409543,10.770601434139904,2.7234628922721593,0.7737110489409543,1,2,5,True,False,False,True,True,True,False,1
MR00573,2019-03-19 19:30:00+00:00,Long,7202.75,MISSED,,,2.8219910963614767,0.1881327397574317,12.402590513176005,2.8219910963614767,0.1881327397574317,1,1,1,True,True,True,True,True,True,False,1
MR00578,2019-03-22 17:00:00+00:00,Short,7266.25,MISSED,,,2.0046199753854417,1.1996151033802642,21.117884613114075,2.0046199753854417,1.1996151033802642,1,1,3,True,True,True,True,True,False,False,1
MR00580,2019-03-22 19:00:00+00:00,Short,7274.0,MISSED,,,3.0504500895257434,0.2743791085816806,20.65268998051192,3.0504500895257434,0.2743791085816806,1,2,2,True,True,True,True,True,True,True,1
