event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R_x,MAE_R_x,atr_at_extreme,MFE_R_y,MAE_R_y,bars_to_0.5R,bars_to_1R,bars_to_2R,primary_hit,hit_1.5R_before_0.5R_60m,hit_2R_before_0.75R_90m,hit_2R_before_1R_90m,hit_2R_before_1R_120m,hit_2.5R_before_1R_120m,hit_3R_before_1R_120m,cluster_size
MR01856,2021-12-02 17:15:00+00:00,Short,16082.5,MISSED,,,2.2519970061962074,0.1063935593478523,75.19252151198464,2.2519970061962074,0.1063935593478523,1,1,4,True,True,True,True,True,False,False,1
MR01858,2021-12-07 18:45:00+00:00,Short,16365.5,MISSED,,,4.543364858316292,0.0355877142949056,28.09958492173093,4.543364858316292,0.0355877142949056,1,1,3,True,True,True,True,True,True,True,1
MR01862,2021-12-09 17:45:00+00:00,Short,16331.25,MISSED,,,4.591778804394951,0.0519431991447392,32.08633072488498,4.591778804394951,0.0519431991447392,1,1,3,True,True,True,True,True,True,True,1
MR01865,2021-12-10 20:00:00+00:00,Long,16243.75,MISSED,,,3.912928178527963,0.1494196917814974,35.69364432321603,3.912928178527963,0.1494196917814974,1,1,3,True,True,True,True,True,True,True,1
MR01866,2021-12-13 17:30:00+00:00,Short,16211.25,MISSED,,,2.5025775192114024,0.0189589206000863,35.16374590775116,2.5025775192114024,0.0189589206000863,1,1,4,True,True,True,True,True,True,False,1
MR01868,2021-12-14 17:45:00+00:00,Long,15755.25,MISSED,,,3.075096486504603,0.4434536304415621,45.8522197982385,3.075096486504603,0.4434536304415621,1,1,5,True,False,True,True,True,True,True,1
MR01870,2021-12-16 19:45:00+00:00,Long,15814.25,MISSED,,,2.6268504027033677,0.6474631274268864,54.057132394697355,2.6268504027033677,0.6474631274268864,1,2,3,True,False,True,True,True,True,False,1
MR01872,2021-12-17 16:00:00+00:00,Short,15977.75,MISSED,,,3.890053433290373,0.0514309949112909,71.29293673962546,3.890053433290373,0.0514309949112909,1,1,2,True,True,True,True,True,True,True,1
MR01873,2021-12-20 16:30:00+00:00,Long,15513.25,MISSED,,,2.032683906817737,0.5675675843711863,50.5079350125796,2.032683906817737,0.5675675843711863,1,1,3,True,False,True,True,True,False,False,1
MR01876,2021-12-22 17:00:00+00:00,Short,16162.0,MISSED,,,3.120365804865912,0.066796821510891,34.93180185157295,3.120365804865912,0.066796821510891,1,1,6,True,False,True,True,True,True,True,1
MR01878,2021-12-23 21:00:00+00:00,Long,16307.0,MISSED,,,3.3206450548442734,0.6174753201156706,24.29246888311273,3.3206450548442734,0.6174753201156706,4,4,4,True,False,True,True,True,True,True,1
MR01879,2021-12-27 16:00:00+00:00,Short,16558.25,MISSED,,,2.21573361814155,0.2431902751618774,24.672039192381988,2.21573361814155,0.2431902751618774,1,1,1,True,True,True,True,True,False,False,1
MR01881,2021-12-28 15:30:00+00:00,Short,16606.0,MISSED,,,3.192251719494487,0.989598033043291,31.32585046139019,3.192251719494487,0.989598033043291,3,3,4,True,False,False,True,True,True,True,1
MR01882,2021-12-28 19:00:00+00:00,Long,16473.5,MISSED,,,2.563871375250653,0.0201087951000051,33.15298919458864,2.563871375250653,0.0201087951000051,1,1,6,True,True,True,True,True,True,False,1
MR01883,2021-12-29 17:30:00+00:00,Long,16436.0,MISSED,,,2.856273111887406,0.4972459263609654,28.825441443492785,2.856273111887406,0.4972459263609654,2,5,6,True,False,True,True,True,True,False,1
MR01884,2021-12-31 20:45:00+00:00,Long,16335.0,MISSED,,,4.5706702526468685,0.0356156123582872,28.077574237392355,4.5706702526468685,0.0356156123582872,1,1,5,True,False,True,True,True,True,True,1
MR01885,2022-01-03 17:00:00+00:00,Long,16394.75,MISSED,,,2.400052204965927,0.1451988878449137,39.02692886132301,2.400052204965927,0.1451988878449137,1,3,6,True,False,True,True,True,False,False,1
MR01888,2022-01-05 19:00:00+00:00,Short,16150.25,MISSED,,,6.568455320247513,0.6720201812794485,46.129567033209625,6.568455320247513,0.6720201812794485,1,2,2,True,False,True,True,True,True,True,1
MR01889,2022-01-06 15:30:00+00:00,Long,15773.25,MISSED,,,2.292541044198962,0.3107666748803037,65.42958102301351,2.292541044198962,0.3107666748803037,1,1,3,True,True,True,True,True,False,False,1
MR01890,2022-01-06 20:00:00+00:00,Short,15888.25,MISSED,,,2.657460876946077,0.1566756979605396,55.31596016153988,2.657460876946077,0.1566756979605396,1,1,2,True,True,True,True,True,True,False,1
MR01891,2022-01-07 15:45:00+00:00,Long,15531.25,MISSED,,,2.7086644371796926,0.4458010219524911,59.06970158569908,2.7086644371796926,0.4458010219524911,1,2,4,True,True,True,True,True,True,False,1
MR01893,2022-01-10 15:45:00+00:00,Long,15173.75,MISSED,,,3.514650011552548,0.5422602874966788,49.79158648081041,3.514650011552548,0.5422602874966788,1,1,2,True,False,True,True,True,True,True,1
MR01894,2022-01-10 17:30:00+00:00,Long,15225.0,MISSED,,,6.6205039940624495,0.0651974430928262,56.23942431984903,6.6205039940624495,0.0651974430928262,1,1,1,True,True,True,True,True,True,True,1
MR01895,2022-01-11 15:30:00+00:00,Long,15525.25,MISSED,,,7.912625862167878,0.1867653626003433,53.54311881373242,7.912625862167878,0.1867653626003433,1,1,2,True,True,True,True,True,True,True,1
MR01896,2022-01-12 15:30:00+00:00,Short,16001.25,MISSED,,,2.4873810125937874,1.4784151934008145,47.57346491518719,2.4873810125937874,1.4784151934008145,1,1,2,True,False,True,True,True,False,False,1
MR01898,2022-01-12 17:45:00+00:00,Short,15974.5,MISSED,,,2.271393711441812,0.0855887485470827,50.62970784003865,2.271393711441812,0.0855887485470827,1,1,5,True,True,True,True,True,False,False,1
MR01899,2022-01-13 17:45:00+00:00,Long,15615.5,MISSED,,,2.0285279818719566,1.113055938105067,50.611412602711205,2.0285279818719566,1.113055938105067,1,1,5,True,False,False,True,True,False,False,1
MR01900,2022-01-13 19:00:00+00:00,Short,15735.0,MISSED,,,5.810953558313445,0.1658377157052923,50.24992835853077,5.810953558313445,0.1658377157052923,1,1,2,True,True,True,True,True,True,True,1
MR01903,2022-01-14 18:15:00+00:00,Long,15425.25,MISSED,,,3.6394010867224953,0.4464482699550887,58.984064012572794,3.6394010867224953,0.4464482699550887,1,2,2,True,True,True,True,True,True,True,1
MR01904,2022-01-18 18:15:00+00:00,Long,15245.5,MISSED,,,2.309019181044007,0.6806935157991003,49.94905814562622,2.309019181044007,0.6806935157991003,1,3,6,True,False,True,True,True,False,False,1
MR01907,2022-01-19 16:15:00+00:00,Long,15125.75,MISSED,,,4.204298791010938,0.952389592002478,53.199517395119585,4.204298791010938,0.952389592002478,1,2,3,True,False,False,True,True,True,True,1
MR01910,2022-01-21 15:30:00+00:00,Long,14635.25,MISSED,,,2.5503593679870713,1.89428866100489,72.14669521073266,2.5503593679870713,1.89428866100489,1,1,3,True,False,True,True,True,True,False,1
MR01915,2022-01-25 19:45:00+00:00,Short,14421.5,MISSED,,,8.067506239621993,0.060476058767781,82.67734541364948,8.067506239621993,0.060476058767781,1,1,2,True,True,True,True,True,True,True,1
MR01918,2022-01-27 18:15:00+00:00,Long,14001.5,MISSED,,,2.4695927855767117,0.6766007631717018,88.67858753031545,2.4695927855767117,0.6766007631717018,1,1,3,True,True,True,True,True,False,False,1
MR01921,2022-01-31 20:15:00+00:00,Long,14735.75,MISSED,,,3.8943325330817338,0.4327036147868592,50.072765574974945,3.8943325330817338,0.4327036147868592,1,1,2,True,True,True,True,True,True,True,1
MR01922,2022-02-01 15:45:00+00:00,Long,14778.75,MISSED,,,2.012860246752017,0.431327195732575,55.642213700988414,2.012860246752017,0.431327195732575,1,1,4,True,True,True,True,True,False,False,1
MR01925,2022-02-02 19:15:00+00:00,Long,15032.0,MISSED,,,2.4445451292684712,5.416345090339947,55.634072110870754,2.4445451292684712,5.416345090339947,1,1,4,True,True,True,True,True,False,False,1
MR01926,2022-02-02 20:15:00+00:00,Short,15174.25,MISSED,,,6.958209088418318,0.8207118411980581,56.04890497601467,6.958209088418318,0.8207118411980581,2,3,3,True,False,False,True,True,True,True,1
MR01928,2022-02-03 20:45:00+00:00,Long,14477.5,MISSED,,,7.550595134338012,0.0422495331257922,55.22743473605143,7.550595134338012,0.0422495331257922,1,1,1,True,True,True,True,True,True,True,1
MR01933,2022-02-07 20:15:00+00:00,Short,14748.25,MISSED,,,3.3088786096499594,0.3862504213599174,51.77987878843896,3.3088786096499594,0.3862504213599174,1,1,2,True,True,True,True,True,True,True,1
MR01937,2022-02-09 20:15:00+00:00,Long,14968.5,MISSED,,,2.5421485307907536,0.7380431218424768,32.518425129531124,2.5421485307907536,0.7380431218424768,1,1,4,True,False,True,True,True,True,False,1
MR01942,2022-02-15 16:45:00+00:00,Short,14585.0,MISSED,,,4.098270367490313,0.3443218956293091,39.691541084508785,4.098270367490313,0.3443218956293091,1,1,2,True,True,True,True,True,True,True,1
MR01949,2022-02-22 20:15:00+00:00,Short,14035.0,MISSED,,,2.778672718559037,0.3184857434893248,72.21673330809837,2.778672718559037,0.3184857434893248,1,1,2,True,True,True,True,True,True,False,1
MR01951,2022-02-23 17:15:00+00:00,Short,13885.25,MISSED,,,6.4303533991687045,0.1643750868908155,50.697058118476704,6.4303533991687045,0.1643750868908155,1,1,2,True,True,True,True,True,True,True,1
MR01955,2022-02-28 19:15:00+00:00,Long,14017.0,MISSED,,,4.227737307487647,0.3999210966542368,70.0138108098063,4.227737307487647,0.3999210966542368,1,1,4,True,True,True,True,True,True,True,1
MR01956,2022-03-01 20:00:00+00:00,Short,14120.75,MISSED,,,3.2491917824174803,0.1455637918523031,64.11850924303646,3.2491917824174803,0.1455637918523031,1,1,2,True,True,True,True,True,True,True,1
MR01958,2022-03-03 21:45:00+00:00,Short,14086.5,MISSED,,,7.619998258252933,0.7338261435290873,50.87490226743813,7.619998258252933,0.7338261435290873,5,5,6,True,False,True,True,True,True,True,1
MR01961,2022-03-04 19:45:00+00:00,Long,13763.0,MISSED,,,2.2293567355165314,0.0971632475527786,61.75174411230779,2.2293567355165314,0.0971632475527786,1,1,4,True,True,True,True,True,False,False,1
MR01962,2022-03-04 20:45:00+00:00,Short,13873.0,MISSED,,,5.565954052985844,0.0822301614476209,64.85860223843248,5.565954052985844,0.0822301614476209,1,5,5,True,False,True,True,True,True,True,1
MR01966,2022-03-08 20:00:00+00:00,Short,13532.25,MISSED,,,3.6234045730574223,0.2187966164883713,100.55000096936718,3.6234045730574223,0.2187966164883713,1,1,2,True,True,True,True,True,True,True,1
MR01968,2022-03-09 20:45:00+00:00,Long,13723.25,MISSED,,,2.068854258345904,0.6594472948477569,51.55832811149737,2.068854258345904,0.6594472948477569,3,3,3,True,False,True,True,True,False,False,1
MR01969,2022-03-09 21:30:00+00:00,Short,13843.0,MISSED,,,2.055335958299762,0.0253745180037007,52.54615410384829,2.055335958299762,0.0253745180037007,1,1,3,True,True,True,True,True,False,False,1
MR01970,2022-03-10 16:15:00+00:00,Long,13417.5,MISSED,,,2.3405546822034435,0.2540136864406838,55.115140432675936,2.3405546822034435,0.2540136864406838,1,2,4,True,True,True,True,True,False,False,1
MR01973,2022-03-11 20:45:00+00:00,Long,13303.0,MISSED,,,2.7437539503968256,0.1195824966274645,50.17456709146828,2.7437539503968256,0.1195824966274645,1,5,5,True,False,True,True,True,True,False,1
MR01974,2022-03-14 14:45:00+00:00,Short,13404.25,MISSED,,,6.3162229663100335,0.1731954883649709,61.58743953069403,6.3162229663100335,0.1731954883649709,1,1,2,True,True,True,True,True,True,True,1
MR01975,2022-03-15 15:30:00+00:00,Short,13428.75,MISSED,,,2.2531819643961426,0.3338047354660952,55.92091628239545,2.2531819643961426,0.3338047354660952,1,1,2,True,True,True,True,True,False,False,1
MR01982,2022-03-21 17:15:00+00:00,Long,14209.0,MISSED,,,2.904448450484379,0.1007323162017703,59.56380460846139,2.904448450484379,0.1007323162017703,1,1,4,True,True,True,True,True,True,False,1
MR01984,2022-03-22 16:30:00+00:00,Long,14596.25,MISSED,,,2.4550720079628805,0.2888320009368094,39.23849606890628,2.4550720079628805,0.2888320009368094,1,1,5,True,True,True,True,True,False,False,1
MR01985,2022-03-22 18:30:00+00:00,Long,14615.5,MISSED,,,2.237176102743231,0.3010018756418165,40.97427402083581,2.237176102743231,0.3010018756418165,1,1,3,True,True,True,True,True,False,False,1
MR01988,2022-03-24 15:30:00+00:00,Short,14689.25,MISSED,,,2.1354229656009407,0.3123237670776886,45.892547555524345,2.1354229656009407,0.3123237670776886,1,2,4,True,True,True,True,True,False,False,1
MR01989,2022-03-25 14:45:00+00:00,Short,14833.25,MISSED,,,5.751593525983561,0.3630848136919321,40.394602345200106,5.751593525983561,0.3630848136919321,1,1,1,True,True,True,True,True,True,True,1
MR01990,2022-03-25 19:30:00+00:00,Long,14652.25,MISSED,,,2.9547842291799817,0.0,48.283277424375534,2.9547842291799817,0.0,1,1,1,True,True,True,True,True,True,False,1
MR01996,2022-03-30 19:15:00+00:00,Long,15037.5,MISSED,,,2.8268636303038157,0.5833210665706287,37.14363822662191,2.8268636303038157,0.5833210665706287,1,2,3,True,False,True,True,True,True,False,1
MR01998,2022-03-31 19:00:00+00:00,Short,15090.0,MISSED,,,6.354948153695461,0.0275105980679457,36.349627788178154,6.354948153695461,0.0275105980679457,1,1,1,True,True,True,True,True,True,True,1
MR02000,2022-04-01 19:30:00+00:00,Long,14773.0,MISSED,,,3.7379479503398505,0.226542300020597,41.19907554785467,3.7379479503398505,0.226542300020597,1,1,1,True,True,True,True,True,True,True,1
MR02002,2022-04-05 16:15:00+00:00,Long,14875.25,MISSED,,,2.874139229896807,0.3832185639862409,38.27232823510413,2.874139229896807,0.3832185639862409,1,2,3,True,True,True,True,True,True,False,1
MR02003,2022-04-05 17:15:00+00:00,Short,14966.0,MISSED,,,3.903203520911319,0.017621686324656,37.83217192635384,3.903203520911319,0.017621686324656,1,1,2,True,True,True,True,True,True,True,1
MR02005,2022-04-06 18:15:00+00:00,Long,14420.0,MISSED,,,5.278134190272473,0.0810103240537687,53.49112454428872,5.278134190272473,0.0810103240537687,1,1,1,True,True,True,True,True,True,True,2
MR02006,2022-04-06 19:00:00+00:00,Short,14678.0,MISSED,,,2.5939446498306684,0.5485218923554971,65.02323273462183,2.5939446498306684,0.5485218923554971,1,1,1,True,False,True,True,True,True,False,1
MR02008,2022-04-08 16:15:00+00:00,Short,14523.5,MISSED,,,3.861824731389558,0.0466082295167705,50.062689733660775,3.861824731389558,0.0466082295167705,1,2,4,True,True,True,True,True,True,True,1
MR02011,2022-04-11 19:00:00+00:00,Short,14149.0,MISSED,,,2.985138994242047,0.4227508980284979,38.63583355944117,2.985138994242047,0.4227508980284979,1,1,2,True,True,True,True,True,True,False,1
MR02014,2022-04-13 17:45:00+00:00,Long,14157.75,MISSED,,,3.572684508015514,0.3733922051132603,39.27952020909985,3.572684508015514,0.3733922051132603,1,3,5,True,True,True,True,True,True,True,1
MR02015,2022-04-14 16:45:00+00:00,Long,13985.5,MISSED,,,2.1594454368585563,1.4534728901932592,40.133760819974505,2.1594454368585563,1.4534728901932592,3,3,5,True,True,True,True,True,False,False,1
MR02019,2022-04-18 18:15:00+00:00,Short,14021.0,MISSED,,,4.062577477598438,0.6440671610826793,47.09653770011017,4.062577477598438,0.6440671610826793,2,2,4,True,False,True,True,True,True,True,1
MR02020,2022-04-18 19:45:00+00:00,Long,13849.5,MISSED,,,2.0315080002302977,0.0829186938869509,48.24002661515014,2.0315080002302977,0.0829186938869509,1,1,2,True,True,True,True,True,False,False,1
MR02022,2022-04-19 19:45:00+00:00,Short,14267.25,MISSED,,,5.010005610287303,0.1616130842028162,39.18824620279705,5.010005610287303,0.1616130842028162,1,1,1,True,True,True,True,True,True,True,1
MR02024,2022-04-20 16:15:00+00:00,Long,14004.75,MISSED,,,3.248104570429194,0.1335800580912439,47.41226664991605,3.248104570429194,0.1335800580912439,1,1,2,True,True,True,True,True,True,True,1
MR02025,2022-04-20 17:45:00+00:00,Short,14141.25,MISSED,,,3.455206948748026,0.3581616959068075,47.46459544468804,3.455206948748026,0.3581616959068075,1,2,3,True,True,True,True,True,True,True,1
MR02028,2022-04-22 19:30:00+00:00,Short,13533.75,MISSED,,,3.8432159315616,0.042770288586536,54.555005599561404,3.8432159315616,0.042770288586536,1,1,1,True,True,True,True,True,True,True,1
MR02030,2022-04-25 15:45:00+00:00,Long,13265.5,MISSED,,,2.9787007326684605,0.4839765009528319,66.80765134190786,2.9787007326684605,0.4839765009528319,1,1,2,True,True,True,True,True,True,False,1
MR02033,2022-04-26 19:00:00+00:00,Short,13238.5,MISSED,,,6.941701821319249,0.0734272771986576,59.01530737153022,6.941701821319249,0.0734272771986576,1,1,3,True,True,True,True,True,True,True,1
MR02034,2022-04-26 20:30:00+00:00,Long,12826.75,MISSED,,,4.227267889134389,0.091006843684271,73.25456412701506,4.227267889134389,0.091006843684271,2,2,2,True,True,True,True,True,True,True,1
MR02036,2022-04-27 19:45:00+00:00,Long,13002.25,MISSED,,,3.422483737705186,0.3035364754520023,75.77343041145296,3.422483737705186,0.3035364754520023,1,1,1,True,True,True,True,True,True,True,1
MR02037,2022-04-28 19:15:00+00:00,Short,13567.25,MISSED,,,8.004814682590611,0.1658710640291224,54.25901167680365,8.004814682590611,0.1658710640291224,1,1,2,True,True,True,True,True,True,True,1
MR02038,2022-04-29 15:45:00+00:00,Short,13280.25,MISSED,,,2.4348350732677844,0.1764373241498394,66.12357517255673,2.4348350732677844,0.1764373241498394,1,1,4,True,True,True,True,True,False,False,1
MR02041,2022-05-02 16:15:00+00:00,Short,12980.75,MISSED,,,3.347728509496132,0.5010793640020017,77.16675130631045,3.347728509496132,0.5010793640020017,1,1,2,True,False,True,True,True,True,True,1
MR02043,2022-05-03 14:45:00+00:00,Long,13001.75,MISSED,,,2.8855259020780686,0.6452863831651376,54.75604980229537,2.8855259020780686,0.6452863831651376,1,1,1,True,False,True,True,True,True,False,1
MR02044,2022-05-03 17:45:00+00:00,Short,13209.0,MISSED,,,3.109388289969132,0.0660401052736806,60.569255355111345,3.109388289969132,0.0660401052736806,1,1,2,True,True,True,True,True,True,True,1
MR02045,2022-05-04 15:30:00+00:00,Long,12908.25,MISSED,,,8.285762748961929,0.1673891464436753,35.84461793058331,8.285762748961929,0.1673891464436753,1,1,1,True,True,True,True,True,True,True,1
MR02047,2022-05-05 17:00:00+00:00,Short,12991.25,MISSED,,,3.3009015897304166,0.7667816724019665,71.29365324476484,3.3009015897304166,0.7667816724019665,2,3,5,True,False,False,True,True,True,True,1
MR02050,2022-05-06 17:00:00+00:00,Short,12901.75,MISSED,,,2.9982013080276215,0.1552578352833636,96.61348152010012,2.9982013080276215,0.1552578352833636,1,2,4,True,True,True,True,True,True,False,1
MR02051,2022-05-06 19:15:00+00:00,Long,12591.5,MISSED,,,2.20841353414614,0.7876160156744975,86.33648712915806,2.20841353414614,0.7876160156744975,1,1,2,True,True,True,True,True,False,False,1
MR02052,2022-05-06 19:45:00+00:00,Short,12779.5,MISSED,,,2.001330139284257,0.1768092416284963,88.60773635116179,2.001330139284257,0.1768092416284963,1,5,5,True,False,True,True,True,False,False,1
MR02054,2022-05-09 16:15:00+00:00,Short,12444.75,MISSED,,,2.986494578154492,0.5700160940360123,68.41912080737859,2.986494578154492,0.5700160940360123,1,1,3,True,False,True,True,True,True,False,1
MR02055,2022-05-09 19:00:00+00:00,Short,12364.25,MISSED,,,3.650370222395669,0.1674933705282763,67.66436962602072,3.650370222395669,0.1674933705282763,1,1,2,True,True,True,True,True,True,True,1
MR02057,2022-05-10 18:00:00+00:00,Short,12544.75,MISSED,,,3.1014339529781463,0.0937358487759492,81.79012370167797,3.1014339529781463,0.0937358487759492,1,1,5,True,True,True,True,True,True,True,1
MR02058,2022-05-11 14:30:00+00:00,Short,12439.75,MISSED,,,3.4284114419360465,0.159637783327399,87.69853670097373,3.4284114419360465,0.159637783327399,1,1,2,True,True,True,True,True,True,True,1
MR02061,2022-05-12 16:45:00+00:00,Short,12010.75,MISSED,,,3.1666013668054163,0.4667326277604355,92.8440198005087,3.1666013668054163,0.4667326277604355,1,2,3,True,True,True,True,True,True,True,1
MR02062,2022-05-12 18:30:00+00:00,Long,11714.25,MISSED,,,3.891942845132186,0.226867020118258,85.21879171003138,3.891942845132186,0.226867020118258,1,2,3,True,True,True,True,True,True,True,1
MR02065,2022-05-16 15:00:00+00:00,Long,12215.5,MISSED,,,2.827481425023872,0.790031574639023,56.11590062535144,2.827481425023872,0.790031574639023,1,2,3,True,False,False,True,True,True,False,1
MR02066,2022-05-16 17:00:00+00:00,Long,12242.25,MISSED,,,2.5267238637734546,0.901606312624008,59.89310328012236,2.5267238637734546,0.901606312624008,1,2,5,True,False,False,True,True,True,False,1
MR02068,2022-05-17 18:15:00+00:00,Long,12397.5,MISSED,,,4.166601919006027,0.9442536837050108,50.48078444304799,4.166601919006027,0.9442536837050108,1,1,2,True,False,False,True,True,True,True,1
MR02069,2022-05-19 15:30:00+00:00,Short,12102.0,MISSED,,,3.895195656877368,0.1867871601543533,73.16705631893053,3.895195656877368,0.1867871601543533,1,1,4,True,True,True,True,True,True,True,1
MR02071,2022-05-19 19:00:00+00:00,Short,12076.75,MISSED,,,2.218106858419278,0.1682999367283109,77.24304745869328,2.218106858419278,0.1682999367283109,1,1,3,True,True,True,True,True,False,False,1
MR02073,2022-05-23 16:00:00+00:00,Short,12077.25,MISSED,,,2.4391772138668095,0.3786850469016964,59.85624954594721,2.4391772138668095,0.3786850469016964,2,3,5,True,True,True,True,True,False,False,1
MR02074,2022-05-23 17:15:00+00:00,Long,11942.5,MISSED,,,2.4387861233817993,0.3320129623415815,55.218727618446515,2.4387861233817993,0.3320129623415815,1,2,4,True,True,True,True,True,False,False,1
MR02075,2022-05-23 20:00:00+00:00,Short,12100.75,MISSED,,,5.74820933917322,0.2595965508013713,53.929838269353645,5.74820933917322,0.2595965508013713,4,4,4,True,True,True,True,True,True,True,1
MR02077,2022-05-24 16:15:00+00:00,Short,11832.0,MISSED,,,2.2590847584495135,1.6520730643508907,53.266409276260255,2.2590847584495135,1.6520730643508907,1,1,3,True,True,True,True,True,False,False,1
MR02078,2022-05-24 17:00:00+00:00,Long,11668.0,MISSED,,,3.4243036591973275,0.2606107209654603,54.99901646499409,3.4243036591973275,0.2606107209654603,1,2,2,True,True,True,True,True,True,True,1
MR02080,2022-05-24 18:45:00+00:00,Long,11675.25,MISSED,,,3.440794337666734,0.1407853656983115,59.1917582626507,3.440794337666734,0.1407853656983115,1,1,3,True,True,True,True,True,True,True,1
MR02085,2022-05-30 16:30:00+00:00,Short,12861.0,MISSED,,,4.362384373220856,0.3706601101429485,23.381708550521623,4.362384373220856,0.3706601101429485,1,1,2,True,True,True,True,True,True,True,1
MR02086,2022-05-31 17:15:00+00:00,Long,12684.25,MISSED,,,2.2845963793745687,1.7360521299732872,55.297878642317706,2.2845963793745687,1.7360521299732872,1,1,2,True,True,True,True,True,False,False,1
MR02088,2022-05-31 18:45:00+00:00,Long,12627.0,MISSED,,,2.675313222427192,0.6064043304168302,56.068201189508464,2.675313222427192,0.6064043304168302,1,1,2,True,False,True,True,True,True,False,1
MR02091,2022-06-01 19:15:00+00:00,Short,12689.75,MISSED,,,2.4181177473236497,0.6107616990662826,53.48512638661962,2.4181177473236497,0.6107616990662826,1,2,3,True,False,True,True,True,False,False,1
MR02093,2022-06-02 19:15:00+00:00,Long,12833.5,MISSED,,,3.769984534208186,0.1206395050946619,44.208846257686794,3.769984534208186,0.1206395050946619,1,1,2,True,True,True,True,True,True,True,1
MR02097,2022-06-07 14:45:00+00:00,Short,12732.5,MISSED,,,2.988638835986578,0.2829888967100455,48.294003141295434,2.988638835986578,0.2829888967100455,1,2,2,True,True,True,True,True,True,False,1
MR02098,2022-06-08 15:15:00+00:00,Short,12799.25,MISSED,,,4.862415582500977,0.4176791343153189,42.29722103697321,4.862415582500977,0.4176791343153189,1,1,4,True,True,True,True,True,True,True,1
MR02099,2022-06-09 14:30:00+00:00,Short,12698.5,MISSED,,,2.7617740251914693,0.0068023990768262,49.00231955941829,2.7617740251914693,0.0068023990768262,1,1,2,True,True,True,True,True,True,False,1
MR02100,2022-06-09 17:00:00+00:00,Short,12633.25,MISSED,,,5.671237116809207,0.0961226629967662,48.5490780340081,5.671237116809207,0.0961226629967662,1,1,2,True,True,True,True,True,True,True,1
MR02101,2022-06-10 17:00:00+00:00,Long,11860.0,MISSED,,,2.780492186275361,0.0785080146713043,50.95021211206416,2.780492186275361,0.0785080146713043,1,1,3,True,True,True,True,True,True,False,1
MR02105,2022-06-14 14:30:00+00:00,Long,11265.25,MISSED,,,2.3755668067022877,0.1790628246258006,55.84632109371479,2.3755668067022877,0.1790628246258006,1,1,1,True,True,True,True,True,False,False,1
MR02106,2022-06-14 16:30:00+00:00,Long,11301.75,MISSED,,,2.900512798688832,0.1884191384975028,58.38048134449879,2.900512798688832,0.1884191384975028,1,2,3,True,True,True,True,True,True,False,1
MR02113,2022-06-16 18:45:00+00:00,Long,11060.5,MISSED,,,2.9000915008401194,0.1614750278864209,51.6075670796284,2.9000915008401194,0.1614750278864209,1,1,1,True,True,True,True,True,True,False,1
MR02115,2022-06-17 18:30:00+00:00,Short,11376.5,MISSED,,,2.2421661606354517,0.0814194415873208,53.22234160358263,2.2421661606354517,0.0814194415873208,1,2,2,True,True,True,True,True,False,False,1
MR02117,2022-06-21 17:00:00+00:00,Short,11635.25,MISSED,,,2.6329493189825413,0.0312207429128364,32.02998733219921,2.6329493189825413,0.0312207429128364,1,1,4,True,True,True,True,True,True,False,1
MR02118,2022-06-21 19:00:00+00:00,Short,11624.0,MISSED,,,2.9127805425189024,0.239108850505283,30.66943493658469,2.9127805425189024,0.239108850505283,1,1,3,True,True,True,True,True,True,False,1
MR02123,2022-06-23 17:00:00+00:00,Long,11539.0,MISSED,,,2.7882530232528326,0.8242410784673501,51.76479040089093,2.7882530232528326,0.8242410784673501,3,4,6,True,False,False,True,True,True,False,1
MR02124,2022-06-24 17:45:00+00:00,Long,11990.0,MISSED,,,6.143869648621254,0.3485883488579435,30.599607535975164,6.143869648621254,0.3485883488579435,1,2,4,True,True,True,True,True,True,True,1
MR02128,2022-06-29 16:15:00+00:00,Long,11596.25,MISSED,,,3.0084969166905404,0.062939266039551,52.9611090672501,3.0084969166905404,0.062939266039551,1,1,6,True,True,True,True,True,True,True,1
MR02132,2022-07-04 14:30:00+00:00,Long,11525.0,MISSED,,,2.5426588365875737,0.3362193502925718,15.862660280237789,2.5426588365875737,0.3362193502925718,2,2,2,True,True,True,True,True,True,False,1
MR02133,2022-07-05 14:30:00+00:00,Short,11601.5,MISSED,,,2.437134743116627,2.664505914486108,46.91301277299219,2.437134743116627,2.664505914486108,1,1,2,True,True,True,True,True,False,False,1
MR02136,2022-07-06 15:30:00+00:00,Long,11745.25,MISSED,,,2.407527284891416,0.3419386578541432,47.766852206282145,2.407527284891416,0.3419386578541432,1,2,6,True,True,True,True,True,False,False,1
MR02138,2022-07-06 19:30:00+00:00,Short,11966.25,MISSED,,,2.0320030372432116,0.0138231499132191,48.22827436958714,2.0320030372432116,0.0138231499132191,1,1,1,True,True,True,True,True,False,False,1
MR02140,2022-07-08 17:00:00+00:00,Long,12030.5,MISSED,,,2.9211688785312298,0.4225132043760881,45.75793876520914,2.9211688785312298,0.4225132043760881,1,2,5,True,True,True,True,True,True,False,1
MR02143,2022-07-13 15:45:00+00:00,Long,11696.75,MISSED,,,2.0295284735306724,0.2531051675996681,71.11668311913044,2.0295284735306724,0.2531051675996681,1,4,5,True,False,True,True,True,False,False,1
