hypothesis_id,model,dimension,condition,conditions_json,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample,one_sided_p,bootstrap_probability_positive,bootstrap_ci95_low_R,bootstrap_ci95_high_R,first_half_N,first_half_avg_R,first_half_total_R,second_half_N,second_half_avg_R,second_half_total_R,without_best_5_total_R,best_month,without_best_month_total_R,positive_month_pct,positive_quarter_pct,best_quarter,best_quarter_R,worst_quarter,worst_quarter_R,longest_losing_months,yearly_results,fdr_q,evidence_label
H0060,Control,HTF_regime x score_band,Bull | 90-94,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",264,108,156,40.90909090909091,0.08011338945719106,21.14993481669844,1.1489291906722259,20.99418449086327,2.0,-1.0,6,11,0,0.07912224114439027,-0.07496620318581389,0.235192982100196,True,0.15564312021044902,0.8485,-0.07816828381546073,0.2332687493032519,142.0,0.01649578770135521,2.34240185359244,122.0,0.1541601062549672,18.807532963106,11.149934816698433,2024-10,9.811509428501516,55.55555555555556,66.66666666666666,2024Q1,12.588585372770034,2024Q2,-5.771314490689269,2.0,"{""2024"": {""count"": 182, ""mean"": 0.052388, ""sum"": 9.534621}, ""2025"": {""count"": 82, ""mean"": 0.14165, ""sum"": 11.615314}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0061,Control,HTF_regime x score_band,Bull | 95+,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""95+""}]",78,34,44,43.58974358974359,-0.0687055748286567,-5.359034836635223,0.863793056342383,15.463432816307197,2.0,-1.0,5,5,0,0.11978898410664396,-0.3034919836776789,0.16608083402036544,True,0.7168655261462347,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0062,Control,HTF_regime x score_band,Bear | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",6,2,4,33.333333333333336,0.0,0.0,1.0,2.0,2.0,-1.0,1,2,0,0.632455532033676,-1.239612842786005,1.239612842786005,False,0.5,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0063,Control,HTF_regime x score_band,Bear | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",355,144,211,40.563380281690144,-0.09188133693719412,-32.617874612703915,0.8280219900211618,40.832872066512216,2.0,-1.0,8,8,0,0.05851796715255239,-0.2065765525561968,0.022813878681808564,True,0.941808600518451,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0064,Control,HTF_regime x score_band,Bear | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0065,Control,HTF_regime x score_band,Bear | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",65,28,37,43.07692307692308,-0.06816380171440396,-4.430647111436258,0.8777713372618926,10.682565858711476,2.0,-1.0,4,7,0,0.14556788216979152,-0.3534768507671953,0.21714924733838742,True,0.6802011201128159,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0066,Control,HTF_regime x score_band,Bear | 90-94,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",189,88,101,46.560846560846564,0.17113198900421717,32.343945921797044,1.3607954568169138,8.558159194191214,2.0,-1.0,5,8,0,0.09107987447731408,-0.007384564971318425,0.3496485429797528,True,0.03012756538289818,0.97,-0.009487724175139187,0.344309279715313,91.0,0.2160838149584731,19.66362716122105,98.0,0.12939100776097953,12.680318760575993,22.34394592179704,2025-04,24.888867264824277,66.66666666666666,66.66666666666666,2024Q2,11.796354228497249,2024Q1,-0.6027247625020906,2.0,"{""2024"": {""count"": 122, ""mean"": 0.238001, ""sum"": 29.036139}, ""2025"": {""count"": 67, ""mean"": 0.04937, ""sum"": 3.307807}}",0.9927819330416757,STATISTICALLY INTERESTING
H0067,Control,HTF_regime x score_band,Bear | 95+,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""score_band"", ""value"": ""95+""}]",52,16,36,30.76923076923077,-0.3510079706248467,-18.252414472492028,0.45067288089153446,18.639700403029796,2.0,-1.0,2,5,0,0.1311585834395579,-0.6080787941663801,-0.09393714708331319,True,0.9962770062310142,,,,,,,,,,,,,,,,,,,,,0.9962770062310142,DESCRIPTIVE PATTERN
H0068,Control,HTF_regime x score_band,Neutral | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0069,Control,HTF_regime x score_band,Neutral | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0070,Control,HTF_regime x score_band,Neutral | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0071,Control,HTF_regime x score_band,Neutral | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0072,Control,HTF_regime x score_band,Neutral | 90-94,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0073,Control,HTF_regime x score_band,Neutral | 95+,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""score_band"", ""value"": ""95+""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0074,Control,session x direction,Overnight | Long,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",328,136,192,41.46341463414634,-0.0007052534844090973,-0.23132314288618394,0.9986102047266164,13.82756804684125,2.0,-1.0,5,8,0,0.06369895998405682,-0.12555521505316047,0.12414470808434228,True,0.504416864660491,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0075,Control,session x direction,Overnight | Short,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",295,115,178,38.983050847457626,-0.03451131836190571,-10.180838916762186,0.9333895121441025,31.150615443085368,2.0,-1.0,6,9,2,0.06679407096106596,-0.165427697445595,0.09640506072178356,True,0.6973110447553101,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0076,Control,session x direction,Premarket | Long,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",216,76,140,35.18518518518518,-0.09882069720346473,-21.34527059594838,0.8385383510301495,30.291080390040875,2.0,-1.0,3,8,0,0.08325990385878503,-0.2620101087666834,0.06436871435975391,True,0.8823653228249153,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0077,Control,session x direction,Premarket | Short,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",204,91,113,44.6078431372549,0.20048898982901012,40.89975392511806,1.3866382863253865,11.099337704883204,2.0,-1.0,6,6,0,0.09482493148798761,0.014632124112554407,0.38634585554546585,True,0.01724453940991466,0.982,0.020114913786793226,0.40338162318202264,102.0,0.2523955002588929,25.744341026407074,102.0,0.14858247939912736,15.155412898710992,30.899753925118063,2025-03,32.927836963177576,77.77777777777779,83.33333333333334,2025Q1,15.196126260828452,2024Q4,-1.766878473287865,2.0,"{""2024"": {""count"": 135, ""mean"": 0.177611, ""sum"": 23.977463}, ""2025"": {""count"": 69, ""mean"": 0.245251, ""sum"": 16.922291}}",0.9927819330416757,STATISTICALLY INTERESTING
H0078,Control,session x direction,Open | Long,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",50,24,26,48.0,-0.00439001897313652,-0.219500948656826,0.9905887389695975,10.472687877937892,2.0,-1.0,5,10,0,0.14617159780015537,-0.29088635066144103,0.282106312715168,True,0.5119797618247568,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0079,Control,session x direction,Open | Short,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",45,19,26,42.22222222222222,0.014726001679078938,0.6626700755585522,1.0275295189517244,9.162034179203548,2.0,-1.0,4,7,0,0.1813339468164099,-0.34068853408108446,0.37014053743924236,True,0.46763775445742617,0.526,-0.32670648348450426,0.37751658655888015,26.0,0.01027935460915009,0.26726321983790235,19.0,0.020810887143192097,0.3954068557206498,-9.337329924441448,2024-08,-5.33732992444145,47.05882352941176,50.0,2025Q2,4.3563614744424,2024Q2,-4.61347777420638,4.0,"{""2024"": {""count"": 32, ""mean"": -0.037629, ""sum"": -1.204144}, ""2025"": {""count"": 13, ""mean"": 0.143601, ""sum"": 1.866814}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0080,Control,session x direction,MidAM | Long,"[{""feature"": ""session_name"", ""value"": ""MidAM""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",81,39,42,48.148148148148145,0.08944771870061319,7.245265214749669,1.2062463800079433,5.377378252421875,2.0,-1.0,9,6,0,0.12137820975835283,-0.14845357242575835,0.3273490098269847,True,0.2305812706558259,0.784,-0.1320493771667429,0.32522109816294553,44.0,0.04199152169946582,1.847626954776496,37.0,0.14588211513441005,5.397638259973172,-2.7547347852503314,2024-07,1.8709891132985348,50.0,83.33333333333334,2024Q4,3.087708711687426,2024Q2,-1.0806572004018207,3.0,"{""2024"": {""count"": 54, ""mean"": 0.091395, ""sum"": 4.935336}, ""2025"": {""count"": 27, ""mean"": 0.085553, ""sum"": 2.30993}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0081,Control,session x direction,MidAM | Short,"[{""feature"": ""session_name"", ""value"": ""MidAM""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",68,27,41,39.705882352941174,-0.08479509659318837,-5.766066568336809,0.8413394820236509,12.412096217428598,2.0,-1.0,6,7,0,0.13364207311624066,-0.34673355990102006,0.17714336671464329,True,0.7371207668219978,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0082,Control,session x direction,Midday | Long,"[{""feature"": ""session_name"", ""value"": ""Midday""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",92,38,54,41.30434782608695,-0.09992591616328407,-9.193184287022135,0.8102504037590424,11.193184287022138,2.0,-1.0,9,7,0,0.11218793878653108,-0.319814276184885,0.11996244385831685,True,0.8134552174071759,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0083,Control,session x direction,Midday | Short,"[{""feature"": ""session_name"", ""value"": ""Midday""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",79,30,49,37.9746835443038,-0.0855917982827264,-6.7617520643353854,0.8508880748682609,11.496085720436884,2.0,-1.0,5,6,0,0.1345473434110961,-0.34930459136847475,0.17812099480302196,True,0.7376594736067767,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0084,Control,session x direction,PM | Long,"[{""feature"": ""session_name"", ""value"": ""PM""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",108,51,57,47.22222222222222,-0.07652440357730567,-8.264635586349012,0.8405034072041279,13.153273361030186,2.0,-1.0,5,6,0,0.09758323085254057,-0.2677875360482852,0.11473872889367384,True,0.783537517035201,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0085,Control,session x direction,PM | Short,"[{""feature"": ""session_name"", ""value"": ""PM""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",83,33,50,39.75903614457831,-0.1322341286629261,-10.975432679022868,0.7496168878533555,19.527564493255646,2.0,-1.0,5,8,0,0.11532049404652245,-0.3582622969941101,0.09379403966825789,True,0.8742402261823664,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0086,Control,session x direction,After-hours | Long,"[{""feature"": ""session_name"", ""value"": ""After-hours""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0087,Control,session x direction,After-hours | Short,"[{""feature"": ""session_name"", ""value"": ""After-hours""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0088,Control,session x score_band,Overnight | 70-74,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0089,Control,session x score_band,Overnight | 75-79,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",370,139,229,37.567567567567565,-0.11003551161394694,-40.71313929716037,0.7955418707945402,41.54952913993901,2.0,-1.0,5,8,2,0.056722861020160026,-0.22121231921346057,0.001141295985566712,True,0.9738028280786,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0090,Control,session x score_band,Overnight | 80-84,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0091,Control,session x score_band,Overnight | 85-89,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0092,Control,session x score_band,Overnight | 90-94,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",253,112,141,44.26877470355731,0.119766708448664,30.30097723751199,1.2521752805682875,13.43859629198063,2.0,-1.0,4,12,0,0.07670295075834045,-0.030571075037683276,0.2701044919350113,True,0.059210518427794456,0.9505,-0.023371047999804176,0.2709050801354734,132.0,0.07155385345783537,9.445108656434268,121.0,0.17236255025684072,20.855868581077726,20.300977237511994,2025-04,19.85953325451052,61.111111111111114,83.33333333333334,2024Q1,13.563319203364724,2024Q2,-7.778546452199086,4.0,"{""2024"": {""count"": 170, ""mean"": 0.061531, ""sum"": 10.460201}, ""2025"": {""count"": 83, ""mean"": 0.239045, ""sum"": 19.840776}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0093,Control,session x score_band,Overnight | 95+,"[{""feature"": ""session_name"", ""value"": ""Overnight""}, {""feature"": ""score_band"", ""value"": ""95+""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0094,Control,session x score_band,Premarket | 70-74,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0095,Control,session x score_band,Premarket | 75-79,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",220,83,137,37.72727272727273,-0.01653827350824459,-3.63842017181381,0.9712337068287116,36.38215903854629,2.0,-1.0,6,9,0,0.08481925523813898,-0.18278401377499698,0.14970746675850782,True,0.5772966903545564,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0096,Control,session x score_band,Premarket | 80-84,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0097,Control,session x score_band,Premarket | 85-89,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0098,Control,session x score_band,Premarket | 90-94,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",200,84,116,42.0,0.11596451750491746,23.19290350098349,1.208005909258661,9.983519403139347,2.0,-1.0,10,7,0,0.09447513024153076,-0.06920673776848282,0.3011357727783177,True,0.10982472615906724,0.896,-0.060415804734911954,0.3071215965394684,101.0,0.1243655481027646,12.560920358379224,99.0,0.10739376911721482,10.631983142604268,13.19290350098349,2024-10,13.412872940026626,50.0,66.66666666666666,2024Q4,15.549638665354516,2025Q2,-7.983519403139353,4.0,"{""2024"": {""count"": 134, ""mean"": 0.20978, ""sum"": 28.110559}, ""2025"": {""count"": 66, ""mean"": -0.07451, ""sum"": -4.917656}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0099,Control,session x score_band,Premarket | 95+,"[{""feature"": ""session_name"", ""value"": ""Premarket""}, {""feature"": ""score_band"", ""value"": ""95+""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0100,Control,session x score_band,Open | 70-74,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",6,5,1,83.33333333333333,1.0215851890040122,6.129511134024073,9.91308499377449,0.6876980459970193,2.0,-0.6876980459970193,5,1,0,0.46732833282171554,0.1056216566734497,1.9375487213345748,False,0.014407375794415533,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0101,Control,session x score_band,Open | 75-79,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",33,14,19,42.42424242424242,-0.10255923554672904,-3.384454773042058,0.8014250588346048,8.943827883068334,2.0,-1.0,4,7,0,0.17756616636044126,-0.45058892161319386,0.24547045051973582,True,0.7182272258439618,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0102,Control,session x score_band,Open | 80-84,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0103,Control,session x score_band,Open | 85-89,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",29,14,15,48.275862068965516,0.09631966480538424,2.7932702793561432,1.1992262243396066,5.443867109686571,2.0,-1.0,4,6,0,0.22096319475042348,-0.3367681969054458,0.5294075265162143,False,0.331451673777829,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0104,Control,session x score_band,Open | 90-94,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0105,Control,session x score_band,Open | 95+,"[{""feature"": ""session_name"", ""value"": ""Open""}, {""feature"": ""score_band"", ""value"": ""95+""}]",27,10,17,37.03703703703704,-0.1887095375346826,-5.09515751343643,0.6742741141248225,8.382774696346425,2.0,-1.0,5,5,0,0.20717773016328386,-0.5947778886547189,0.21735881358535378,False,0.8188149578328037,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0106,Control,session x score_band,MidAM | 70-74,"[{""feature"": ""session_name"", ""value"": ""MidAM""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",3,1,2,33.333333333333336,0.2962971857304774,0.8888915571914322,1.800004322660501,1.1111084428085678,2.0,-1.0,1,2,0,0.8896599555680383,-1.4474363271828776,2.0400306986438324,False,0.3695499938939164,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0107,Control,session x score_band,MidAM | 75-79,"[{""feature"": ""session_name"", ""value"": ""MidAM""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",84,41,43,48.80952380952381,0.1305786104528088,10.968603278035939,1.3014049241126369,8.130764795091242,2.0,-1.0,8,6,0,0.1230415585134361,-0.11058284423352593,0.37174006513914354,True,0.14428675432291016,0.8605,-0.09804892130756322,0.37224936048595875,43.0,0.13355491128787833,5.742861185378768,41.0,0.12745712421115055,5.225742092657172,0.9686032780359404,2025-04,4.172889939977073,66.66666666666666,83.33333333333334,2025Q2,7.7418169499083325,2025Q1,-2.9596642262443535,3.0,"{""2024"": {""count"": 55, ""mean"": 0.112481, ""sum"": 6.186451}, ""2025"": {""count"": 29, ""mean"": 0.164902, ""sum"": 4.782153}}",0.9927819330416757,DESCRIPTIVE PATTERN
