direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
SHORT,WINNER,2.4306871532223595,2,2,2,BEARISH
LONG,LOSER,-1.0556927297668048,2,3,2,BULLISH
SHORT,LOSER,-1.0695801199657224,1,4,2,BEARISH
SHORT,WINNER,2.447443365695794,2,4,1,BEARISH
LONG,WINNER,2.3952933591231425,1,4,2,BULLISH
SHORT,LOSER,-1.1439716312056887,2,3,3,BEARISH
SHORT,LOSER,-1.1665641025640727,1,2,3,BEARISH
LONG,WINNER,2.317732884399587,1,2,2,BEARISH
LONG,WINNER,2.30871613663137,2,2,2,TRANSITION
LONG,LOSER,-1.1467028003613524,1,2,3,TRANSITION
SHORT,LOSER,-1.1912838633686298,3,4,2,BEARISH
SHORT,LOSER,-1.1665641025640727,2,4,1,BEARISH
LONG,LOSER,-1.1982905982905983,1,2,2,BULLISH
SHORT,LOSER,-1.1740621650589171,2,3,2,BEARISH
LONG,LOSER,-1.2506172839506398,2,4,1,BULLISH
LONG,LOSER,-1.1735042735043058,2,2,2,BEARISH
SHORT,WINNER,2.368608414239476,2,4,1,BEARISH
LONG,LOSER,-1.191962174940872,1,2,2,NEUTRAL
SHORT,WINNER,2.22659932659938,2,4,2,BEARISH
SHORT,WINNER,2.3219298245614377,1,4,1,BEARISH
SHORT,WINNER,2.2925925925926234,2,4,2,BEARISH
SHORT,WINNER,2.322513661202152,1,2,2,NEUTRAL
LONG,WINNER,2.364666666666673,2,2,2,NEUTRAL
LONG,LOSER,-1.0458368614168798,1,3,3,BULLISH
LONG,WINNER,2.3735202492211895,2,1,3,TRANSITION
SHORT,LOSER,-1.1471014492753855,2,2,3,NEUTRAL
LONG,WINNER,2.356410256410249,1,3,1,BULLISH
LONG,LOSER,-1.1665641025640727,1,2,2,BULLISH
SHORT,LOSER,-1.1596853490658527,2,2,2,TRANSITION
LONG,WINNER,2.405691056910569,0,4,2,BULLISH
LONG,LOSER,-1.1961352657004418,1,3,3,BULLISH
SHORT,LOSER,-1.2050505050505351,2,1,1,NEUTRAL
LONG,LOSER,-1.3165692007796195,2,2,1,NEUTRAL
LONG,LOSER,-1.2284106891702016,2,2,1,TRANSITION
SHORT,LOSER,-1.2565560821484756,2,3,3,BEARISH
SHORT,LOSER,-1.1912838633686298,3,4,1,BEARISH
LONG,WINNER,2.3219298245614377,2,2,2,NEUTRAL
SHORT,WINNER,2.2825970548861605,3,3,2,BEARISH
SHORT,WINNER,2.3264957264956942,3,4,0,BEARISH
SHORT,WINNER,2.2025641025641027,2,4,2,BEARISH
SHORT,WINNER,2.2615271659325136,2,2,2,TRANSITION
LONG,WINNER,2.3369477911646874,0,3,2,BULLISH
SHORT,WINNER,2.294949494949465,1,2,2,BEARISH
LONG,WINNER,2.368608414239476,2,2,2,BULLISH
SHORT,LOSER,-1.1447415329768045,2,2,1,TRANSITION
LONG,WINNER,2.35249772933699,2,3,3,BULLISH
SHORT,WINNER,2.349629629629654,2,4,2,BEARISH
LONG,WINNER,2.35249772933699,0,3,2,BULLISH
SHORT,LOSER,-1.1353333333333269,2,2,1,BULLISH
SHORT,LOSER,-1.1197640117994254,2,4,2,BEARISH
LONG,LOSER,-1.1235920852359373,1,3,2,BULLISH
LONG,LOSER,-1.1596853490658527,0,4,3,BULLISH
SHORT,LOSER,-1.2427503736920988,1,3,2,BEARISH
LONG,WINNER,2.3253763440860435,2,0,3,BEARISH
SHORT,WINNER,2.4383447228549775,0,3,2,BEARISH
SHORT,LOSER,-1.0502164502164502,3,4,1,BEARISH
SHORT,LOSER,-1.0652995577000357,0,2,2,NEUTRAL
SHORT,LOSER,-1.1261849261849148,0,2,2,TRANSITION
SHORT,WINNER,2.393856209150323,0,3,2,BEARISH
SHORT,WINNER,2.3100584795321377,1,4,1,BEARISH
LONG,WINNER,2.324811218985987,1,3,3,BULLISH
LONG,WINNER,2.3308333333333127,1,4,2,BULLISH
SHORT,WINNER,2.2636098981076747,3,4,1,BEARISH
SHORT,LOSER,-1.3866666666666667,0,2,2,TRANSITION
LONG,WINNER,2.146187363834378,2,3,1,BULLISH
LONG,LOSER,-1.474853801169429,0,4,2,BULLISH
SHORT,WINNER,2.045098039215686,2,2,1,BEARISH
LONG,WINNER,2.2625730994151443,1,2,2,TRANSITION
SHORT,WINNER,2.1975791433891008,2,4,2,BEARISH
LONG,LOSER,-1.206615776081379,2,4,1,BULLISH
SHORT,LOSER,-1.3058380414311948,1,1,2,NEUTRAL
LONG,WINNER,2.2901808785529556,3,4,2,BULLISH
LONG,LOSER,-1.2990791896869567,2,3,1,BULLISH
SHORT,WINNER,2.2446540880503614,1,3,2,BEARISH
LONG,WINNER,2.300246002459996,0,2,2,NEUTRAL
SHORT,LOSER,-1.2139657444005105,2,1,2,BEARISH
SHORT,LOSER,-1.189277389277402,0,4,2,BEARISH
LONG,WINNER,2.232013201320106,2,2,1,BULLISH
SHORT,LOSER,-1.2405925925925718,2,2,2,NEUTRAL
LONG,LOSER,-1.2082051282051127,2,2,1,BULLISH
SHORT,LOSER,-1.1751887810140127,0,4,2,BEARISH
SHORT,WINNER,2.441666666666663,1,4,2,BEARISH
LONG,WINNER,2.456344086021506,1,3,2,BULLISH
SHORT,LOSER,-1.0771130104463396,2,4,1,BEARISH
SHORT,WINNER,2.4280141843971688,2,2,2,BULLISH
SHORT,WINNER,2.435478744537146,0,4,2,BEARISH
SHORT,LOSER,-1.0600813910469875,3,2,2,TRANSITION
SHORT,WINNER,2.353693693693686,0,4,3,BEARISH
SHORT,LOSER,-1.132032520325222,2,1,2,NEUTRAL
LONG,WINNER,2.323669923995646,3,3,1,BULLISH
SHORT,LOSER,-1.1127777777777914,1,3,1,BEARISH
LONG,LOSER,-1.130128205128187,2,2,1,TRANSITION
SHORT,LOSER,-1.1377438507209432,1,4,2,BEARISH
LONG,WINNER,2.3895238095238094,3,4,1,BULLISH
LONG,WINNER,2.378078078078094,1,4,1,BULLISH
SHORT,LOSER,-1.0816490698843688,0,2,2,NEUTRAL
SHORT,LOSER,-1.1125433125433215,2,3,3,BEARISH
LONG,WINNER,2.37469135802468,1,1,2,TRANSITION
SHORT,LOSER,-1.1224736048265407,1,2,1,NEUTRAL
LONG,WINNER,2.386750348675044,3,3,1,BULLISH
SHORT,LOSER,-1.0978902953586498,2,1,3,NEUTRAL
LONG,LOSER,-1.0501699104108733,1,4,1,BULLISH
SHORT,WINNER,2.458958807177156,1,3,2,BEARISH
LONG,WINNER,2.4551876379690927,2,4,2,BULLISH
LONG,LOSER,-1.0460709219858164,1,2,2,NEUTRAL
SHORT,WINNER,2.4350140056022407,2,1,2,BULLISH
SHORT,LOSER,-1.0371794871794873,1,4,2,BEARISH
LONG,LOSER,-1.043099787685773,1,4,3,BULLISH
SHORT,WINNER,2.4612502982581708,0,2,2,NEUTRAL
LONG,LOSER,-1.0388888888888894,2,3,2,BULLISH
SHORT,LOSER,-1.2148148148148148,1,4,2,BEARISH
LONG,LOSER,-1.1109289617486426,1,2,2,BEARISH
SHORT,WINNER,2.3604810996563783,2,2,1,BEARISH
SHORT,WINNER,2.378078078078094,0,4,2,BEARISH
LONG,LOSER,-1.085383806519461,1,4,2,BULLISH
SHORT,LOSER,-1.1213751868460493,2,2,2,TRANSITION
LONG,LOSER,-1.1061437908496772,0,4,3,BULLISH
SHORT,LOSER,-1.1542260208926791,1,2,3,TRANSITION
LONG,WINNER,2.3752688172043013,1,4,1,BULLISH
LONG,LOSER,-1.1615920398010045,0,4,2,BULLISH
SHORT,WINNER,2.332404540763684,1,2,3,BEARISH
LONG,WINNER,2.3729264475743292,1,4,2,BULLISH
LONG,WINNER,2.350046168051684,2,2,2,BEARISH
SHORT,LOSER,-1.119236417033779,1,3,2,BEARISH
SHORT,LOSER,-1.1200295639319875,0,4,2,BEARISH
LONG,LOSER,-1.1063523248199165,2,2,2,NEUTRAL
SHORT,WINNER,2.4165896250641965,2,2,2,BEARISH
LONG,WINNER,2.4183509301156314,2,3,2,BULLISH
SHORT,LOSER,-1.0984242424242527,1,4,2,BEARISH
LONG,WINNER,2.3729264475743292,2,4,1,BULLISH
SHORT,WINNER,2.37469135802468,2,4,1,BEARISH
LONG,WINNER,2.3038647342995584,2,4,1,BULLISH
LONG,LOSER,-1.1134870719776333,2,4,2,BULLISH
LONG,LOSER,-1.0917514124293726,1,3,2,BULLISH
SHORT,LOSER,-1.0403077686770916,0,3,2,BEARISH
LONG,WINNER,2.457542483660131,1,4,2,BULLISH
SHORT,WINNER,2.451099066546222,2,4,2,BEARISH
LONG,LOSER,-1.0368003625651478,0,3,3,BULLISH
LONG,LOSER,-1.0568627450980392,3,1,1,NEUTRAL
SHORT,WINNER,2.453692614770459,1,4,3,BEARISH
LONG,WINNER,2.4360881542699726,1,4,1,BULLISH
LONG,LOSER,-1.065220883534141,2,4,2,BULLISH
SHORT,LOSER,-1.0933333333333364,1,1,3,NEUTRAL
LONG,WINNER,2.3895238095238094,2,2,1,TRANSITION
SHORT,WINNER,2.401932367149755,2,4,2,BEARISH
LONG,LOSER,-1.119236417033779,1,2,2,BULLISH
SHORT,WINNER,2.3579177602799866,1,4,1,BEARISH
SHORT,LOSER,-1.0956419316843378,2,2,2,NEUTRAL
LONG,WINNER,2.3308333333333127,2,3,1,BULLISH
SHORT,LOSER,-1.159215686274537,2,2,1,BULLISH
LONG,WINNER,2.3695582329317393,1,3,1,BULLISH
SHORT,WINNER,2.370494417862827,1,4,2,BEARISH
SHORT,WINNER,2.3701838529176475,3,2,1,NEUTRAL
SHORT,LOSER,-1.0663398692810504,0,3,2,BEARISH
LONG,WINNER,2.4114020731042065,2,3,2,BULLISH
SHORT,LOSER,-1.0733514001806628,2,1,2,BULLISH
SHORT,LOSER,-1.1187134502923926,2,3,2,BEARISH
LONG,WINNER,2.401932367149755,2,2,1,BULLISH
SHORT,WINNER,2.379703703703714,2,2,2,BULLISH
LONG,LOSER,-1.125599381283853,2,2,2,BULLISH
SHORT,LOSER,-1.1009950248756328,1,2,2,NEUTRAL
LONG,LOSER,-1.1059360730593608,1,4,1,BULLISH
LONG,WINNER,2.4050292397660917,1,4,1,BULLISH
SHORT,WINNER,2.463324299909665,2,2,2,BEARISH
SHORT,LOSER,-1.048593656493117,1,1,2,NEUTRAL
SHORT,WINNER,2.447898620468402,1,3,2,BEARISH
LONG,LOSER,-1.0519015659955258,0,2,2,NEUTRAL
SHORT,LOSER,-1.0710411198600194,1,2,2,TRANSITION
LONG,LOSER,-1.077003319108576,1,1,2,NEUTRAL
SHORT,WINNER,2.432837055417702,2,4,2,BEARISH
SHORT,LOSER,-1.0620084001527328,2,4,2,BEARISH
SHORT,WINNER,2.418473895582327,2,4,1,BEARISH
LONG,LOSER,-1.0555783709787805,1,1,2,TRANSITION
SHORT,LOSER,-1.0505919003115274,0,4,3,BEARISH
LONG,LOSER,-1.149953831948316,2,3,1,BULLISH
LONG,WINNER,2.3636439966414646,1,3,3,BULLISH
SHORT,WINNER,2.3528985507246145,1,2,3,NEUTRAL
LONG,LOSER,-1.110251188051591,0,4,2,BULLISH
LONG,WINNER,2.396692111959284,1,4,2,BULLISH
LONG,LOSER,-1.1713080168776266,1,4,2,BULLISH
SHORT,LOSER,-1.209009009009009,1,2,2,BEARISH
LONG,LOSER,-1.1298161470823522,0,3,2,BULLISH
LONG,LOSER,-1.1582846003898726,2,2,2,BEARISH
SHORT,WINNER,2.388384879725095,2,4,1,BEARISH
LONG,WINNER,2.3761250953470796,0,4,3,BULLISH
LONG,LOSER,-1.1276729559748604,2,2,2,NEUTRAL
LONG,WINNER,2.4515802027429916,1,4,2,BULLISH
LONG,LOSER,-1.0660162601626,2,2,2,BULLISH
SHORT,LOSER,-1.0689596602972382,0,4,2,BEARISH
LONG,LOSER,-1.07902676399027,1,4,2,BULLISH
LONG,WINNER,2.4210884353741497,2,4,1,BULLISH
SHORT,LOSER,-1.1451295799821117,1,2,2,NEUTRAL
LONG,WINNER,2.394682230869013,0,4,2,BULLISH
SHORT,LOSER,-1.143589743589751,1,3,3,BEARISH
LONG,WINNER,2.3802359882005746,2,4,2,BULLISH
LONG,WINNER,2.3611965811965674,1,4,1,BULLISH
LONG,LOSER,-1.153787878787862,1,3,1,BULLISH
SHORT,WINNER,2.3448901623686638,2,2,3,TRANSITION
SHORT,LOSER,-1.1665641025640727,1,4,3,BEARISH
LONG,LOSER,-1.1343258891646182,1,1,2,NEUTRAL
LONG,LOSER,-1.2106355382620293,2,3,1,BULLISH
SHORT,LOSER,-1.3538126361656222,2,3,3,BEARISH
LONG,LOSER,-1.10350541746336,0,3,2,BULLISH
LONG,LOSER,-1.1230303030303084,2,2,3,NEUTRAL
SHORT,LOSER,-1.2139657444005105,2,1,1,NEUTRAL
LONG,LOSER,-1.1822671156004132,2,1,2,BEARISH
SHORT,LOSER,-1.2174029451138393,2,3,2,BEARISH
LONG,WINNER,2.3126874279123664,2,2,2,BEARISH
SHORT,WINNER,2.417855336368237,2,1,1,NEUTRAL
LONG,WINNER,2.358659704090499,1,4,2,BULLISH
SHORT,LOSER,-1.1011838006230419,2,2,1,BEARISH
LONG,LOSER,-1.1230303030303084,2,3,1,BULLISH
LONG,WINNER,2.371111111111111,2,4,1,BULLISH
SHORT,WINNER,2.4013964784456694,2,4,2,BEARISH
LONG,WINNER,2.4395158286778384,0,4,2,BULLISH
LONG,LOSER,-1.03485726550762,2,1,1,NEUTRAL
SHORT,LOSER,-1.0401582591493588,1,2,2,BEARISH
SHORT,LOSER,-1.0472780203784595,2,3,1,BEARISH
LONG,LOSER,-1.0466264714326738,1,2,3,NEUTRAL
SHORT,WINNER,2.445209176788125,3,4,2,BEARISH
SHORT,WINNER,2.422776985259156,1,3,2,BEARISH
LONG,LOSER,-1.0647527910685761,1,2,2,NEUTRAL
SHORT,LOSER,-1.0497092133455797,2,3,1,BEARISH
LONG,WINNER,2.4337413300693562,1,3,2,BULLISH
SHORT,LOSER,-1.0694017094017043,1,2,2,TRANSITION
SHORT,LOSER,-1.1853881278539058,2,1,2,NEUTRAL
LONG,WINNER,2.3354609929078016,2,2,1,BULLISH
SHORT,WINNER,2.3158730158730156,2,4,1,BEARISH
LONG,WINNER,2.3775263951734593,0,3,2,BULLISH
LONG,WINNER,2.280836707152531,1,4,1,BULLISH
LONG,WINNER,2.314611872146094,1,4,1,BULLISH
LONG,WINNER,2.3384079601989955,1,4,1,BULLISH
SHORT,LOSER,-1.1363560033585356,2,3,2,BEARISH
LONG,LOSER,-1.122197140707288,2,1,2,TRANSITION
LONG,LOSER,-1.1798449612403101,2,2,2,BEARISH
LONG,LOSER,-1.163544813695852,1,3,2,BULLISH
SHORT,LOSER,-1.1395189003436217,2,1,3,NEUTRAL
LONG,LOSER,-1.0735507246376792,2,4,1,BULLISH
SHORT,LOSER,-1.0897733554449944,2,4,3,BEARISH
SHORT,WINNER,2.371111111111111,2,4,2,BEARISH
LONG,WINNER,2.4522633744855966,3,2,0,BULLISH
SHORT,LOSER,-1.0598158379373823,2,2,3,NEUTRAL
LONG,WINNER,2.3888432580424235,1,3,1,BULLISH
LONG,LOSER,-1.1098039215686144,2,2,2,BEARISH
SHORT,WINNER,2.3717219589257623,2,1,1,NEUTRAL
LONG,LOSER,-1.1241590214067168,2,2,3,BULLISH
SHORT,LOSER,-1.1384484228474068,2,3,1,BEARISH
SHORT,LOSER,-1.1363560033585356,2,2,2,TRANSITION
LONG,WINNER,2.3593939393939394,2,3,1,BULLISH
SHORT,LOSER,-1.127073552425671,1,2,2,NEUTRAL
LONG,LOSER,-1.2438438438438864,2,3,2,BULLISH
SHORT,LOSER,-1.3733333333334332,0,2,2,TRANSITION
LONG,WINNER,2.188888888888854,1,3,2,BULLISH
LONG,WINNER,2.250537634408602,2,2,1,BULLISH
LONG,WINNER,2.259407407407428,1,4,2,BULLISH
LONG,LOSER,-1.1961352657004418,0,3,2,BULLISH
SHORT,WINNER,2.3895238095238094,1,4,2,BEARISH
SHORT,LOSER,-1.094638694638701,1,4,1,BEARISH
LONG,WINNER,2.3329218106996086,2,3,3,BULLISH
LONG,WINNER,2.3775263951734593,2,3,1,BULLISH
LONG,LOSER,-1.158748778103635,2,2,3,TRANSITION
SHORT,WINNER,2.380763582966221,2,3,3,BEARISH
LONG,WINNER,2.363986599664985,1,3,2,BULLISH
SHORT,WINNER,2.4408378870673926,3,2,1,BEARISH
LONG,WINNER,2.453293068737415,3,4,2,BULLISH
SHORT,WINNER,2.4471869918699216,2,4,1,BEARISH
SHORT,LOSER,-1.0538104705102738,3,4,1,BEARISH
LONG,WINNER,2.4319932998324925,1,4,2,BULLISH
SHORT,WINNER,2.3786248131539507,1,2,2,NEUTRAL
LONG,LOSER,-1.1211036539895654,1,3,3,BULLISH
SHORT,LOSER,-1.1276729559748604,2,3,2,BEARISH
LONG,LOSER,-1.158748778103635,2,3,1,BULLISH
SHORT,WINNER,2.353297199638648,2,1,2,TRANSITION
LONG,WINNER,2.385067232837943,2,2,2,NEUTRAL
LONG,LOSER,-1.470724637680921,2,2,2,TRANSITION
SHORT,LOSER,-1.138095238095238,1,2,2,BEARISH
LONG,LOSER,-1.2427503736920988,0,4,2,BULLISH
LONG,LOSER,-1.2074074074073766,2,2,2,NEUTRAL
SHORT,LOSER,-1.237426900584856,2,3,1,BEARISH
SHORT,LOSER,-1.2910394265233887,0,4,2,BEARISH
SHORT,WINNER,2.1958801498128335,2,3,2,BEARISH
SHORT,WINNER,2.341251221896365,2,4,3,BEARISH
LONG,WINNER,2.298760842627057,1,2,2,NEUTRAL
SHORT,WINNER,2.3318840579710143,1,4,2,BEARISH
SHORT,LOSER,-1.1804444444444562,3,2,2,NEUTRAL
LONG,LOSER,-1.2042767295597634,1,1,2,TRANSITION
SHORT,WINNER,2.2615271659325136,0,4,3,BEARISH
SHORT,WINNER,2.324811218985987,2,4,2,BEARISH
LONG,LOSER,-1.1786578657865558,2,1,2,BEARISH
LONG,LOSER,-1.2182795698924218,1,3,2,BULLISH
SHORT,LOSER,-1.0574663835810367,2,4,1,BEARISH
LONG,LOSER,-1.0619374523264697,1,3,3,BULLISH
SHORT,LOSER,-1.0675821889304986,1,4,2,BEARISH
LONG,LOSER,-1.089922480620155,1,3,2,BULLISH
SHORT,WINNER,2.391516366065473,1,3,2,BEARISH
SHORT,WINNER,2.3313603322949015,1,4,2,BEARISH
LONG,WINNER,2.3439961575408,2,1,2,NEUTRAL
LONG,LOSER,-1.4401084010842191,1,3,2,BULLISH
SHORT,LOSER,-1.318431372548947,3,1,1,NEUTRAL
LONG,WINNER,2.1573839662445993,1,3,2,BULLISH
LONG,WINNER,2.1507526881720866,1,3,1,BULLISH
LONG,WINNER,2.2409888357256538,2,1,1,TRANSITION
SHORT,WINNER,2.2120567375886226,2,4,1,BEARISH
LONG,WINNER,2.2615271659325136,2,1,2,NEUTRAL
SHORT,WINNER,2.21657940663182,3,1,1,BULLISH
SHORT,LOSER,-1.3492473118279134,2,2,2,BEARISH
LONG,WINNER,1.9794871794870823,2,2,2,TRANSITION
SHORT,LOSER,-1.3447983014860718,1,2,2,NEUTRAL
LONG,WINNER,2.1214452214453754,0,4,2,BULLISH
SHORT,LOSER,-1.2706666666667454,1,3,2,BEARISH
LONG,WINNER,2.163768115942029,2,2,1,TRANSITION
SHORT,LOSER,-1.1940262843488785,0,4,2,BEARISH
LONG,WINNER,2.1777777777777776,1,4,2,BULLISH
LONG,WINNER,2.222393162393135,2,3,1,BULLISH
LONG,LOSER,-1.4262467191600399,2,1,2,BEARISH
LONG,LOSER,-1.2834205933681797,0,4,3,BULLISH
SHORT,LOSER,-1.334156378600783,1,1,2,NEUTRAL
LONG,LOSER,-1.2303546099291351,1,4,3,BULLISH
LONG,LOSER,-1.3785547785546244,1,4,1,BULLISH
LONG,LOSER,-1.2353623188405995,2,4,1,BULLISH
LONG,WINNER,2.260471976401221,2,2,2,NEUTRAL
SHORT,LOSER,-1.1091397849462408,1,1,3,BULLISH
SHORT,LOSER,-1.135672514619883,2,2,2,BEARISH
LONG,WINNER,2.3660066006600533,2,4,2,BULLISH
SHORT,WINNER,2.378352059925078,1,3,2,BEARISH
SHORT,WINNER,2.414884696016769,0,4,2,BEARISH
SHORT,LOSER,-1.0874528809908373,1,4,2,BEARISH
LONG,LOSER,-1.1542260208926791,2,1,1,TRANSITION
SHORT,LOSER,-1.1982905982905983,2,2,2,TRANSITION
LONG,WINNER,2.165843621399217,2,4,1,BULLISH
LONG,WINNER,1.9893081761007223,0,4,2,BULLISH
SHORT,WINNER,1.9744336569577308,2,3,1,BEARISH
SHORT,LOSER,-1.224619640387221,2,2,3,BEARISH
LONG,WINNER,2.285185185185185,3,1,2,BEARISH
SHORT,LOSER,-1.2438438438438864,2,1,2,TRANSITION
LONG,WINNER,2.2346405228758424,2,1,2,NEUTRAL
SHORT,WINNER,2.2615271659325136,1,1,3,TRANSITION
LONG,WINNER,2.2980099502487854,3,0,1,NEUTRAL
SHORT,WINNER,2.1834307992203805,2,2,1,NEUTRAL
SHORT,LOSER,-1.4790560471975578,2,4,2,BEARISH
LONG,LOSER,-1.3682539682539683,2,1,1,NEUTRAL
SHORT,LOSER,-1.2819444444443588,2,4,2,BEARISH
LONG,WINNER,2.1366890380314145,2,1,3,NEUTRAL
SHORT,LOSER,-1.2182795698924218,1,3,3,BEARISH
LONG,LOSER,-1.1822671156004132,2,1,1,NEUTRAL
SHORT,LOSER,-1.2139657444005105,1,4,2,BEARISH
LONG,LOSER,-1.227450980392157,2,2,2,BULLISH
SHORT,WINNER,2.1266666666665666,2,4,1,BEARISH
SHORT,LOSER,-1.3633109619685855,2,4,1,BEARISH
SHORT,LOSER,-1.458757062146968,1,4,1,BEARISH
SHORT,WINNER,2.104866180048494,2,4,2,BEARISH
SHORT,LOSER,-1.1533522190745733,2,1,2,NEUTRAL
SHORT,WINNER,2.434621578099842,1,2,3,NEUTRAL
LONG,LOSER,-1.0524040012907419,3,0,2,NEUTRAL
SHORT,LOSER,-1.0703944516688357,1,4,2,BEARISH
LONG,LOSER,-1.0875943905070065,1,2,2,TRANSITION
SHORT,WINNER,2.4082485875706277,0,3,2,BEARISH
SHORT,WINNER,2.3799704360680125,1,3,2,BEARISH
LONG,WINNER,2.407936507936508,2,2,2,BEARISH
SHORT,WINNER,2.3729264475743292,1,2,2,BULLISH
LONG,WINNER,2.388614540466406,3,1,1,TRANSITION
LONG,WINNER,2.4509661835748777,1,4,3,BULLISH
LONG,LOSER,-1.2012391573729428,2,4,1,BULLISH
LONG,LOSER,-1.2343434343434343,3,1,1,NEUTRAL
LONG,LOSER,-1.334156378600783,1,3,2,BULLISH
LONG,WINNER,2.275380359612779,2,4,1,BULLISH
SHORT,LOSER,-1.2035087719298245,1,1,2,NEUTRAL
LONG,LOSER,-1.225555555555519,3,2,1,BULLISH
SHORT,LOSER,-1.2264993026499118,1,3,2,BEARISH
LONG,LOSER,-1.2926126126125206,2,3,2,BULLISH
SHORT,WINNER,2.2516819571865665,0,3,3,BEARISH
LONG,LOSER,-1.2926126126125206,0,2,2,TRANSITION
SHORT,WINNER,2.232013201320106,1,4,1,BEARISH
SHORT,LOSER,-1.225555555555519,2,3,1,BEARISH
LONG,LOSER,-1.2834205933681797,0,3,3,BULLISH
LONG,LOSER,-1.3426160337554005,3,1,1,TRANSITION
LONG,WINNER,2.260471976401221,3,4,2,BULLISH
SHORT,WINNER,2.3636439966414646,1,4,2,BEARISH
SHORT,LOSER,-1.1495395948434783,2,2,1,TRANSITION
LONG,LOSER,-1.1582846003898726,1,3,2,BULLISH
SHORT,LOSER,-1.116165951359099,2,2,1,NEUTRAL
LONG,LOSER,-1.1696969696970005,3,3,2,BULLISH
SHORT,LOSER,-1.136013400335015,2,4,1,BEARISH
SHORT,LOSER,-1.0905239687848296,2,4,1,BEARISH
LONG,WINNER,2.379166666666667,2,2,0,NEUTRAL
SHORT,WINNER,2.410077519379845,2,2,1,TRANSITION
SHORT,LOSER,-1.1059360730593608,1,4,2,BEARISH
LONG,LOSER,-1.1216479400749222,2,3,2,BULLISH
SHORT,WINNER,2.450743099787686,2,2,1,BULLISH
LONG,WINNER,2.431907756813412,2,2,2,BEARISH
SHORT,LOSER,-1.0810379241516896,2,2,2,BULLISH
SHORT,WINNER,2.3901960784313854,1,4,2,BEARISH
SHORT,LOSER,-1.120296296296286,2,2,2,BEARISH
SHORT,LOSER,-1.2384728340674866,1,3,2,BEARISH
LONG,LOSER,-1.1873125720876334,1,3,2,BULLISH
SHORT,LOSER,-1.2284106891702016,1,2,2,NEUTRAL
SHORT,LOSER,-1.224619640387221,2,3,2,BEARISH
LONG,LOSER,-1.2303546099291351,2,3,3,BULLISH
SHORT,WINNER,2.1941619585688055,1,3,1,BEARISH
LONG,WINNER,2.3504604051565217,1,4,2,BULLISH
SHORT,LOSER,-1.2074074074073766,1,3,2,BEARISH
SHORT,LOSER,-1.1681159420289855,2,3,2,BEARISH
LONG,WINNER,2.2860342555994895,1,4,2,BULLISH
SHORT,LOSER,-1.130128205128187,1,4,2,BEARISH
SHORT,LOSER,-1.1000616142945092,0,4,2,BEARISH
LONG,LOSER,-1.1691666666666871,2,2,1,NEUTRAL
SHORT,WINNER,2.297253433208504,2,2,2,NEUTRAL
LONG,WINNER,2.3113821138211383,2,3,2,BULLISH
SHORT,WINNER,2.3009803921568484,2,3,2,BEARISH
LONG,LOSER,-1.176906318082811,2,3,3,BULLISH
SHORT,LOSER,-1.167595459236316,1,3,1,BEARISH
LONG,WINNER,2.3417153996101274,2,1,2,NEUTRAL
SHORT,WINNER,2.4350919264588344,1,1,2,NEUTRAL
SHORT,LOSER,-1.048945147679325,0,4,2,BEARISH
LONG,LOSER,-1.0562716562716528,0,3,2,BULLISH
SHORT,WINNER,2.42614824920418,1,4,1,BEARISH
LONG,WINNER,2.4320786281890405,2,1,1,NEUTRAL
LONG,LOSER,-1.1063523248199165,0,4,2,BULLISH
SHORT,LOSER,-1.1043031470777096,0,2,2,BEARISH
LONG,LOSER,-1.1295055821371731,0,4,2,BULLISH
SHORT,WINNER,2.4031604054859836,2,4,2,BEARISH
LONG,WINNER,2.3815463165572677,3,1,1,NEUTRAL
SHORT,LOSER,-1.0989640463132202,2,4,2,BEARISH
SHORT,LOSER,-1.0821446636317629,1,2,1,TRANSITION
SHORT,LOSER,-1.1495395948434783,0,4,2,BEARISH
SHORT,WINNER,2.385067232837943,2,4,2,BEARISH
LONG,WINNER,2.381025641025641,2,0,3,NEUTRAL
SHORT,LOSER,-1.1879629629629502,1,4,2,BEARISH
LONG,LOSER,-1.219163292847469,2,2,3,NEUTRAL
SHORT,WINNER,2.3276008492568896,1,4,1,BEARISH
LONG,LOSER,-1.189941520467862,2,3,2,BULLISH
LONG,LOSER,-1.1786578657865558,1,2,3,BULLISH
LONG,LOSER,-1.302420856610899,2,1,2,NEUTRAL
LONG,WINNER,2.279047619047619,3,1,1,NEUTRAL
LONG,LOSER,-1.2227709190672509,1,3,2,BULLISH
SHORT,WINNER,2.2625730994151443,2,3,1,BEARISH
LONG,WINNER,2.289364461737971,2,3,2,BULLISH
SHORT,LOSER,-1.2990791896869567,2,3,1,BEARISH
LONG,LOSER,-1.1373942470389036,2,1,3,NEUTRAL
SHORT,LOSER,-1.12056421677802,2,4,2,BEARISH
LONG,LOSER,-1.0928530588907885,2,2,2,NEUTRAL
SHORT,LOSER,-1.1487179487179486,2,2,1,TRANSITION
LONG,WINNER,2.3611965811965674,3,2,1,BULLISH
LONG,WINNER,2.320750551876391,0,4,2,BULLISH
LONG,WINNER,2.2676680972818697,3,4,2,BULLISH
SHORT,WINNER,2.2120567375886226,0,3,2,BEARISH
LONG,LOSER,-1.2438438438438864,1,2,1,TRANSITION
SHORT,LOSER,-1.2082051282051127,2,3,0,BEARISH
