setup_id,5m_take_j,5m_arm_j,direction,5m_take_m1_i,5m_arm_m1_i,5m_take_price,5m_take_ts,5m_arm_ts,matched_opportunity_id,classification
S58B-019063,190040,190036,SHORT,946692,946672,10066.75,2020-06-19 06:45:00-05:00,2020-06-19 06:25:00-05:00,OPP_00946728_SHORT,DIRECTION_DISAGREEMENT
S58B-019105,190384,190379,LONG,948412,948387,10091.0,2020-06-22 12:40:00-05:00,2020-06-22 12:15:00-05:00,OPP_00948454_LONG,DIRECTION_DISAGREEMENT
S58B-019112,190479,190478,SHORT,948887,948882,10106.75,2020-06-22 21:50:00-05:00,2020-06-22 21:45:00-05:00,OPP_00948929_SHORT,DIRECTION_DISAGREEMENT
S58B-019113,190503,190501,SHORT,949007,948997,10109.5,2020-06-22 23:50:00-05:00,2020-06-22 23:40:00-05:00,OPP_00949048_SHORT,DIRECTION_DISAGREEMENT
S58B-019140,190717,190716,SHORT,950077,950072,10180.75,2020-06-23 18:55:00-05:00,2020-06-23 18:50:00-05:00,OPP_00950136_SHORT,DIRECTION_DISAGREEMENT
S58B-019143,190747,190746,LONG,950227,950222,10199.0,2020-06-23 21:25:00-05:00,2020-06-23 21:20:00-05:00,OPP_00950264_LONG,DIRECTION_DISAGREEMENT
S58B-019162,190935,190934,SHORT,951167,951162,9984.25,2020-06-24 13:05:00-05:00,2020-06-24 13:00:00-05:00,OPP_00951199_SHORT,DIRECTION_DISAGREEMENT
S58B-019165,190971,190968,LONG,951347,951332,10003.5,2020-06-24 17:20:00-05:00,2020-06-24 17:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019188,191307,191303,SHORT,953027,953007,10093.25,2020-06-25 22:35:00-05:00,2020-06-25 22:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019189,191332,191330,LONG,953152,953142,10099.5,2020-06-26 00:40:00-05:00,2020-06-26 00:30:00-05:00,OPP_00953199_LONG,DIRECTION_DISAGREEMENT
S58B-019295,192446,192445,LONG,958714,958709,10322.75,2020-07-02 04:20:00-05:00,2020-07-02 04:15:00-05:00,OPP_00958764_LONG,DIRECTION_DISAGREEMENT
S58B-019304,192587,192582,SHORT,959419,959394,10355.0,2020-07-02 17:20:00-05:00,2020-07-02 15:55:00-05:00,OPP_00959451_SHORT,DIRECTION_DISAGREEMENT
S58B-019406,193607,193605,SHORT,964519,964509,10567.5,2020-07-08 13:50:00-05:00,2020-07-08 13:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019415,193685,193684,SHORT,964909,964904,10647.75,2020-07-08 21:35:00-05:00,2020-07-08 21:30:00-05:00,OPP_00964874_SHORT,DIRECTION_DISAGREEMENT
S58B-019438,193931,193930,LONG,966139,966134,10753.0,2020-07-09 19:20:00-05:00,2020-07-09 19:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019448,194003,194002,SHORT,966499,966494,10662.75,2020-07-10 01:20:00-05:00,2020-07-10 01:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019486,194395,194394,LONG,968459,968454,11031.25,2020-07-13 11:15:00-05:00,2020-07-13 11:10:00-05:00,OPP_00968504_LONG,DIRECTION_DISAGREEMENT
S58B-019501,194559,194555,LONG,969279,969259,10662.5,2020-07-14 02:10:00-05:00,2020-07-14 01:50:00-05:00,OPP_00969331_LONG,DIRECTION_DISAGREEMENT
S58B-019508,194653,194652,SHORT,969749,969744,10500.0,2020-07-14 10:00:00-05:00,2020-07-14 09:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019518,194744,194738,LONG,970204,970174,10712.0,2020-07-14 18:50:00-05:00,2020-07-14 18:20:00-05:00,OPP_00970235_LONG,DIRECTION_DISAGREEMENT
S58B-019526,194799,194797,SHORT,970479,970469,10679.25,2020-07-14 23:25:00-05:00,2020-07-14 23:15:00-05:00,OPP_00970531_SHORT,DIRECTION_DISAGREEMENT
S58B-019570,195243,195242,LONG,972699,972694,10609.0,2020-07-16 13:40:00-05:00,2020-07-16 13:35:00-05:00,OPP_00972736_LONG,DIRECTION_DISAGREEMENT
S58B-019595,195445,195444,SHORT,973709,973704,10611.25,2020-07-17 07:45:00-05:00,2020-07-17 07:40:00-05:00,OPP_00973753_SHORT,DIRECTION_DISAGREEMENT
S58B-019722,196765,196758,SHORT,980309,980274,10429.75,2020-07-24 04:00:00-05:00,2020-07-24 03:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019820,197791,197781,SHORT,985439,985389,10667.5,2020-07-29 22:30:00-05:00,2020-07-29 21:40:00-05:00,OPP_00985478_SHORT,DIRECTION_DISAGREEMENT
S58B-019857,198163,198152,SHORT,987299,987244,10905.5,2020-07-31 06:45:00-05:00,2020-07-31 05:50:00-05:00,OPP_00987245_SHORT,DIRECTION_DISAGREEMENT
S58B-019908,198890,198888,LONG,990933,990923,11098.0,2020-08-04 23:05:00-05:00,2020-08-04 22:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019969,199510,199508,SHORT,994031,994021,11199.5,2020-08-07 05:15:00-05:00,2020-08-07 05:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020066,200617,200610,SHORT,999566,999531,11127.0,2020-08-13 06:30:00-05:00,2020-08-13 05:55:00-05:00,OPP_00999609_SHORT,DIRECTION_DISAGREEMENT
S58B-020085,200764,200755,LONG,1000301,1000256,11204.0,2020-08-13 20:00:00-05:00,2020-08-13 19:15:00-05:00,OPP_01000333_LONG,DIRECTION_DISAGREEMENT
S58B-020092,200839,200833,LONG,1000676,1000646,11198.75,2020-08-14 02:15:00-05:00,2020-08-14 01:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020100,200965,200961,LONG,1001306,1001286,11157.0,2020-08-14 12:45:00-05:00,2020-08-14 12:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020131,201269,201268,LONG,1002825,1002820,11288.0,2020-08-17 15:35:00-05:00,2020-08-17 15:30:00-05:00,OPP_01002879_LONG,DIRECTION_DISAGREEMENT
S58B-020165,201601,201599,LONG,1004484,1004474,11419.0,2020-08-18 21:30:00-05:00,2020-08-18 21:20:00-05:00,OPP_01004451_LONG,DIRECTION_DISAGREEMENT
S58B-020179,201727,201726,SHORT,1005114,1005109,11378.75,2020-08-19 08:00:00-05:00,2020-08-19 07:55:00-05:00,OPP_01005150_SHORT,DIRECTION_DISAGREEMENT
S58B-020221,202141,202140,LONG,1007184,1007179,11503.75,2020-08-20 21:00:00-05:00,2020-08-20 20:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020236,202280,202273,SHORT,1007879,1007844,11463.75,2020-08-21 08:35:00-05:00,2020-08-21 08:00:00-05:00,OPP_01007912_SHORT,DIRECTION_DISAGREEMENT
S58B-020290,202839,202832,SHORT,1010674,1010639,11631.5,2020-08-25 09:40:00-05:00,2020-08-25 09:05:00-05:00,OPP_01010716_SHORT,DIRECTION_DISAGREEMENT
S58B-020313,203032,203031,SHORT,1011639,1011634,11737.0,2020-08-26 03:00:00-05:00,2020-08-26 02:55:00-05:00,OPP_01011681_SHORT,DIRECTION_DISAGREEMENT
S58B-020332,203283,203279,SHORT,1012894,1012874,11954.0,2020-08-27 01:10:00-05:00,2020-08-27 00:50:00-05:00,OPP_01012855_SHORT,DIRECTION_DISAGREEMENT
S58B-020386,203921,203914,SHORT,1016083,1016048,12029.0,2020-08-31 08:50:00-05:00,2020-08-31 08:15:00-05:00,OPP_01016023_SHORT,DIRECTION_DISAGREEMENT
S58B-020395,204007,204006,SHORT,1016513,1016508,12101.5,2020-08-31 17:15:00-05:00,2020-08-31 17:10:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020421,204191,204190,SHORT,1017433,1017428,12163.75,2020-09-01 08:35:00-05:00,2020-09-01 08:30:00-05:00,OPP_01017488_SHORT,DIRECTION_DISAGREEMENT
S58B-020501,204918,204917,LONG,1021068,1021063,11689.5,2020-09-04 00:55:00-05:00,2020-09-04 00:50:00-05:00,OPP_01021119_LONG,DIRECTION_DISAGREEMENT
S58B-020536,205348,205346,LONG,1023218,1023208,11565.25,2020-09-07 19:00:00-05:00,2020-09-07 18:50:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020566,205547,205545,SHORT,1024213,1024203,11243.25,2020-09-08 11:35:00-05:00,2020-09-08 11:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020574,205648,205647,LONG,1024718,1024713,11139.0,2020-09-08 21:15:00-05:00,2020-09-08 21:10:00-05:00,OPP_01024761_LONG,DIRECTION_DISAGREEMENT
S58B-020581,205723,205722,SHORT,1025093,1025088,11236.5,2020-09-09 03:30:00-05:00,2020-09-09 03:25:00-05:00,OPP_01025050_SHORT,DIRECTION_DISAGREEMENT
S58B-020584,205762,205761,SHORT,1025288,1025283,11209.25,2020-09-09 06:45:00-05:00,2020-09-09 06:40:00-05:00,OPP_01025320_SHORT,DIRECTION_DISAGREEMENT
S58B-020603,205979,205977,LONG,1026373,1026363,11432.25,2020-09-10 02:05:00-05:00,2020-09-10 01:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020754,207566,207565,SHORT,1034304,1034299,11076.5,2020-09-17 21:50:00-05:00,2020-09-17 21:45:00-05:00,OPP_01034342_SHORT,DIRECTION_DISAGREEMENT
S58B-020760,207637,207635,SHORT,1034659,1034649,11103.0,2020-09-18 03:45:00-05:00,2020-09-18 03:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020761,207644,207641,SHORT,1034694,1034679,11120.5,2020-09-18 04:20:00-05:00,2020-09-18 04:05:00-05:00,OPP_01034725_SHORT,DIRECTION_DISAGREEMENT
S58B-020777,207772,207771,SHORT,1035334,1035329,10911.25,2020-09-18 15:00:00-05:00,2020-09-18 14:55:00-05:00,OPP_01035382_SHORT,DIRECTION_DISAGREEMENT
S58B-020871,208629,208625,SHORT,1039619,1039599,10778.0,2020-09-23 19:25:00-05:00,2020-09-23 19:05:00-05:00,OPP_01039658_SHORT,DIRECTION_DISAGREEMENT
S58B-020899,208881,208878,SHORT,1040879,1040864,10929.75,2020-09-24 17:40:00-05:00,2020-09-24 17:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-020939,209188,209182,SHORT,1042414,1042384,11163.25,2020-09-27 20:30:00-05:00,2020-09-27 20:00:00-05:00,OPP_01042376_SHORT,DIRECTION_DISAGREEMENT
S58B-020940,209201,209199,LONG,1042479,1042469,11177.0,2020-09-27 21:35:00-05:00,2020-09-27 21:25:00-05:00,OPP_01042531_LONG,DIRECTION_DISAGREEMENT
S58B-020973,209468,209466,LONG,1043814,1043804,11420.0,2020-09-28 21:05:00-05:00,2020-09-28 20:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-021033,210249,210248,LONG,1047719,1047714,11590.0,2020-10-01 17:55:00-05:00,2020-10-01 17:50:00-05:00,,DIRECTION_DISAGREEMENT
S58B-021063,210551,210549,LONG,1049229,1049219,11350.5,2020-10-04 20:20:00-05:00,2020-10-04 20:10:00-05:00,OPP_01049197_LONG,DIRECTION_DISAGREEMENT
S58B-021139,211367,211364,LONG,1053309,1053294,11492.5,2020-10-07 20:05:00-05:00,2020-10-07 19:50:00-05:00,OPP_01053261_LONG,DIRECTION_DISAGREEMENT
S58B-021214,212156,212153,LONG,1057254,1057239,12105.25,2020-10-12 17:35:00-05:00,2020-10-12 17:20:00-05:00,OPP_01057222_LONG,DIRECTION_DISAGREEMENT
S58B-021215,212187,212185,SHORT,1057409,1057399,12060.0,2020-10-12 20:10:00-05:00,2020-10-12 20:00:00-05:00,OPP_01057445_SHORT,DIRECTION_DISAGREEMENT
S58B-021234,212308,212307,LONG,1058014,1058009,12219.5,2020-10-13 06:15:00-05:00,2020-10-13 06:10:00-05:00,OPP_01058074_LONG,DIRECTION_DISAGREEMENT
S58B-021249,212395,212394,SHORT,1058449,1058444,12066.25,2020-10-13 13:30:00-05:00,2020-10-13 13:25:00-05:00,OPP_01058394_SHORT,DIRECTION_DISAGREEMENT
S58B-021286,212766,212765,SHORT,1060304,1060299,11878.5,2020-10-14 22:55:00-05:00,2020-10-14 22:50:00-05:00,OPP_01060357_SHORT,DIRECTION_DISAGREEMENT
S58B-021331,213209,213205,LONG,1062519,1062499,11932.0,2020-10-16 13:05:00-05:00,2020-10-16 12:45:00-05:00,OPP_01062564_LONG,DIRECTION_DISAGREEMENT
S58B-021335,213336,213335,LONG,1063154,1063149,11900.0,2020-10-19 00:55:00-05:00,2020-10-19 00:50:00-05:00,OPP_01063203_LONG,DIRECTION_DISAGREEMENT
S58B-021353,213504,213503,SHORT,1063994,1063989,11629.75,2020-10-19 14:55:00-05:00,2020-10-19 14:50:00-05:00,,DIRECTION_DISAGREEMENT
S58B-021393,214052,214044,LONG,1066734,1066694,11697.5,2020-10-21 15:05:00-05:00,2020-10-21 14:25:00-05:00,OPP_01066787_LONG,DIRECTION_DISAGREEMENT
S58B-021394,214060,214057,SHORT,1066774,1066759,11676.75,2020-10-21 17:00:00-05:00,2020-10-21 15:45:00-05:00,OPP_01066826_SHORT,DIRECTION_DISAGREEMENT
S58B-021432,214500,214493,SHORT,1068974,1068939,11670.75,2020-10-23 06:55:00-05:00,2020-10-23 06:20:00-05:00,OPP_01068938_SHORT,DIRECTION_DISAGREEMENT
S58B-021471,215018,215014,SHORT,1071564,1071544,11533.25,2020-10-27 04:35:00-05:00,2020-10-27 04:15:00-05:00,OPP_01071532_SHORT,DIRECTION_DISAGREEMENT
S58B-021575,216129,216126,LONG,1077118,1077103,11168.0,2020-11-02 06:10:00-06:00,2020-11-02 05:55:00-06:00,OPP_01077172_LONG,DIRECTION_DISAGREEMENT
S58B-021637,216764,216763,SHORT,1080292,1080287,11781.0,2020-11-04 13:35:00-06:00,2020-11-04 13:30:00-06:00,OPP_01080331_SHORT,DIRECTION_DISAGREEMENT
S58B-021727,217679,217678,SHORT,1084866,1084861,11714.0,2020-11-09 22:50:00-06:00,2020-11-09 22:45:00-06:00,OPP_01084917_SHORT,DIRECTION_DISAGREEMENT
S58B-021945,220015,220014,LONG,1096546,1096541,11992.0,2020-11-20 11:30:00-06:00,2020-11-20 11:25:00-06:00,OPP_01096514_LONG,DIRECTION_DISAGREEMENT
S58B-021958,220195,220194,LONG,1097446,1097441,11953.75,2020-11-23 03:45:00-06:00,2020-11-23 03:40:00-06:00,OPP_01097395_LONG,DIRECTION_DISAGREEMENT
S58B-021959,220205,220201,LONG,1097496,1097476,11953.0,2020-11-23 04:35:00-06:00,2020-11-23 04:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-021978,220416,220413,LONG,1098551,1098536,11971.0,2020-11-23 23:25:00-06:00,2020-11-23 23:10:00-06:00,,DIRECTION_DISAGREEMENT
S58B-021999,220605,220602,SHORT,1099496,1099481,12078.75,2020-11-24 15:10:00-06:00,2020-11-24 14:55:00-06:00,OPP_01099465_SHORT,DIRECTION_DISAGREEMENT
S58B-022061,221214,221211,LONG,1102541,1102526,12186.25,2020-11-27 01:25:00-06:00,2020-11-27 01:10:00-06:00,OPP_01102581_LONG,DIRECTION_DISAGREEMENT
S58B-022089,221553,221552,SHORT,1104236,1104231,12154.75,2020-11-30 10:25:00-06:00,2020-11-30 10:20:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022157,222185,222176,LONG,1107396,1107351,12467.25,2020-12-02 18:50:00-06:00,2020-12-02 18:05:00-06:00,OPP_01107445_LONG,DIRECTION_DISAGREEMENT
S58B-022243,223053,223048,SHORT,1111736,1111711,12566.75,2020-12-07 22:55:00-06:00,2020-12-07 22:30:00-06:00,OPP_01111785_SHORT,DIRECTION_DISAGREEMENT
S58B-022303,223637,223629,SHORT,1114656,1114616,12322.75,2020-12-10 02:05:00-06:00,2020-12-10 01:25:00-06:00,OPP_01114615_SHORT,DIRECTION_DISAGREEMENT
S58B-022327,223861,223857,SHORT,1115776,1115756,12369.0,2020-12-10 22:00:00-06:00,2020-12-10 21:40:00-06:00,OPP_01115728_SHORT,DIRECTION_DISAGREEMENT
S58B-022328,223866,223865,SHORT,1115801,1115796,12368.0,2020-12-10 22:25:00-06:00,2020-12-10 22:20:00-06:00,OPP_01115851_SHORT,DIRECTION_DISAGREEMENT
S58B-022337,223965,223963,SHORT,1116296,1116286,12308.5,2020-12-11 06:40:00-06:00,2020-12-11 06:30:00-06:00,OPP_01116328_SHORT,DIRECTION_DISAGREEMENT
S58B-022365,224361,224360,LONG,1118276,1118271,12470.75,2020-12-14 18:10:00-06:00,2020-12-14 18:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022379,224489,224486,LONG,1118916,1118901,12504.25,2020-12-15 04:50:00-06:00,2020-12-15 04:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022400,224748,224745,LONG,1120208,1120193,12640.25,2020-12-16 03:40:00-06:00,2020-12-16 03:25:00-06:00,OPP_01120245_LONG,DIRECTION_DISAGREEMENT
S58B-022411,224816,224815,SHORT,1120548,1120543,12592.75,2020-12-16 09:20:00-06:00,2020-12-16 09:15:00-06:00,OPP_01120582_SHORT,DIRECTION_DISAGREEMENT
S58B-022422,224950,224937,SHORT,1121218,1121153,12692.5,2020-12-16 21:45:00-06:00,2020-12-16 20:40:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022496,225764,225759,LONG,1125288,1125263,12711.5,2020-12-21 21:20:00-06:00,2020-12-21 20:55:00-06:00,OPP_01125240_LONG,DIRECTION_DISAGREEMENT
S58B-022518,225984,225980,SHORT,1126388,1126368,12707.25,2020-12-22 15:55:00-06:00,2020-12-22 15:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022537,226290,226288,SHORT,1127918,1127908,12656.0,2020-12-23 19:40:00-06:00,2020-12-23 19:30:00-06:00,OPP_01127968_SHORT,DIRECTION_DISAGREEMENT
S58B-022611,227013,227011,SHORT,1131533,1131523,12843.75,2020-12-29 13:55:00-06:00,2020-12-29 13:45:00-06:00,OPP_01131580_SHORT,DIRECTION_DISAGREEMENT
S58B-022625,227220,227219,LONG,1132568,1132563,12897.0,2020-12-30 08:25:00-06:00,2020-12-30 08:20:00-06:00,OPP_01132618_LONG,DIRECTION_DISAGREEMENT
S58B-022633,227300,227299,SHORT,1132968,1132963,12835.5,2020-12-30 15:05:00-06:00,2020-12-30 15:00:00-06:00,,DIRECTION_DISAGREEMENT
S58B-022661,227655,227652,LONG,1134743,1134728,12874.25,2021-01-03 23:10:00-06:00,2021-01-03 22:55:00-06:00,OPP_01134786_LONG,DIRECTION_DISAGREEMENT
S58B-022683,227877,227865,SHORT,1135853,1135793,12693.75,2021-01-04 18:55:00-06:00,2021-01-04 17:55:00-06:00,OPP_01135808_SHORT,DIRECTION_DISAGREEMENT
S58B-022727,228356,228355,LONG,1138248,1138243,12761.5,2021-01-06 12:05:00-06:00,2021-01-06 12:00:00-06:00,OPP_01138282_LONG,DIRECTION_DISAGREEMENT
S58B-022772,228781,228780,LONG,1140373,1140368,12984.25,2021-01-08 02:00:00-06:00,2021-01-08 01:55:00-06:00,OPP_01140405_LONG,DIRECTION_DISAGREEMENT
S58B-022814,229160,229154,SHORT,1142268,1142238,12969.25,2021-01-11 10:50:00-06:00,2021-01-11 10:20:00-06:00,OPP_01142313_SHORT,DIRECTION_DISAGREEMENT
S58B-022826,229304,229303,SHORT,1142988,1142983,12916.75,2021-01-12 00:05:00-06:00,2021-01-12 00:00:00-06:00,OPP_01143037_SHORT,DIRECTION_DISAGREEMENT
S58B-023014,231187,231186,SHORT,1152403,1152398,13353.25,2021-01-21 01:30:00-06:00,2021-01-21 01:25:00-06:00,OPP_01152446_SHORT,DIRECTION_DISAGREEMENT
S58B-023029,231368,231367,SHORT,1153308,1153303,13382.5,2021-01-21 17:50:00-06:00,2021-01-21 17:45:00-06:00,OPP_01153351_SHORT,DIRECTION_DISAGREEMENT
S58B-023075,231826,231825,LONG,1155598,1155593,13532.0,2021-01-25 09:15:00-06:00,2021-01-25 09:10:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023133,232443,232442,SHORT,1158682,1158677,12969.5,2021-01-27 15:10:00-06:00,2021-01-27 15:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023183,232803,232802,SHORT,1160482,1160477,12991.25,2021-01-28 23:40:00-06:00,2021-01-28 23:35:00-06:00,OPP_01160451_SHORT,DIRECTION_DISAGREEMENT
S58B-023249,233442,233437,SHORT,1163677,1163652,13340.5,2021-02-02 07:25:00-06:00,2021-02-02 07:00:00-06:00,OPP_01163708_SHORT,DIRECTION_DISAGREEMENT
S58B-023280,233750,233749,SHORT,1165217,1165212,13439.0,2021-02-03 10:20:00-06:00,2021-02-03 10:15:00-06:00,OPP_01165179_SHORT,DIRECTION_DISAGREEMENT
S58B-023284,233802,233787,LONG,1165477,1165402,13430.0,2021-02-03 14:40:00-06:00,2021-02-03 13:25:00-06:00,OPP_01165527_LONG,DIRECTION_DISAGREEMENT
S58B-023298,233946,233941,LONG,1166197,1166172,13440.5,2021-02-04 03:55:00-06:00,2021-02-04 03:30:00-06:00,OPP_01166236_LONG,DIRECTION_DISAGREEMENT
S58B-023307,234017,234016,SHORT,1166552,1166547,13441.25,2021-02-04 09:50:00-06:00,2021-02-04 09:45:00-06:00,OPP_01166521_SHORT,DIRECTION_DISAGREEMENT
S58B-023308,234027,234021,SHORT,1166602,1166572,13440.0,2021-02-04 10:40:00-06:00,2021-02-04 10:10:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023317,234140,234138,LONG,1167167,1167157,13578.5,2021-02-04 21:20:00-06:00,2021-02-04 21:10:00-06:00,OPP_01167134_LONG,DIRECTION_DISAGREEMENT
S58B-023320,234164,234163,SHORT,1167287,1167282,13583.25,2021-02-04 23:20:00-06:00,2021-02-04 23:15:00-06:00,OPP_01167252_SHORT,DIRECTION_DISAGREEMENT
S58B-023332,234286,234285,SHORT,1167897,1167892,13537.0,2021-02-05 09:30:00-06:00,2021-02-05 09:25:00-06:00,OPP_01167838_SHORT,DIRECTION_DISAGREEMENT
S58B-023333,234295,234294,SHORT,1167942,1167937,13548.75,2021-02-05 10:15:00-06:00,2021-02-05 10:10:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023354,234540,234538,SHORT,1169167,1169157,13657.25,2021-02-08 07:55:00-06:00,2021-02-08 07:45:00-06:00,OPP_01169206_SHORT,DIRECTION_DISAGREEMENT
S58B-023387,234913,234907,LONG,1171032,1171002,13692.0,2021-02-09 17:30:00-06:00,2021-02-09 17:00:00-06:00,OPP_01170977_LONG,DIRECTION_DISAGREEMENT
S58B-023396,235038,235028,LONG,1171657,1171607,13743.75,2021-02-10 03:55:00-06:00,2021-02-10 03:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023422,235285,235276,SHORT,1172891,1172846,13659.0,2021-02-11 01:45:00-06:00,2021-02-11 01:00:00-06:00,OPP_01172845_SHORT,DIRECTION_DISAGREEMENT
S58B-023448,235552,235551,SHORT,1174226,1174221,13705.75,2021-02-12 01:15:00-06:00,2021-02-12 01:10:00-06:00,OPP_01174259_SHORT,DIRECTION_DISAGREEMENT
S58B-023549,236501,236500,LONG,1178970,1178965,13702.5,2021-02-17 17:05:00-06:00,2021-02-17 17:00:00-06:00,OPP_01179015_LONG,DIRECTION_DISAGREEMENT
S58B-023623,237174,237173,SHORT,1182335,1182330,13397.75,2021-02-22 03:40:00-06:00,2021-02-22 03:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023672,237804,237793,SHORT,1185485,1185430,13148.75,2021-02-24 10:40:00-06:00,2021-02-24 09:45:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023700,238100,238099,SHORT,1186965,1186960,12935.25,2021-02-25 12:35:00-06:00,2021-02-25 12:30:00-06:00,OPP_01187021_SHORT,DIRECTION_DISAGREEMENT
S58B-023747,238521,238520,LONG,1189070,1189065,13114.25,2021-03-01 02:10:00-06:00,2021-03-01 02:05:00-06:00,OPP_01189112_LONG,DIRECTION_DISAGREEMENT
S58B-023761,238636,238635,LONG,1189645,1189640,13226.0,2021-03-01 11:45:00-06:00,2021-03-01 11:40:00-06:00,OPP_01189676_LONG,DIRECTION_DISAGREEMENT
S58B-023808,239088,239081,LONG,1191905,1191870,13151.5,2021-03-03 03:55:00-06:00,2021-03-03 03:20:00-06:00,OPP_01191957_LONG,DIRECTION_DISAGREEMENT
S58B-023830,239225,239224,SHORT,1192590,1192585,12673.5,2021-03-03 15:35:00-06:00,2021-03-03 15:30:00-06:00,OPP_01192628_SHORT,DIRECTION_DISAGREEMENT
S58B-023836,239278,239277,LONG,1192855,1192850,12606.5,2021-03-03 21:00:00-06:00,2021-03-03 20:55:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023839,239311,239307,SHORT,1193020,1193000,12587.5,2021-03-03 23:45:00-06:00,2021-03-03 23:25:00-06:00,OPP_01193067_SHORT,DIRECTION_DISAGREEMENT
S58B-023870,239766,239763,LONG,1195295,1195280,12661.5,2021-03-05 14:55:00-06:00,2021-03-05 14:40:00-06:00,OPP_01195350_LONG,DIRECTION_DISAGREEMENT
S58B-023879,239880,239872,LONG,1195865,1195825,12491.75,2021-03-08 01:40:00-06:00,2021-03-08 01:00:00-06:00,OPP_01195823_LONG,DIRECTION_DISAGREEMENT
S58B-023913,240134,240133,LONG,1197135,1197130,12450.0,2021-03-09 00:05:00-06:00,2021-03-09 00:00:00-06:00,,DIRECTION_DISAGREEMENT
S58B-023956,240652,240651,LONG,1199725,1199720,12835.5,2021-03-10 21:45:00-06:00,2021-03-10 21:40:00-06:00,OPP_01199756_LONG,DIRECTION_DISAGREEMENT
S58B-024024,241370,241366,SHORT,1203315,1203295,12957.25,2021-03-15 12:05:00-05:00,2021-03-15 11:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-024087,242037,242036,SHORT,1206643,1206638,13178.0,2021-03-17 23:25:00-05:00,2021-03-17 23:20:00-05:00,OPP_01206682_SHORT,DIRECTION_DISAGREEMENT
S58B-024102,242172,242171,SHORT,1207318,1207313,12959.5,2021-03-18 10:40:00-05:00,2021-03-18 10:35:00-05:00,OPP_01207282_SHORT,DIRECTION_DISAGREEMENT
S58B-024144,242648,242638,SHORT,1209698,1209648,12914.5,2021-03-22 04:50:00-05:00,2021-03-22 04:00:00-05:00,OPP_01209647_SHORT,DIRECTION_DISAGREEMENT
S58B-024171,242884,242877,SHORT,1210878,1210843,13013.0,2021-03-23 01:45:00-05:00,2021-03-23 01:10:00-05:00,OPP_01210936_SHORT,DIRECTION_DISAGREEMENT
S58B-024188,243012,243011,LONG,1211518,1211513,13120.0,2021-03-23 12:25:00-05:00,2021-03-23 12:20:00-05:00,OPP_01211484_LONG,DIRECTION_DISAGREEMENT
S58B-024240,243509,243507,SHORT,1214002,1213992,12710.5,2021-03-25 08:20:00-05:00,2021-03-25 08:10:00-05:00,OPP_01214048_SHORT,DIRECTION_DISAGREEMENT
S58B-024245,243543,243539,SHORT,1214172,1214152,12691.25,2021-03-25 11:10:00-05:00,2021-03-25 10:50:00-05:00,,DIRECTION_DISAGREEMENT
S58B-024250,243624,243623,LONG,1214577,1214572,12814.0,2021-03-25 19:10:00-05:00,2021-03-25 19:05:00-05:00,OPP_01214614_LONG,DIRECTION_DISAGREEMENT
S58B-024327,244411,244410,LONG,1218512,1218507,12884.5,2021-03-30 15:30:00-05:00,2021-03-30 15:10:00-05:00,,DIRECTION_DISAGREEMENT
S58B-024374,244899,244894,LONG,1220951,1220926,13290.0,2021-04-01 10:25:00-05:00,2021-04-01 10:00:00-05:00,OPP_01220988_LONG,DIRECTION_DISAGREEMENT
S58B-024453,245692,245688,SHORT,1224911,1224891,13579.25,2021-04-06 17:00:00-05:00,2021-04-06 15:40:00-05:00,,DIRECTION_DISAGREEMENT
