setup_id,direction,armed_j,armed_m1_i,has_5m_take,matched_1m_opportunity,15m_state,tag
S58B-035781,SHORT,363344,1813088,False,False,BEARISH,CONTINUATION
S58B-035782,SHORT,363346,1813098,True,True,BEARISH,CONTINUATION
S58B-035783,SHORT,363351,1813123,True,True,BEARISH,CONTINUATION
S58B-035784,SHORT,363357,1813153,False,False,BEARISH,CONTINUATION
S58B-035785,SHORT,363379,1813263,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035786,SHORT,363418,1813458,False,False,BEARISH,CONTINUATION
S58B-035787,SHORT,363420,1813468,True,True,BEARISH,CONTINUATION
S58B-035788,SHORT,363426,1813498,True,True,BEARISH,CONTINUATION
S58B-035789,SHORT,363431,1813523,True,True,BEARISH,CONTINUATION
S58B-035790,SHORT,363436,1813548,True,True,NEUTRAL,CONTINUATION
S58B-035791,SHORT,363444,1813588,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035792,SHORT,363452,1813628,True,True,NEUTRAL,CONTINUATION
S58B-035793,LONG,363469,1813713,True,True,BULLISH,CONTINUATION
S58B-035794,LONG,363474,1813738,True,True,BULLISH,CONTINUATION
S58B-035795,LONG,363479,1813763,True,True,BULLISH,CONTINUATION
S58B-035796,LONG,363484,1813788,True,True,BULLISH,CONTINUATION
S58B-035797,LONG,363489,1813813,True,True,NEUTRAL,CONTINUATION
S58B-035798,LONG,363495,1813843,True,True,BULLISH,CONTINUATION
S58B-035799,LONG,363507,1813903,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-035800,LONG,363509,1813913,False,False,NEUTRAL,CONTINUATION
S58B-035801,SHORT,363516,1813948,True,True,NEUTRAL,CONTINUATION
S58B-035802,LONG,363543,1814083,True,True,NEUTRAL,CONTINUATION
S58B-035803,LONG,363566,1814198,False,False,BULLISH,CONTINUATION
S58B-035804,LONG,363568,1814208,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-035805,SHORT,363588,1814308,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035806,SHORT,363595,1814343,True,True,BEARISH,CONTINUATION
S58B-035807,SHORT,363600,1814368,True,True,BEARISH,CONTINUATION
S58B-035808,SHORT,363606,1814398,True,True,BEARISH,CONTINUATION
S58B-035809,SHORT,363612,1814428,True,True,NEUTRAL,CONTINUATION
S58B-035810,SHORT,363617,1814453,True,True,BEARISH,CONTINUATION
S58B-035811,SHORT,363634,1814538,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035812,SHORT,363643,1814583,True,True,BEARISH,CONTINUATION
S58B-035813,LONG,363650,1814618,True,True,BULLISH,CONTINUATION
S58B-035814,SHORT,363663,1814683,True,True,BEARISH,CONTINUATION
S58B-035815,SHORT,363678,1814758,True,True,NEUTRAL,CONTINUATION
S58B-035816,LONG,363689,1814813,True,True,NEUTRAL,CONTINUATION
S58B-035817,LONG,363712,1814928,True,True,BULLISH,CONTINUATION
S58B-035818,LONG,363717,1814953,True,True,BULLISH,CONTINUATION
S58B-035819,LONG,363723,1814983,True,True,NEUTRAL,CONTINUATION
S58B-035820,SHORT,363738,1815058,False,False,BEARISH,CONTINUATION
S58B-035821,SHORT,363740,1815068,True,True,BEARISH,CONTINUATION
S58B-035822,SHORT,363754,1815138,False,False,BEARISH,CONTINUATION
S58B-035823,SHORT,363756,1815148,False,False,BEARISH,CONTINUATION
S58B-035824,SHORT,363758,1815158,True,True,BEARISH,CONTINUATION
S58B-035825,SHORT,363763,1815183,True,True,BEARISH,CONTINUATION
S58B-035826,SHORT,363774,1815238,True,True,NEUTRAL,CONTINUATION
S58B-035827,SHORT,363790,1815318,True,True,NEUTRAL,CONTINUATION
S58B-035828,LONG,363811,1815423,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035829,LONG,363818,1815458,False,False,BULLISH,CONTINUATION
S58B-035830,LONG,363820,1815468,True,True,BULLISH,CONTINUATION
S58B-035831,LONG,363846,1815598,True,True,BULLISH,CONTINUATION
S58B-035832,SHORT,363906,1815898,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035833,LONG,363929,1816013,True,True,NEUTRAL,CONTINUATION
S58B-035834,SHORT,363935,1816043,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035835,LONG,363953,1816133,True,True,BULLISH,CONTINUATION
S58B-035836,SHORT,363975,1816243,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035837,SHORT,363983,1816283,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-035838,LONG,363987,1816303,True,True,BULLISH,CONTINUATION
S58B-035839,LONG,364026,1816498,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035840,SHORT,364038,1816558,True,True,BEARISH,CONTINUATION
S58B-035841,SHORT,364044,1816588,True,True,BEARISH,CONTINUATION
S58B-035842,SHORT,364070,1816718,True,True,BEARISH,CONTINUATION
S58B-035843,SHORT,364075,1816743,True,True,BEARISH,CONTINUATION
S58B-035844,SHORT,364081,1816773,True,True,BEARISH,CONTINUATION
S58B-035845,SHORT,364086,1816798,True,True,BEARISH,CONTINUATION
S58B-035846,SHORT,364095,1816843,True,True,NEUTRAL,CONTINUATION
S58B-035847,SHORT,364100,1816868,True,True,BEARISH,CONTINUATION
S58B-035848,SHORT,364105,1816893,True,True,BEARISH,CONTINUATION
S58B-035849,SHORT,364114,1816938,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035850,SHORT,364127,1817003,True,True,NEUTRAL,CONTINUATION
S58B-035851,LONG,364147,1817103,True,True,BULLISH,CONTINUATION
S58B-035852,LONG,364152,1817128,True,True,BULLISH,CONTINUATION
S58B-035853,LONG,364159,1817163,True,True,BULLISH,CONTINUATION
S58B-035854,LONG,364164,1817188,True,True,BULLISH,CONTINUATION
S58B-035855,LONG,364169,1817213,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035856,SHORT,364188,1817308,False,False,NEUTRAL,CONTINUATION
S58B-035857,SHORT,364190,1817318,True,True,BEARISH,CONTINUATION
S58B-035858,SHORT,364197,1817353,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035859,SHORT,364202,1817378,False,False,BEARISH,CONTINUATION
S58B-035860,SHORT,364204,1817388,True,True,BEARISH,CONTINUATION
S58B-035861,SHORT,364209,1817413,True,True,BEARISH,CONTINUATION
S58B-035862,SHORT,364214,1817438,True,True,BEARISH,CONTINUATION
S58B-035863,SHORT,364221,1817473,True,True,BEARISH,CONTINUATION
S58B-035864,SHORT,364231,1817523,True,True,BEARISH,CONTINUATION
S58B-035865,SHORT,364240,1817568,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035866,SHORT,364257,1817653,True,True,BEARISH,CONTINUATION
S58B-035867,SHORT,364281,1817773,False,False,BEARISH,CONTINUATION
S58B-035868,LONG,364307,1817903,True,True,NEUTRAL,CONTINUATION
S58B-035869,SHORT,364314,1817938,True,True,BEARISH,CONTINUATION
S58B-035870,SHORT,364333,1818033,False,False,BEARISH,CONTINUATION
S58B-035871,SHORT,364335,1818043,True,True,BEARISH,CONTINUATION
S58B-035872,SHORT,364340,1818068,True,True,BEARISH,CONTINUATION
S58B-035873,SHORT,364361,1818173,True,True,BEARISH,CONTINUATION
S58B-035874,SHORT,364366,1818198,True,True,BEARISH,CONTINUATION
S58B-035875,SHORT,364375,1818243,True,True,BEARISH,CONTINUATION
S58B-035876,SHORT,364380,1818268,True,True,BEARISH,CONTINUATION
S58B-035877,SHORT,364390,1818318,True,True,BEARISH,CONTINUATION
S58B-035878,LONG,364404,1818388,True,True,BULLISH,CONTINUATION
S58B-035879,LONG,364409,1818413,True,True,BULLISH,CONTINUATION
S58B-035880,LONG,364414,1818438,True,True,BULLISH,CONTINUATION
S58B-035881,LONG,364419,1818463,True,True,BULLISH,CONTINUATION
S58B-035882,LONG,364424,1818488,True,True,BULLISH,CONTINUATION
S58B-035883,LONG,364437,1818553,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035884,LONG,364442,1818578,False,False,BULLISH,CONTINUATION
S58B-035885,LONG,364444,1818588,False,False,BULLISH,CONTINUATION
S58B-035886,LONG,364446,1818598,True,True,BULLISH,CONTINUATION
S58B-035887,LONG,364452,1818628,True,True,NEUTRAL,CONTINUATION
S58B-035888,SHORT,364474,1818738,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035889,LONG,364485,1818793,True,True,BULLISH,CONTINUATION
S58B-035890,SHORT,364504,1818888,True,True,NEUTRAL,CONTINUATION
S58B-035891,SHORT,364509,1818913,True,True,BEARISH,CONTINUATION
S58B-035892,SHORT,364517,1818953,True,True,BEARISH,CONTINUATION
S58B-035893,SHORT,364526,1818998,True,True,BEARISH,CONTINUATION
S58B-035894,SHORT,364551,1819123,True,True,BEARISH,CONTINUATION
S58B-035895,SHORT,364569,1819213,False,False,BEARISH,CONTINUATION
S58B-035896,SHORT,364571,1819223,True,True,BEARISH,CONTINUATION
S58B-035897,SHORT,364600,1819368,True,True,BEARISH,CONTINUATION
S58B-035898,LONG,364608,1819408,True,True,BULLISH,CONTINUATION
S58B-035899,LONG,364624,1819488,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035900,SHORT,364631,1819523,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035901,LONG,364656,1819648,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035902,SHORT,364675,1819743,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035903,SHORT,364680,1819768,True,True,BEARISH,CONTINUATION
S58B-035904,SHORT,364710,1819918,False,False,BEARISH,CONTINUATION
S58B-035905,SHORT,364712,1819928,True,True,BEARISH,CONTINUATION
S58B-035906,SHORT,364717,1819953,True,True,BEARISH,CONTINUATION
S58B-035907,SHORT,364723,1819983,True,True,NEUTRAL,CONTINUATION
S58B-035908,LONG,364744,1820088,True,True,BULLISH,CONTINUATION
S58B-035909,LONG,364749,1820113,True,True,NEUTRAL,CONTINUATION
S58B-035910,LONG,364756,1820148,True,True,NEUTRAL,CONTINUATION
S58B-035911,LONG,364765,1820193,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035912,LONG,364804,1820388,False,False,BULLISH,CONTINUATION
S58B-035913,LONG,364806,1820398,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035914,LONG,364812,1820428,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035915,SHORT,364843,1820583,True,True,BEARISH,CONTINUATION
S58B-035916,LONG,364850,1820618,True,True,BULLISH,CONTINUATION
S58B-035917,LONG,364855,1820643,True,True,BULLISH,CONTINUATION
S58B-035918,LONG,364860,1820668,True,True,BULLISH,CONTINUATION
S58B-035919,LONG,364865,1820693,True,True,BULLISH,CONTINUATION
S58B-035920,LONG,364878,1820758,True,True,BULLISH,CONTINUATION
S58B-035921,LONG,364899,1820863,True,True,BULLISH,CONTINUATION
S58B-035922,SHORT,364907,1820903,False,False,BEARISH,CONTINUATION
S58B-035923,SHORT,364909,1820913,True,True,BEARISH,CONTINUATION
S58B-035924,SHORT,364942,1821078,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-035925,LONG,364951,1821123,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035926,LONG,364956,1821148,True,True,BULLISH,CONTINUATION
S58B-035927,LONG,365012,1821428,True,True,BULLISH,CONTINUATION
S58B-035928,LONG,365017,1821453,True,True,BULLISH,CONTINUATION
S58B-035929,LONG,365023,1821483,True,True,BULLISH,CONTINUATION
S58B-035930,LONG,365028,1821508,True,True,BULLISH,CONTINUATION
S58B-035931,LONG,365040,1821568,False,False,NEUTRAL,CONTINUATION
S58B-035932,LONG,365043,1821583,True,True,BULLISH,CONTINUATION
S58B-035933,LONG,365050,1821618,True,True,BULLISH,CONTINUATION
S58B-035934,LONG,365055,1821643,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035935,LONG,365060,1821668,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035936,LONG,365066,1821698,True,True,BULLISH,CONTINUATION
S58B-035937,SHORT,365090,1821818,True,True,BEARISH,CONTINUATION
S58B-035938,SHORT,365105,1821893,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035939,LONG,365120,1821968,True,True,BULLISH,CONTINUATION
S58B-035940,LONG,365126,1821998,True,True,BULLISH,CONTINUATION
S58B-035941,LONG,365131,1822023,True,True,BULLISH,CONTINUATION
S58B-035942,LONG,365154,1822138,True,True,BULLISH,CONTINUATION
S58B-035943,LONG,365173,1822233,True,True,NEUTRAL,CONTINUATION
S58B-035944,LONG,365178,1822258,True,True,BULLISH,CONTINUATION
S58B-035945,LONG,365185,1822293,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035946,SHORT,365203,1822383,True,True,BEARISH,CONTINUATION
S58B-035947,SHORT,365211,1822423,True,True,NEUTRAL,CONTINUATION
S58B-035948,SHORT,365258,1822658,True,True,BEARISH,CONTINUATION
S58B-035949,SHORT,365264,1822688,True,True,BEARISH,CONTINUATION
S58B-035950,SHORT,365272,1822728,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035951,LONG,365280,1822768,False,False,BULLISH,CONTINUATION
S58B-035952,LONG,365282,1822778,True,True,BULLISH,CONTINUATION
S58B-035953,LONG,365287,1822803,True,True,BULLISH,CONTINUATION
S58B-035954,LONG,365292,1822828,True,True,NEUTRAL,CONTINUATION
S58B-035955,LONG,365297,1822853,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-035956,LONG,365300,1822868,True,True,BULLISH,CONTINUATION
S58B-035957,LONG,365305,1822893,False,False,BULLISH,CONTINUATION
S58B-035958,LONG,365308,1822908,True,True,BULLISH,CONTINUATION
S58B-035959,LONG,365320,1822968,False,False,BULLISH,CONTINUATION
S58B-035960,LONG,365323,1822983,False,False,NEUTRAL,CONTINUATION
S58B-035961,LONG,365325,1822993,True,True,BULLISH,CONTINUATION
S58B-035962,SHORT,365330,1823018,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035963,SHORT,365338,1823058,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-035964,LONG,365356,1823148,True,True,BULLISH,CONTINUATION
S58B-035965,LONG,365361,1823173,True,True,BULLISH,CONTINUATION
S58B-035966,LONG,365366,1823198,False,False,BULLISH,CONTINUATION
S58B-035967,LONG,365368,1823208,True,True,BULLISH,CONTINUATION
S58B-035968,LONG,365373,1823233,True,True,BULLISH,CONTINUATION
S58B-035969,LONG,365379,1823263,True,True,BULLISH,CONTINUATION
S58B-035970,LONG,365384,1823288,True,True,BULLISH,CONTINUATION
S58B-035971,LONG,365391,1823323,True,True,BULLISH,CONTINUATION
S58B-035972,LONG,365397,1823353,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035973,LONG,365406,1823398,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035974,LONG,365411,1823423,True,True,NEUTRAL,CONTINUATION
S58B-035975,LONG,365422,1823478,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035976,SHORT,365434,1823538,True,True,NEUTRAL,CONTINUATION
S58B-035977,SHORT,365440,1823568,True,True,BEARISH,CONTINUATION
S58B-035978,SHORT,365448,1823608,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-035979,SHORT,365450,1823618,True,True,NEUTRAL,CONTINUATION
S58B-035980,LONG,365472,1823728,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-035981,SHORT,365482,1823778,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-035982,LONG,365509,1823913,True,True,NEUTRAL,CONTINUATION
S58B-035983,LONG,365514,1823938,False,False,NEUTRAL,CONTINUATION
S58B-035984,LONG,365516,1823948,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035985,LONG,365533,1824033,True,True,NEUTRAL,CONTINUATION
S58B-035986,SHORT,365564,1824188,True,True,BEARISH,CONTINUATION
S58B-035987,SHORT,365569,1824213,True,True,BEARISH,CONTINUATION
S58B-035988,SHORT,365575,1824243,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035989,SHORT,365580,1824268,False,False,NEUTRAL,CONTINUATION
S58B-035990,LONG,365614,1824438,True,True,BULLISH,CONTINUATION
S58B-035991,LONG,365619,1824463,True,True,BULLISH,CONTINUATION
S58B-035992,LONG,365634,1824538,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-035993,LONG,365637,1824553,True,True,BULLISH,CONTINUATION
S58B-035994,LONG,365642,1824578,True,True,BULLISH,CONTINUATION
S58B-035995,LONG,365648,1824608,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-035996,LONG,365654,1824638,True,True,BULLISH,CONTINUATION
S58B-035997,LONG,365659,1824663,True,True,BULLISH,CONTINUATION
S58B-035998,LONG,365664,1824688,True,True,BULLISH,CONTINUATION
S58B-035999,LONG,365675,1824743,True,True,BULLISH,CONTINUATION
S58B-036000,LONG,365680,1824768,True,True,BULLISH,CONTINUATION
S58B-036001,LONG,365686,1824798,True,True,BULLISH,CONTINUATION
S58B-036002,LONG,365691,1824822,True,True,BULLISH,CONTINUATION
S58B-036003,LONG,365696,1824847,False,False,BULLISH,CONTINUATION
S58B-036004,LONG,365698,1824857,True,True,BULLISH,CONTINUATION
S58B-036005,SHORT,365720,1824967,True,True,NEUTRAL,CONTINUATION
S58B-036006,SHORT,365726,1824997,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-036007,SHORT,365728,1825007,True,True,BEARISH,CONTINUATION
S58B-036008,SHORT,365733,1825032,False,False,BEARISH,CONTINUATION
S58B-036009,SHORT,365735,1825042,True,True,BEARISH,CONTINUATION
S58B-036010,SHORT,365740,1825067,True,True,BEARISH,CONTINUATION
S58B-036011,SHORT,365752,1825127,False,False,NEUTRAL,CONTINUATION
S58B-036012,SHORT,365754,1825137,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036013,LONG,365770,1825217,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-036014,SHORT,365782,1825277,True,True,BEARISH,CONTINUATION
S58B-036015,SHORT,365789,1825312,True,True,BEARISH,CONTINUATION
S58B-036016,SHORT,365796,1825347,True,True,NEUTRAL,CONTINUATION
S58B-036017,SHORT,365802,1825377,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036018,LONG,365811,1825422,True,True,BULLISH,CONTINUATION
S58B-036019,LONG,365816,1825447,False,False,BULLISH,CONTINUATION
S58B-036020,LONG,365818,1825457,True,True,BULLISH,CONTINUATION
S58B-036021,LONG,365823,1825482,False,False,BULLISH,CONTINUATION
S58B-036022,LONG,365825,1825492,True,True,BULLISH,CONTINUATION
S58B-036023,LONG,365835,1825542,False,False,NEUTRAL,CONTINUATION
S58B-036024,LONG,365840,1825567,False,False,BULLISH,CONTINUATION
S58B-036025,LONG,365861,1825672,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036026,LONG,365866,1825697,True,True,BULLISH,CONTINUATION
S58B-036027,SHORT,365878,1825757,True,True,BEARISH,CONTINUATION
S58B-036028,SHORT,365887,1825802,False,False,BEARISH,CONTINUATION
S58B-036029,SHORT,365889,1825812,False,False,BEARISH,CONTINUATION
S58B-036030,SHORT,365891,1825822,False,False,BEARISH,CONTINUATION
S58B-036031,SHORT,365893,1825832,True,True,BEARISH,CONTINUATION
S58B-036032,SHORT,365898,1825857,True,True,BEARISH,CONTINUATION
S58B-036033,SHORT,365903,1825882,True,True,BEARISH,CONTINUATION
S58B-036034,SHORT,365912,1825927,False,False,BEARISH,CONTINUATION
S58B-036035,SHORT,365914,1825937,True,True,BEARISH,CONTINUATION
S58B-036036,SHORT,365933,1826032,True,True,BEARISH,CONTINUATION
S58B-036037,SHORT,365938,1826057,True,True,BEARISH,CONTINUATION
S58B-036038,SHORT,365953,1826132,False,False,NEUTRAL,CONTINUATION
S58B-036039,LONG,365967,1826202,True,True,BULLISH,CONTINUATION
S58B-036040,LONG,365973,1826232,False,False,NEUTRAL,CONTINUATION
S58B-036041,SHORT,365989,1826312,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036042,LONG,365995,1826342,True,True,BULLISH,CONTINUATION
S58B-036043,LONG,366001,1826372,True,True,BULLISH,CONTINUATION
S58B-036044,LONG,366019,1826462,True,True,NEUTRAL,CONTINUATION
S58B-036045,LONG,366024,1826487,False,False,NEUTRAL,CONTINUATION
S58B-036046,LONG,366026,1826497,True,True,BULLISH,CONTINUATION
S58B-036047,SHORT,366050,1826617,True,True,NEUTRAL,CONTINUATION
S58B-036048,LONG,366084,1826787,True,True,BULLISH,CONTINUATION
S58B-036049,LONG,366089,1826812,True,True,BULLISH,CONTINUATION
S58B-036050,SHORT,366126,1826997,False,False,NEUTRAL,CONTINUATION
S58B-036051,SHORT,366128,1827007,False,False,BEARISH,CONTINUATION
S58B-036052,SHORT,366130,1827017,True,True,BEARISH,CONTINUATION
S58B-036053,LONG,366184,1827287,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-036054,SHORT,366195,1827342,True,True,BEARISH,CONTINUATION
S58B-036055,SHORT,366201,1827372,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036056,SHORT,366217,1827452,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-036057,LONG,366225,1827492,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036058,LONG,366230,1827517,True,True,BULLISH,CONTINUATION
S58B-036059,LONG,366235,1827542,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-036060,LONG,366247,1827602,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-036061,SHORT,366254,1827637,True,True,BEARISH,CONTINUATION
S58B-036062,SHORT,366259,1827662,True,True,BEARISH,CONTINUATION
S58B-036063,SHORT,366265,1827692,True,True,BEARISH,CONTINUATION
S58B-036064,SHORT,366270,1827717,True,True,BEARISH,CONTINUATION
S58B-036065,SHORT,366275,1827742,True,True,BEARISH,CONTINUATION
S58B-036066,SHORT,366280,1827767,True,True,BEARISH,CONTINUATION
S58B-036067,SHORT,366287,1827802,True,True,NEUTRAL,CONTINUATION
S58B-036068,SHORT,366294,1827837,True,True,BEARISH,CONTINUATION
S58B-036069,SHORT,366299,1827862,True,True,BEARISH,CONTINUATION
S58B-036070,SHORT,366304,1827887,True,True,BEARISH,CONTINUATION
S58B-036071,SHORT,366311,1827922,True,True,BEARISH,CONTINUATION
S58B-036072,LONG,366324,1827987,True,True,BULLISH,CONTINUATION
S58B-036073,LONG,366333,1828032,True,True,BULLISH,CONTINUATION
S58B-036074,SHORT,366361,1828172,False,False,BEARISH,CONTINUATION
S58B-036075,LONG,366374,1828237,True,True,BULLISH,CONTINUATION
S58B-036076,SHORT,366443,1828582,True,True,BEARISH,CONTINUATION
S58B-036077,SHORT,366448,1828607,True,True,BEARISH,CONTINUATION
S58B-036078,SHORT,366453,1828632,True,True,BEARISH,CONTINUATION
S58B-036079,SHORT,366458,1828657,True,True,BEARISH,CONTINUATION
S58B-036080,SHORT,366463,1828682,True,True,BEARISH,CONTINUATION
S58B-036081,SHORT,366468,1828707,True,True,BEARISH,CONTINUATION
S58B-036082,SHORT,366477,1828752,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036083,SHORT,366484,1828787,True,True,BEARISH,CONTINUATION
S58B-036084,LONG,366507,1828902,True,True,NEUTRAL,CONTINUATION
S58B-036085,LONG,366512,1828927,True,True,BULLISH,CONTINUATION
S58B-036086,LONG,366522,1828977,True,True,NEUTRAL,CONTINUATION
S58B-036087,LONG,366530,1829017,True,True,BULLISH,CONTINUATION
S58B-036088,SHORT,366555,1829142,False,False,BEARISH,CONTINUATION
S58B-036089,SHORT,366557,1829152,True,True,BEARISH,CONTINUATION
S58B-036090,SHORT,366562,1829177,True,True,NEUTRAL,CONTINUATION
S58B-036091,SHORT,366569,1829212,True,True,BEARISH,CONTINUATION
S58B-036092,SHORT,366574,1829237,True,True,BEARISH,CONTINUATION
S58B-036093,SHORT,366588,1829307,False,False,NEUTRAL,CONTINUATION
S58B-036094,SHORT,366590,1829317,True,True,BEARISH,CONTINUATION
S58B-036095,SHORT,366604,1829387,True,True,NEUTRAL,CONTINUATION
S58B-036096,LONG,366612,1829427,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-036097,LONG,366620,1829467,True,True,BULLISH,CONTINUATION
S58B-036098,LONG,366625,1829492,True,True,BULLISH,CONTINUATION
S58B-036099,LONG,366642,1829577,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-036100,LONG,366644,1829587,False,False,BULLISH,CONTINUATION
S58B-036101,LONG,366646,1829597,True,True,BULLISH,CONTINUATION
S58B-036102,LONG,366651,1829622,True,True,BULLISH,CONTINUATION
S58B-036103,LONG,366665,1829692,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036104,LONG,366670,1829717,True,True,BULLISH,CONTINUATION
S58B-036105,SHORT,366713,1829932,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036106,SHORT,366734,1830037,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036107,SHORT,366749,1830112,False,False,BEARISH,CONTINUATION
S58B-036108,SHORT,366751,1830122,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036109,LONG,366767,1830202,True,True,BULLISH,CONTINUATION
S58B-036110,SHORT,366778,1830257,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036111,SHORT,366786,1830297,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036112,SHORT,366791,1830322,True,True,BEARISH,CONTINUATION
S58B-036113,SHORT,366796,1830347,True,True,BEARISH,CONTINUATION
S58B-036114,SHORT,366801,1830372,True,True,BEARISH,CONTINUATION
S58B-036115,SHORT,366806,1830397,True,True,BEARISH,CONTINUATION
S58B-036116,SHORT,366811,1830422,True,True,BEARISH,CONTINUATION
S58B-036117,SHORT,366818,1830457,True,True,BEARISH,CONTINUATION
S58B-036118,SHORT,366823,1830482,True,True,BEARISH,CONTINUATION
S58B-036119,SHORT,366829,1830512,True,True,BEARISH,CONTINUATION
S58B-036120,SHORT,366834,1830537,True,True,BEARISH,CONTINUATION
S58B-036121,SHORT,366842,1830577,False,False,NEUTRAL,CONTINUATION
S58B-036122,LONG,366847,1830602,True,True,BULLISH,CONTINUATION
S58B-036123,LONG,366867,1830702,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-036124,SHORT,366878,1830757,True,True,BEARISH,CONTINUATION
S58B-036125,SHORT,366886,1830797,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036126,LONG,366897,1830852,False,False,BULLISH,CONTINUATION
S58B-036127,LONG,366899,1830862,True,True,BULLISH,CONTINUATION
S58B-036128,LONG,366904,1830887,True,True,BULLISH,CONTINUATION
S58B-036129,LONG,366911,1830922,True,True,BULLISH,CONTINUATION
S58B-036130,LONG,366917,1830952,True,True,BULLISH,CONTINUATION
S58B-036131,LONG,366922,1830977,True,True,BULLISH,CONTINUATION
S58B-036132,LONG,366931,1831022,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-036133,SHORT,366943,1831082,False,False,BEARISH,CONTINUATION
S58B-036134,SHORT,366945,1831092,True,True,BEARISH,CONTINUATION
S58B-036135,SHORT,366950,1831117,False,False,BEARISH,CONTINUATION
S58B-036136,SHORT,366952,1831127,True,True,BEARISH,CONTINUATION
S58B-036137,SHORT,366957,1831152,True,True,BEARISH,CONTINUATION
S58B-036138,SHORT,366962,1831177,True,True,BEARISH,CONTINUATION
S58B-036139,SHORT,366970,1831217,False,False,BEARISH,CONTINUATION
S58B-036140,SHORT,366972,1831227,False,False,BEARISH,CONTINUATION
S58B-036141,SHORT,366974,1831237,True,True,BEARISH,CONTINUATION
S58B-036142,SHORT,366983,1831282,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-036143,LONG,367011,1831422,False,False,BULLISH,CONTINUATION
S58B-036144,LONG,367013,1831432,True,True,BULLISH,CONTINUATION
S58B-036145,LONG,367030,1831517,False,False,NEUTRAL,CONTINUATION
